Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
0.95,259801.52,2627.47,6.807773019,17.95650964
0.95,259801.52,2627.47,6.807773019,17.95650964
0.87,259801.52,2627.47,6.807773019,17.95650964
0.94,259801.52,2627.47,6.807773019,17.95650964
0.96,259801.52,2627.47,6.807773019,17.95650964
1.01,259801.52,2627.47,6.807773019,17.95650964
0.98,259801.52,2627.47,6.807773019,17.95650964
0.93,259801.52,2627.47,6.807773019,17.95650964
1.03,259801.52,2627.47,6.807773019,17.95650964
0.75,259801.52,2627.47,6.807773019,17.95650964
1.06,273619.11,2756.71,6.818754325,18.14455594
1.07,273619.11,2756.71,6.818754325,18.14455594
1.1,273619.11,2756.71,6.818754325,18.14455594
1.06,273619.11,2756.71,6.818754325,18.14455594
1.03,273619.11,2756.71,6.818754325,18.14455594
0.96,273619.11,2756.71,6.818754325,18.14455594
1.01,273619.11,2756.71,6.818754325,18.14455594
1.02,273619.11,2756.71,6.818754325,18.14455594
1.01,273619.11,2756.71,6.818754325,18.14455594
0.93,273619.11,2756.71,6.818754325,18.14455594
0.95,273619.11,2756.71,6.818754325,18.14455594
2.38,346264.32,3416.84,5.371927498,16.49879752
2.53,346264.32,3416.84,5.371927498,16.49879752
2.4,346264.32,3416.84,5.371927498,16.49879752
2.43,346264.32,3416.84,5.371927498,16.49879752
2.3,346264.32,3416.84,5.371927498,16.49879752
2.36,346264.32,3416.84,5.371927498,16.49879752
2.24,346264.32,3416.84,5.371927498,16.49879752
2.12,346264.32,3416.84,5.371927498,16.49879752
2.24,346264.32,3416.84,5.371927498,16.49879752
2.22,346264.32,3416.84,5.371927498,16.49879752
2.36,346264.32,3416.84,5.371927498,16.49879752
1.94,358088.32,3598.84,5.649347639,16.77893562
1.88,358088.32,3598.84,5.649347639,16.77893562
1.98,358088.32,3598.84,5.649347639,16.77893562
1.8,358088.32,3598.84,5.649347639,16.77893562
1.96,358088.32,3598.84,5.649347639,16.77893562
1.88,358088.32,3598.84,5.649347639,16.77893562
1.71,358088.32,3598.84,5.649347639,16.77893562
1.73,358088.32,3598.84,5.649347639,16.77893562
1.85,358088.32,3598.84,5.649347639,16.77893562
1.82,358088.32,3598.84,5.649347639,16.77893562
1.54,358088.32,3598.84,5.649347639,16.77893562
1.62,371244.15,3780.14,5.976935887,17.08483764
1.69,371244.15,3780.14,5.976935887,17.08483764
1.7,371244.15,3780.14,5.976935887,17.08483764
1.62,371244.15,3780.14,5.976935887,17.08483764
1.65,371244.15,3780.14,5.976935887,17.08483764
1.58,371244.15,3780.14,5.976935887,17.08483764
1.5,371244.15,3780.14,5.976935887,17.08483764
1.55,371244.15,3780.14,5.976935887,17.08483764
1.61,371244.15,3780.14,5.976935887,17.08483764
1.56,371244.15,3780.14,5.976935887,17.08483764
1.33,371244.15,3780.14,5.976935887,17.08483764
1.21,384907.74,3832.34,6.210857605,17.36054207
1.29,384907.74,3832.34,6.210857605,17.36054207
1.22,384907.74,3832.34,6.210857605,17.36054207
1.19,384907.74,3832.34,6.210857605,17.36054207
1.26,384907.74,3832.34,6.210857605,17.36054207
1.29,384907.74,3832.34,6.210857605,17.36054207
1.24,384907.74,3832.34,6.210857605,17.36054207
1.2,384907.74,3832.34,6.210857605,17.36054207
1.3,384907.74,3832.34,6.210857605,17.36054207
1.25,384907.74,3832.34,6.210857605,17.36054207
0.84,384907.74,3832.34,6.210857605,17.36054207
2.42,127496.57,1237.04,3.987419355,15.27359801
2.15,127496.57,1237.04,3.987419355,15.27359801
2.19,127496.57,1237.04,3.987419355,15.27359801
2.23,127496.57,1237.04,3.987419355,15.27359801
2.1,127496.57,1237.04,3.987419355,15.27359801
2.26,127496.57,1237.04,3.987419355,15.27359801
2.46,127496.57,1237.04,3.987419355,15.27359801
2.05,127496.57,1237.04,3.987419355,15.27359801
2.15,127496.57,1237.04,3.987419355,15.27359801
2.12,127496.57,1237.04,3.987419355,15.27359801
2.28,140010.34,1414.61,4.872036613,16.1710984
2.25,140010.34,1414.61,4.872036613,16.1710984
2.25,140010.34,1414.61,4.872036613,16.1710984
2.36,140010.34,1414.61,4.872036613,16.1710984
2.27,140010.34,1414.61,4.872036613,16.1710984
2.18,140010.34,1414.61,4.872036613,16.1710984
1.98,140010.34,1414.61,4.872036613,16.1710984
2.31,140010.34,1414.61,4.872036613,16.1710984
2,140010.34,1414.61,4.872036613,16.1710984
2.07,140010.34,1414.61,4.872036613,16.1710984
1.71,156602.97,1542.63,5.71302714,17.02663883
1.66,156602.97,1542.63,5.71302714,17.02663883
1.67,156602.97,1542.63,5.71302714,17.02663883
1.62,156602.97,1542.63,5.71302714,17.02663883
1.56,156602.97,1542.63,5.71302714,17.02663883
1.7,156602.97,1542.63,5.71302714,17.02663883
1.56,156602.97,1542.63,5.71302714,17.02663883
1.52,156602.97,1542.63,5.71302714,17.02663883
1.58,156602.97,1542.63,5.71302714,17.02663883
1.63,156602.97,1542.63,5.71302714,17.02663883
1.42,165651.16,1614.6,6.197003968,17.5355754
1.38,165651.16,1614.6,6.197003968,17.5355754
1.45,165651.16,1614.6,6.197003968,17.5355754
1.41,165651.16,1614.6,6.197003968,17.5355754
1.43,165651.16,1614.6,6.197003968,17.5355754
1.35,165651.16,1614.6,6.197003968,17.5355754
1.4,165651.16,1614.6,6.197003968,17.5355754
1.17,165651.16,1614.6,6.197003968,17.5355754
1.31,165651.16,1614.6,6.197003968,17.5355754
1.26,165651.16,1614.6,6.197003968,17.5355754
2.81,240727.78,2155.61,3.807428198,14.94236292
2.67,240727.78,2155.61,3.807428198,14.94236292
2.92,240727.78,2155.61,3.807428198,14.94236292
2.71,240727.78,2155.61,3.807428198,14.94236292
2.8,240727.78,2155.61,3.807428198,14.94236292
2.67,240727.78,2155.61,3.807428198,14.94236292
2.62,240727.78,2155.61,3.807428198,14.94236292
2.53,240727.78,2155.61,3.807428198,14.94236292
2.56,240727.78,2155.61,3.807428198,14.94236292
2.47,240727.78,2155.61,3.807428198,14.94236292
2.47,240727.78,2155.61,3.807428198,14.94236292
2.51,240727.78,2155.61,3.807428198,14.94236292
2.53,240727.78,2155.61,3.807428198,14.94236292
2.44,240727.78,2155.61,3.807428198,14.94236292
2.42,240727.78,2155.61,3.807428198,14.94236292
1.93,250673.04,2332.16,4.242540881,15.3531195
1.83,250673.04,2332.16,4.242540881,15.3531195
1.84,250673.04,2332.16,4.242540881,15.3531195
1.94,250673.04,2332.16,4.242540881,15.3531195
1.86,250673.04,2332.16,4.242540881,15.3531195
1.9,250673.04,2332.16,4.242540881,15.3531195
1.88,250673.04,2332.16,4.242540881,15.3531195
1.78,250673.04,2332.16,4.242540881,15.3531195
1.83,250673.04,2332.16,4.242540881,15.3531195
1.74,250673.04,2332.16,4.242540881,15.3531195
1.74,250673.04,2332.16,4.242540881,15.3531195
1.76,250673.04,2332.16,4.242540881,15.3531195
1.68,250673.04,2332.16,4.242540881,15.3531195
1.87,250673.04,2332.16,4.242540881,15.3531195
1.6,250673.04,2332.16,4.242540881,15.3531195
1.73,264792.31,2452.18,4.71713253,15.84166265
1.76,264792.31,2452.18,4.71713253,15.84166265
1.66,264792.31,2452.18,4.71713253,15.84166265
1.74,264792.31,2452.18,4.71713253,15.84166265
1.69,264792.31,2452.18,4.71713253,15.84166265
1.76,264792.31,2452.18,4.71713253,15.84166265
1.9,264792.31,2452.18,4.71713253,15.84166265
1.98,264792.31,2452.18,4.71713253,15.84166265
1.61,264792.31,2452.18,4.71713253,15.84166265
1.66,264792.31,2452.18,4.71713253,15.84166265
1.75,264792.31,2452.18,4.71713253,15.84166265
1.75,264792.31,2452.18,4.71713253,15.84166265
1.67,264792.31,2452.18,4.71713253,15.84166265
1.73,264792.31,2452.18,4.71713253,15.84166265
1.53,264792.31,2452.18,4.71713253,15.84166265
0.94,279780.39,2534.37,5.179332566,16.39226697
0.84,279780.39,2534.37,5.179332566,16.39226697
0.93,279780.39,2534.37,5.179332566,16.39226697
0.89,279780.39,2534.37,5.179332566,16.39226697
0.97,279780.39,2534.37,5.179332566,16.39226697
0.91,279780.39,2534.37,5.179332566,16.39226697
0.82,279780.39,2534.37,5.179332566,16.39226697
0.81,279780.39,2534.37,5.179332566,16.39226697
0.92,279780.39,2534.37,5.179332566,16.39226697
0.9,279780.39,2534.37,5.179332566,16.39226697
0.72,279780.39,2534.37,5.179332566,16.39226697
0.88,279780.39,2534.37,5.179332566,16.39226697
0.88,279780.39,2534.37,5.179332566,16.39226697
0.63,279780.39,2534.37,5.179332566,16.39226697
0.74,279780.39,2534.37,5.179332566,16.39226697
2.76,352217.36,3199.81,4.384876325,15.6335689
2.82,352217.36,3199.81,4.384876325,15.6335689
2.7,352217.36,3199.81,4.384876325,15.6335689
2.65,352217.36,3199.81,4.384876325,15.6335689
3.42,352217.36,3199.81,4.384876325,15.6335689
2.56,352217.36,3199.81,4.384876325,15.6335689
2.81,352217.36,3199.81,4.384876325,15.6335689
2.55,352217.36,3199.81,4.384876325,15.6335689
2.67,352217.36,3199.81,4.384876325,15.6335689
2.51,352217.36,3199.81,4.384876325,15.6335689
2.27,352217.36,3199.81,4.384876325,15.6335689
2.4,352217.36,3199.81,4.384876325,15.6335689
2.93,352217.36,3199.81,4.384876325,15.6335689
2.77,352217.36,3199.81,4.384876325,15.6335689
2.7,352217.36,3199.81,4.384876325,15.6335689
2.65,372121.27,3289.44,4.840364098,16.15087214
2.21,372121.27,3289.44,4.840364098,16.15087214
2.6,372121.27,3289.44,4.840364098,16.15087214
2.45,372121.27,3289.44,4.840364098,16.15087214
2.65,372121.27,3289.44,4.840364098,16.15087214
2.62,372121.27,3289.44,4.840364098,16.15087214
2.39,372121.27,3289.44,4.840364098,16.15087214
2.69,372121.27,3289.44,4.840364098,16.15087214
2.83,372121.27,3289.44,4.840364098,16.15087214
2.77,372121.27,3289.44,4.840364098,16.15087214
2.53,372121.27,3289.44,4.840364098,16.15087214
2.56,372121.27,3289.44,4.840364098,16.15087214
2.62,372121.27,3289.44,4.840364098,16.15087214
2.74,372121.27,3289.44,4.840364098,16.15087214
2.13,372121.27,3289.44,4.840364098,16.15087214
1.19,384510.74,3379.62,5.242376645,16.56509046
0.89,384510.74,3379.62,5.242376645,16.56509046
1.08,384510.74,3379.62,5.242376645,16.56509046
0.99,384510.74,3379.62,5.242376645,16.56509046
1.07,384510.74,3379.62,5.242376645,16.56509046
1.15,384510.74,3379.62,5.242376645,16.56509046
0.99,384510.74,3379.62,5.242376645,16.56509046
1.19,384510.74,3379.62,5.242376645,16.56509046
1.18,384510.74,3379.62,5.242376645,16.56509046
1.18,384510.74,3379.62,5.242376645,16.56509046
1.03,384510.74,3379.62,5.242376645,16.56509046
1.16,384510.74,3379.62,5.242376645,16.56509046
1.07,384510.74,3379.62,5.242376645,16.56509046
1.11,384510.74,3379.62,5.242376645,16.56509046
0.97,384510.74,3379.62,5.242376645,16.56509046
0.91,398400.57,3469.17,5.5192749,16.91188845
0.64,398400.57,3469.17,5.5192749,16.91188845
0.9,398400.57,3469.17,5.5192749,16.91188845
0.85,398400.57,3469.17,5.5192749,16.91188845
0.9,398400.57,3469.17,5.5192749,16.91188845
0.98,398400.57,3469.17,5.5192749,16.91188845
0.83,398400.57,3469.17,5.5192749,16.91188845
0.9,398400.57,3469.17,5.5192749,16.91188845
1,398400.57,3469.17,5.5192749,16.91188845
0.94,398400.57,3469.17,5.5192749,16.91188845
0.95,398400.57,3469.17,5.5192749,16.91188845
0.85,398400.57,3469.17,5.5192749,16.91188845
0.95,398400.57,3469.17,5.5192749,16.91188845
0.9,398400.57,3469.17,5.5192749,16.91188845
0.82,398400.57,3469.17,5.5192749,16.91188845
3.06,120654.92,1108.86,6.444035533,17.81994924
3.05,120654.92,1108.86,6.444035533,17.81994924
3.11,120654.92,1108.86,6.444035533,17.81994924
2.9,120654.92,1108.86,6.444035533,17.81994924
2.95,120654.92,1108.86,6.444035533,17.81994924
3.15,120654.92,1108.86,6.444035533,17.81994924
3.11,120654.92,1108.86,6.444035533,17.81994924
3.03,120654.92,1108.86,6.444035533,17.81994924
3.06,120654.92,1108.86,6.444035533,17.81994924
2.93,120654.92,1108.86,6.444035533,17.81994924
3.08,120654.92,1108.86,6.444035533,17.81994924
2.98,120654.92,1108.86,6.444035533,17.81994924
3.18,120654.92,1108.86,6.444035533,17.81994924
3.08,120654.92,1108.86,6.444035533,17.81994924
3.16,120654.92,1108.86,6.444035533,17.81994924
1.66,133530.36,1212.91,7.061194379,18.44625293
1.71,133530.36,1212.91,7.061194379,18.44625293
1.78,133530.36,1212.91,7.061194379,18.44625293
1.64,133530.36,1212.91,7.061194379,18.44625293
1.73,133530.36,1212.91,7.061194379,18.44625293
1.71,133530.36,1212.91,7.061194379,18.44625293
1.62,133530.36,1212.91,7.061194379,18.44625293
1.83,133530.36,1212.91,7.061194379,18.44625293
1.67,133530.36,1212.91,7.061194379,18.44625293
1.76,133530.36,1212.91,7.061194379,18.44625293
1.61,133530.36,1212.91,7.061194379,18.44625293
1.8,133530.36,1212.91,7.061194379,18.44625293
1.82,133530.36,1212.91,7.061194379,18.44625293
1.68,133530.36,1212.91,7.061194379,18.44625293
1.8,133530.36,1212.91,7.061194379,18.44625293
1.97,146726.56,1378.02,7.778311688,19.1375974
2.11,146726.56,1378.02,7.778311688,19.1375974
1.99,146726.56,1378.02,7.778311688,19.1375974
2.01,146726.56,1378.02,7.778311688,19.1375974
2.06,146726.56,1378.02,7.778311688,19.1375974
2.11,146726.56,1378.02,7.778311688,19.1375974
2.04,146726.56,1378.02,7.778311688,19.1375974
2.09,146726.56,1378.02,7.778311688,19.1375974
2.02,146726.56,1378.02,7.778311688,19.1375974
1.96,146726.56,1378.02,7.778311688,19.1375974
1.88,146726.56,1378.02,7.778311688,19.1375974
2.15,146726.56,1378.02,7.778311688,19.1375974
2.15,146726.56,1378.02,7.778311688,19.1375974
1.93,146726.56,1378.02,7.778311688,19.1375974
2.1,146726.56,1378.02,7.778311688,19.1375974
1.16,161171.53,1423.56,8.210921844,19.630501
1.08,161171.53,1423.56,8.210921844,19.630501
1.1,161171.53,1423.56,8.210921844,19.630501
1.11,161171.53,1423.56,8.210921844,19.630501
1.04,161171.53,1423.56,8.210921844,19.630501
1.12,161171.53,1423.56,8.210921844,19.630501
1.13,161171.53,1423.56,8.210921844,19.630501
1.14,161171.53,1423.56,8.210921844,19.630501
1.06,161171.53,1423.56,8.210921844,19.630501
1.06,161171.53,1423.56,8.210921844,19.630501
1.01,161171.53,1423.56,8.210921844,19.630501
1.16,161171.53,1423.56,8.210921844,19.630501
1.2,161171.53,1423.56,8.210921844,19.630501
1.1,161171.53,1423.56,8.210921844,19.630501
1.22,161171.53,1423.56,8.210921844,19.630501
1.8,233501.8,2194.04,5.513855263,16.81431579
1.8,233501.8,2194.04,5.513855263,16.81431579
1.73,233501.8,2194.04,5.513855263,16.81431579
1.69,233501.8,2194.04,5.513855263,16.81431579
1.58,233501.8,2194.04,5.513855263,16.81431579
1.57,233501.8,2194.04,5.513855263,16.81431579
1.65,233501.8,2194.04,5.513855263,16.81431579
1.6,233501.8,2194.04,5.513855263,16.81431579
1.67,233501.8,2194.04,5.513855263,16.81431579
1.65,233501.8,2194.04,5.513855263,16.81431579
1.83,233501.8,2194.04,5.513855263,16.81431579
1.72,233501.8,2194.04,5.513855263,16.81431579
1.83,233501.8,2194.04,5.513855263,16.81431579
1.4,233501.8,2194.04,5.513855263,16.81431579
1.45,233501.8,2194.04,5.513855263,16.81431579
1.78,247205.72,2351.24,6.029285714,17.32293233
1.69,247205.72,2351.24,6.029285714,17.32293233
1.68,247205.72,2351.24,6.029285714,17.32293233
1.63,247205.72,2351.24,6.029285714,17.32293233
1.56,247205.72,2351.24,6.029285714,17.32293233
1.69,247205.72,2351.24,6.029285714,17.32293233
1.7,247205.72,2351.24,6.029285714,17.32293233
1.69,247205.72,2351.24,6.029285714,17.32293233
1.62,247205.72,2351.24,6.029285714,17.32293233
1.8,247205.72,2351.24,6.029285714,17.32293233
1.89,247205.72,2351.24,6.029285714,17.32293233
1.79,247205.72,2351.24,6.029285714,17.32293233
1.89,247205.72,2351.24,6.029285714,17.32293233
1.73,247205.72,2351.24,6.029285714,17.32293233
1.71,247205.72,2351.24,6.029285714,17.32293233
1.96,258669.97,2432.13,6.430434258,17.73143546
1.98,258669.97,2432.13,6.430434258,17.73143546
1.78,258669.97,2432.13,6.430434258,17.73143546
1.85,258669.97,2432.13,6.430434258,17.73143546
1.79,258669.97,2432.13,6.430434258,17.73143546
1.61,258669.97,2432.13,6.430434258,17.73143546
2.12,258669.97,2432.13,6.430434258,17.73143546
1.68,258669.97,2432.13,6.430434258,17.73143546
1.8,258669.97,2432.13,6.430434258,17.73143546
1.91,258669.97,2432.13,6.430434258,17.73143546
1.94,258669.97,2432.13,6.430434258,17.73143546
2.08,258669.97,2432.13,6.430434258,17.73143546
2,258669.97,2432.13,6.430434258,17.73143546
2.07,258669.97,2432.13,6.430434258,17.73143546
1.72,258669.97,2432.13,6.430434258,17.73143546
1.3,271435.51,2521.06,6.890393519,18.18484954
1.28,271435.51,2521.06,6.890393519,18.18484954
1.31,271435.51,2521.06,6.890393519,18.18484954
1.3,271435.51,2521.06,6.890393519,18.18484954
1.29,271435.51,2521.06,6.890393519,18.18484954
1.16,271435.51,2521.06,6.890393519,18.18484954
1.47,271435.51,2521.06,6.890393519,18.18484954
1.24,271435.51,2521.06,6.890393519,18.18484954
1.22,271435.51,2521.06,6.890393519,18.18484954
1.29,271435.51,2521.06,6.890393519,18.18484954
1.27,271435.51,2521.06,6.890393519,18.18484954
1.35,271435.51,2521.06,6.890393519,18.18484954
1.35,271435.51,2521.06,6.890393519,18.18484954
1.4,271435.51,2521.06,6.890393519,18.18484954
1.27,271435.51,2521.06,6.890393519,18.18484954
1.98,120668.5,1674.51,6.559923664,16.77180662
2.01,120668.5,1674.51,6.559923664,16.77180662
2.62,120668.5,1674.51,6.559923664,16.77180662
2.73,120668.5,1674.51,6.559923664,16.77180662
2.26,120668.5,1674.51,6.559923664,16.77180662
2.47,120668.5,1674.51,6.559923664,16.77180662
1.25,130584.37,1840.67,7.133056872,17.32080569
1.12,130584.37,1840.67,7.133056872,17.32080569
1.29,130584.37,1840.67,7.133056872,17.32080569
1.36,130584.37,1840.67,7.133056872,17.32080569
1.16,130584.37,1840.67,7.133056872,17.32080569
1.1,130584.37,1840.67,7.133056872,17.32080569
1.49,143581.62,1933.6,7.965714286,18.24795604
1.3,143581.62,1933.6,7.965714286,18.24795604
1.42,143581.62,1933.6,7.965714286,18.24795604
1.53,143581.62,1933.6,7.965714286,18.24795604
1.37,143581.62,1933.6,7.965714286,18.24795604
1.29,143581.62,1933.6,7.965714286,18.24795604
0.7,157547.41,2013.38,8.579391481,18.96014199
0.55,157547.41,2013.38,8.579391481,18.96014199
0.64,157547.41,2013.38,8.579391481,18.96014199
0.71,157547.41,2013.38,8.579391481,18.96014199
0.73,157547.41,2013.38,8.579391481,18.96014199
0.59,157547.41,2013.38,8.579391481,18.96014199
2.88,235055.43,3272.48,5.715183246,16.21633508
2.87,235055.43,3272.48,5.715183246,16.21633508
2.78,235055.43,3272.48,5.715183246,16.21633508
2.47,235055.43,3272.48,5.715183246,16.21633508
2.36,235055.43,3272.48,5.715183246,16.21633508
2.43,235055.43,3272.48,5.715183246,16.21633508
2.54,235055.43,3272.48,5.715183246,16.21633508
2.83,235055.43,3272.48,5.715183246,16.21633508
2.5,235055.43,3272.48,5.715183246,16.21633508
2.55,235055.43,3272.48,5.715183246,16.21633508
1.43,244971.3,3438.64,6.051071879,16.52880202
1.35,244971.3,3438.64,6.051071879,16.52880202
1.33,244971.3,3438.64,6.051071879,16.52880202
1.2,244971.3,3438.64,6.051071879,16.52880202
1.21,244971.3,3438.64,6.051071879,16.52880202
1.27,244971.3,3438.64,6.051071879,16.52880202
1.35,244971.3,3438.64,6.051071879,16.52880202
1.32,244971.3,3438.64,6.051071879,16.52880202
1.46,244971.3,3438.64,6.051071879,16.52880202
1.26,244971.3,3438.64,6.051071879,16.52880202
1.99,257968.55,3531.57,6.552966102,17.07116223
1.79,257968.55,3531.57,6.552966102,17.07116223
1.78,257968.55,3531.57,6.552966102,17.07116223
1.62,257968.55,3531.57,6.552966102,17.07116223
1.78,257968.55,3531.57,6.552966102,17.07116223
1.8,257968.55,3531.57,6.552966102,17.07116223
1.87,257968.55,3531.57,6.552966102,17.07116223
1.84,257968.55,3531.57,6.552966102,17.07116223
1.98,257968.55,3531.57,6.552966102,17.07116223
1.72,257968.55,3531.57,6.552966102,17.07116223
1.17,271934.34,3611.35,6.965266204,17.52929398
1.16,271934.34,3611.35,6.965266204,17.52929398
1.04,271934.34,3611.35,6.965266204,17.52929398
0.86,271934.34,3611.35,6.965266204,17.52929398
1.03,271934.34,3611.35,6.965266204,17.52929398
0.99,271934.34,3611.35,6.965266204,17.52929398
0.98,271934.34,3611.35,6.965266204,17.52929398
1.13,271934.34,3611.35,6.965266204,17.52929398
1.16,271934.34,3611.35,6.965266204,17.52929398
0.99,271934.34,3611.35,6.965266204,17.52929398
2,244241.54,2239.92,5.165557012,16.24311927
1.84,244241.54,2239.92,5.165557012,16.24311927
1.85,244241.54,2239.92,5.165557012,16.24311927
1.84,244241.54,2239.92,5.165557012,16.24311927
1.95,244241.54,2239.92,5.165557012,16.24311927
1.95,244241.54,2239.92,5.165557012,16.24311927
1.88,244241.54,2239.92,5.165557012,16.24311927
1.84,244241.54,2239.92,5.165557012,16.24311927
1.74,244241.54,2239.92,5.165557012,16.24311927
1.85,244241.54,2239.92,5.165557012,16.24311927
1.93,255616.65,2365.86,5.618764187,16.68960908
1.8,255616.65,2365.86,5.618764187,16.68960908
1.81,255616.65,2365.86,5.618764187,16.68960908
1.75,255616.65,2365.86,5.618764187,16.68960908
1.76,255616.65,2365.86,5.618764187,16.68960908
1.72,255616.65,2365.86,5.618764187,16.68960908
1.71,255616.65,2365.86,5.618764187,16.68960908
1.69,255616.65,2365.86,5.618764187,16.68960908
1.68,255616.65,2365.86,5.618764187,16.68960908
1.19,255616.65,2365.86,5.618764187,16.68960908
1.77,269016.87,2574.02,6.122321644,17.21613059
1.66,269016.87,2574.02,6.122321644,17.21613059
1.63,269016.87,2574.02,6.122321644,17.21613059
1.44,269016.87,2574.02,6.122321644,17.21613059
1.53,269016.87,2574.02,6.122321644,17.21613059
1.67,269016.87,2574.02,6.122321644,17.21613059
1.58,269016.87,2574.02,6.122321644,17.21613059
1.58,269016.87,2574.02,6.122321644,17.21613059
1.56,269016.87,2574.02,6.122321644,17.21613059
1.26,269016.87,2574.02,6.122321644,17.21613059
1.09,285825.46,2634.73,6.606260069,17.79072497
1.03,285825.46,2634.73,6.606260069,17.79072497
1,285825.46,2634.73,6.606260069,17.79072497
0.94,285825.46,2634.73,6.606260069,17.79072497
0.97,285825.46,2634.73,6.606260069,17.79072497
0.99,285825.46,2634.73,6.606260069,17.79072497
1.16,285825.46,2634.73,6.606260069,17.79072497
0.84,285825.46,2634.73,6.606260069,17.79072497
0.94,285825.46,2634.73,6.606260069,17.79072497
0.66,285825.46,2634.73,6.606260069,17.79072497
1.68,361996.1,3569.09,5.291709251,16.34720705
1.37,361996.1,3569.09,5.291709251,16.34720705
1.46,361996.1,3569.09,5.291709251,16.34720705
1.36,361996.1,3569.09,5.291709251,16.34720705
1.31,361996.1,3569.09,5.291709251,16.34720705
1.3,361996.1,3569.09,5.291709251,16.34720705
1.05,361996.1,3569.09,5.291709251,16.34720705
1.41,361996.1,3569.09,5.291709251,16.34720705
1.42,361996.1,3569.09,5.291709251,16.34720705
1.36,361996.1,3569.09,5.291709251,16.34720705
1.16,372266.78,3715.69,5.548177128,16.59960447
1.05,372266.78,3715.69,5.548177128,16.59960447
1.02,372266.78,3715.69,5.548177128,16.59960447
1.03,372266.78,3715.69,5.548177128,16.59960447
1.08,372266.78,3715.69,5.548177128,16.59960447
1.02,372266.78,3715.69,5.548177128,16.59960447
1.06,372266.78,3715.69,5.548177128,16.59960447
0.83,372266.78,3715.69,5.548177128,16.59960447
1.13,372266.78,3715.69,5.548177128,16.59960447
