,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Class,Avg Yield,STD,Num STDs,,
215,South Dakota,Watertown,5/22/1996,Ciba 2444,7/14/1999,195,1.92,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.598526721,,
216,South Dakota,Watertown,5/22/1996,ICI 631,7/14/1999,195,1.9,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.5711176,,
217,South Dakota,Watertown,5/22/1996,HayGrazer,7/14/1999,195,1.89,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.55741304,,
218,South Dakota,Watertown,5/22/1996,WL 324,7/14/1999,195,1.96,1147,43,353400.81,2096.85,,1.373266551,12.48047038,2,1.483264563,0.729684108,0.653344963,,
219,South Dakota,Watertown,5/22/1996,Pioneer Brand 5454,7/14/1999,195,1.92,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.598526721,,
220,South Dakota,Watertown,5/22/1996,Pioneer Brand 5312,7/14/1999,195,1.9,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.5711176,,
221,South Dakota,Watertown,5/22/1996,Columbia 2000,7/14/1999,195,1.86,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.516299358,,
222,South Dakota,Watertown,5/22/1996,BigHorn,7/14/1999,195,1.87,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.530003919,,
223,South Dakota,Watertown,5/22/1996,DK 122,7/14/1999,195,1.82,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.461481116,,
224,South Dakota,Watertown,5/22/1996,Riley,7/14/1999,195,1.91,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.584822161,,
225,South Dakota,Watertown,5/22/1996,A-395,7/14/1999,195,1.87,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.530003919,,
226,South Dakota,Watertown,5/22/1996,ICI 620,7/14/1999,195,1.82,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.461481116,,
227,South Dakota,Watertown,5/22/1996,TMF Multiplier II,7/14/1999,195,1.74,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.351844633,,
228,South Dakota,Watertown,5/22/1996,Rainier,7/14/1999,195,1.76,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.379253754,,
229,South Dakota,Watertown,5/22/1996,WL 252HQ,7/14/1999,195,1.83,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.475185677,,
230,South Dakota,Watertown,5/22/1996,Saranac AR,7/14/1999,195,1.65,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.228503588,,
231,South Dakota,Watertown,5/22/1996,Vernal,7/14/1999,195,1.79,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.420367435,,
232,South Dakota,Watertown,5/22/1996,Baker,7/14/1999,195,1.72,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.324435512,,
233,South Dakota,Watertown,5/22/1996,Defiant,7/14/1999,195,1.81,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.447776556,,
234,South Dakota,Watertown,5/22/1996,LegenDairy 2.0,7/14/1999,195,1.75,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.365549193,,
235,South Dakota,Watertown,5/22/1996,ABT 205,7/14/1999,195,1.75,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.365549193,,
236,South Dakota,Watertown,5/22/1996,Travois,7/14/1999,195,1.44,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,-0.059292182,,
237,South Dakota,Watertown,5/22/1996,SDFB,7/14/1999,195,1.65,1147,43,353400.81,2096.85,,1.373266551,12.48047038,1,1.483264563,0.729684108,0.228503588,,
238,South Dakota,Watertown,5/22/1996,Bounty,8/16/1999,228,0.83,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.895270372,0.768571429,0
239,South Dakota,Watertown,5/22/1996,Alfastar,8/16/1999,228,0.82,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.908974933,,
240,South Dakota,Watertown,5/22/1996,WL 325HQ,8/16/1999,228,0.8,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.936384054,,
241,South Dakota,Watertown,5/22/1996,Viking I,8/16/1999,228,0.81,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.922679493,,
242,South Dakota,Watertown,5/22/1996,DK 127,8/16/1999,228,0.96,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.717111086,,
243,South Dakota,Watertown,5/22/1996,Ciba 2444,8/16/1999,228,0.84,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.881565812,,
244,South Dakota,Watertown,5/22/1996,ICI 631,8/16/1999,228,0.82,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.908974933,,
245,South Dakota,Watertown,5/22/1996,HayGrazer,8/16/1999,228,0.8,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.936384054,,
246,South Dakota,Watertown,5/22/1996,WL 324,8/16/1999,228,0.84,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.881565812,,
247,South Dakota,Watertown,5/22/1996,Pioneer Brand 5454,8/16/1999,228,0.81,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.922679493,,
248,South Dakota,Watertown,5/22/1996,Pioneer Brand 5312,8/16/1999,228,0.86,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.854156691,,
249,South Dakota,Watertown,5/22/1996,Columbia 2000,8/16/1999,228,0.82,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.908974933,,
250,South Dakota,Watertown,5/22/1996,BigHorn,8/16/1999,228,0.76,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.991202296,,
251,South Dakota,Watertown,5/22/1996,DK 122,8/16/1999,228,0.78,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.963793175,,
252,South Dakota,Watertown,5/22/1996,Riley,8/16/1999,228,0.79,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.950088614,,
253,South Dakota,Watertown,5/22/1996,A-395,8/16/1999,228,0.67,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.11454334,,
254,South Dakota,Watertown,5/22/1996,ICI 620,8/16/1999,228,0.72,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.046020538,,
255,South Dakota,Watertown,5/22/1996,TMF Multiplier II,8/16/1999,228,0.79,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.950088614,,
256,South Dakota,Watertown,5/22/1996,Rainier,8/16/1999,228,0.84,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.881565812,,
257,South Dakota,Watertown,5/22/1996,WL 252HQ,8/16/1999,228,0.72,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.046020538,,
258,South Dakota,Watertown,5/22/1996,Saranac AR,8/16/1999,228,0.71,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.059725098,,
259,South Dakota,Watertown,5/22/1996,Vernal,8/16/1999,228,0.7,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.073429659,,
260,South Dakota,Watertown,5/22/1996,Baker,8/16/1999,228,0.69,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.087134219,,
261,South Dakota,Watertown,5/22/1996,Defiant,8/16/1999,228,0.69,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.087134219,,
262,South Dakota,Watertown,5/22/1996,LegenDairy 2.0,8/16/1999,228,0.74,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.018611417,,
263,South Dakota,Watertown,5/22/1996,ABT 205,8/16/1999,228,0.63,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.169361582,,
264,South Dakota,Watertown,5/22/1996,Travois,8/16/1999,228,0.5,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-1.347520869,,
265,South Dakota,Watertown,5/22/1996,SDFB,8/16/1999,228,0.78,1180,33,366100.83,2151.68,,1.780211685,12.92289585,0,1.483264563,0.729684108,-0.963793175,,
422,South Dakota,Watertown,4/23/1999,Ciba 2888,5/24/2000,145,1.39,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.127814985,1.258709677,1
423,South Dakota,Watertown,4/23/1999,Pioneer Brand 5312,5/24/2000,145,1.4,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.114110424,,
424,South Dakota,Watertown,4/23/1999,WL 325HQ,5/24/2000,145,1.37,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.155224106,,
425,South Dakota,Watertown,4/23/1999,Ciba 2444,5/24/2000,145,1.34,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.196337787,,
426,South Dakota,Watertown,4/23/1999,Depend +Ev,5/24/2000,145,1.34,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.196337787,,
427,South Dakota,Watertown,4/23/1999,Excalibur II,5/24/2000,145,1.29,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.26486059,,
428,South Dakota,Watertown,4/23/1999,Rhino,5/24/2000,145,1.31,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.237451469,,
429,South Dakota,Watertown,4/23/1999,Amerigraze 401+Z,5/24/2000,145,1.4,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.114110424,,
430,South Dakota,Watertown,4/23/1999,Asset,5/24/2000,145,1.32,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.223746908,,
431,South Dakota,Watertown,4/23/1999,TMF Multiplier II,5/24/2000,145,1.31,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.237451469,,
432,South Dakota,Watertown,4/23/1999,DK140,5/24/2000,145,1.22,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.360792513,,
433,South Dakota,Watertown,4/23/1999,Avalanche +Z,5/24/2000,145,1.26,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.305974271,,
434,South Dakota,Watertown,4/23/1999,Garst 631,5/24/2000,145,1.23,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.347087953,,
435,South Dakota,Watertown,4/23/1999,Pioneer Brand 5454,5/24/2000,145,1.3,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.251156029,,
436,South Dakota,Watertown,4/23/1999,Pioneer Brand 5347LH,5/24/2000,145,1.23,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.347087953,,
437,South Dakota,Watertown,4/23/1999,Garst 620,5/24/2000,145,1.29,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.26486059,,
438,South Dakota,Watertown,4/23/1999,WL 324,5/24/2000,145,1.33,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.210042348,,
439,South Dakota,Watertown,4/23/1999,Rainier,5/24/2000,145,1.22,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.360792513,,
440,South Dakota,Watertown,4/23/1999,Spartan,5/24/2000,145,1.24,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.333383392,,
441,South Dakota,Watertown,4/23/1999,DK142,5/24/2000,145,1.24,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.333383392,,
442,South Dakota,Watertown,4/23/1999,DK127,5/24/2000,145,1.12,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.497838118,,
443,South Dakota,Watertown,4/23/1999,Spur,5/24/2000,145,1.08,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.55265636,,
444,South Dakota,Watertown,4/23/1999,Complete,5/24/2000,145,1.29,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.26486059,,
445,South Dakota,Watertown,4/23/1999,Innovator +Z,5/24/2000,145,1.24,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.333383392,,
446,South Dakota,Watertown,4/23/1999,Ace,5/24/2000,145,1.12,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.497838118,,
447,South Dakota,Watertown,4/23/1999,Vernal,5/24/2000,145,1.06,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.580065481,,
448,South Dakota,Watertown,4/23/1999,CW 5305,5/24/2000,145,1.31,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.237451469,,
449,South Dakota,Watertown,4/23/1999,CW 5347,5/24/2000,145,1.21,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.374497074,,
450,South Dakota,Watertown,4/23/1999,CW 5321,5/24/2000,145,1.2,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.388201634,,
451,South Dakota,Watertown,4/23/1999,CW 2227,5/24/2000,145,1.33,397,0,125739.42,613.89,,2.151532663,14.82198492,1,1.483264563,0.729684108,-0.210042348,,
452,South Dakota,Watertown,4/23/1999,CW 5236,5/24/2000,145,1.03,397,0,125739.42,613.89,,2.151532663,14.82198492,0,1.483264563,0.729684108,-0.621179162,,
453,South Dakota,Watertown,4/23/1999,Ciba 2888,7/1/2000,183,1.2,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.388201634,1.141290323,1
454,South Dakota,Watertown,4/23/1999,Pioneer Brand 5312,7/1/2000,183,1.15,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.456724437,,
455,South Dakota,Watertown,4/23/1999,WL 325HQ,7/1/2000,183,1.24,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.333383392,,
456,South Dakota,Watertown,4/23/1999,Ciba 2444,7/1/2000,183,1.22,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.360792513,,
457,South Dakota,Watertown,4/23/1999,Depend +Ev,7/1/2000,183,1.17,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.429315316,,
458,South Dakota,Watertown,4/23/1999,Excalibur II,7/1/2000,183,1.19,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.401906195,,
459,South Dakota,Watertown,4/23/1999,Rhino,7/1/2000,183,1.18,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.415610755,,
460,South Dakota,Watertown,4/23/1999,Amerigraze 401+Z,7/1/2000,183,1.14,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.470428997,,
461,South Dakota,Watertown,4/23/1999,Asset,7/1/2000,183,1.14,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.470428997,,
462,South Dakota,Watertown,4/23/1999,TMF Multiplier II,7/1/2000,183,1.16,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.443019876,,
463,South Dakota,Watertown,4/23/1999,DK140,7/1/2000,183,1.18,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.415610755,,
464,South Dakota,Watertown,4/23/1999,Avalanche +Z,7/1/2000,183,1.13,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.484133557,,
465,South Dakota,Watertown,4/23/1999,Garst 631,7/1/2000,183,1.12,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.497838118,,
466,South Dakota,Watertown,4/23/1999,Pioneer Brand 5454,7/1/2000,183,1.12,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.497838118,,
467,South Dakota,Watertown,4/23/1999,Pioneer Brand 5347LH,7/1/2000,183,1.09,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.538951799,,
468,South Dakota,Watertown,4/23/1999,Garst 620,7/1/2000,183,1.16,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.443019876,,
469,South Dakota,Watertown,4/23/1999,WL 324,7/1/2000,183,1.14,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.470428997,,
470,South Dakota,Watertown,4/23/1999,Rainier,7/1/2000,183,1.15,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.456724437,,
471,South Dakota,Watertown,4/23/1999,Spartan,7/1/2000,183,1.11,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.511542678,,
472,South Dakota,Watertown,4/23/1999,DK142,7/1/2000,183,1.23,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.347087953,,
473,South Dakota,Watertown,4/23/1999,DK127,7/1/2000,183,1.13,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.484133557,,
474,South Dakota,Watertown,4/23/1999,Spur,7/1/2000,183,1.12,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.497838118,,
475,South Dakota,Watertown,4/23/1999,Complete,7/1/2000,183,1.03,435,38,140522.38,705.84,,2.961513761,15.59614679,0,1.483264563,0.729684108,-0.621179162,,
476,South Dakota,Watertown,4/23/1999,Innovator +Z,7/1/2000,183,1.07,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.56636092,,
477,South Dakota,Watertown,4/23/1999,Ace,7/1/2000,183,1.08,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.55265636,,
478,South Dakota,Watertown,4/23/1999,Vernal,7/1/2000,183,1,435,38,140522.38,705.84,,2.961513761,15.59614679,0,1.483264563,0.729684108,-0.662292844,,
479,South Dakota,Watertown,4/23/1999,CW 5305,7/1/2000,183,1.19,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.401906195,,
480,South Dakota,Watertown,4/23/1999,CW 5347,7/1/2000,183,1.23,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.347087953,,
481,South Dakota,Watertown,4/23/1999,CW 5321,7/1/2000,183,1.13,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.484133557,,
482,South Dakota,Watertown,4/23/1999,CW 2227,7/1/2000,183,1.11,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.511542678,,
483,South Dakota,Watertown,4/23/1999,CW 5236,7/1/2000,183,1.07,435,38,140522.38,705.84,,2.961513761,15.59614679,1,1.483264563,0.729684108,-0.56636092,,
484,South Dakota,Watertown,4/23/1999,Ciba 2888,7/28/2000,210,1.55,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.091457983,1.479032258,1
485,South Dakota,Watertown,4/23/1999,Pioneer Brand 5312,7/28/2000,210,1.55,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.091457983,,
486,South Dakota,Watertown,4/23/1999,WL 325HQ,7/28/2000,210,1.48,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.00447394,,
487,South Dakota,Watertown,4/23/1999,Ciba 2444,7/28/2000,210,1.44,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.059292182,,
488,South Dakota,Watertown,4/23/1999,Depend +Ev,7/28/2000,210,1.58,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.132571665,,
489,South Dakota,Watertown,4/23/1999,Excalibur II,7/28/2000,210,1.5,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.022935181,,
490,South Dakota,Watertown,4/23/1999,Rhino,7/28/2000,210,1.54,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.077753423,,
