,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
257,South Dakota,Watertown,5/22/1996,WL 252HQ,8/16/1999,0.72,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.248039741,0.768571429,1.447891584,1.44
258,South Dakota,Watertown,5/22/1996,Saranac AR,8/16/1999,0.71,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.232634403,0.768571429,1.447891584,1.433333333
259,South Dakota,Watertown,5/22/1996,Vernal,8/16/1999,0.7,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
260,South Dakota,Watertown,5/22/1996,Baker,8/16/1999,0.69,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
261,South Dakota,Watertown,5/22/1996,Defiant,8/16/1999,0.69,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
262,South Dakota,Watertown,5/22/1996,LegenDairy 2.0,8/16/1999,0.74,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.18641839,0.768571429,1.447891584,1.413333333
263,South Dakota,Watertown,5/22/1996,ABT 205,8/16/1999,0.63,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.140202376,0.768571429,1.447891584,1.393333333
265,South Dakota,Watertown,5/22/1996,SDFB,8/16/1999,0.78,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.124797039,0.768571429,1.447891584,1.386666667
253,South Dakota,Watertown,5/22/1996,A-395,8/16/1999,0.67,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.39439045,0.768571429,1.447891584,1.503333333
254,South Dakota,Watertown,5/22/1996,ICI 620,8/16/1999,0.72,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.386687781,0.768571429,1.447891584,1.5
255,South Dakota,Watertown,5/22/1996,TMF Multiplier II,8/16/1999,0.79,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.32506643,0.768571429,1.447891584,1.473333333
250,South Dakota,Watertown,5/22/1996,BigHorn,8/16/1999,0.76,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.448309132,0.768571429,1.447891584,1.526666667
251,South Dakota,Watertown,5/22/1996,DK 122,8/16/1999,0.78,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.409795788,0.768571429,1.447891584,1.51
252,South Dakota,Watertown,5/22/1996,Riley,8/16/1999,0.79,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.417498457,0.768571429,1.447891584,1.513333333
245,South Dakota,Watertown,5/22/1996,HayGrazer,8/16/1999,0.8,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.594659841,0.768571429,1.447891584,1.59
246,South Dakota,Watertown,5/22/1996,WL 324,8/16/1999,0.84,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.594659841,0.768571429,1.447891584,1.59
247,South Dakota,Watertown,5/22/1996,Pioneer Brand 5454,8/16/1999,0.81,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.571551835,0.768571429,1.447891584,1.58
248,South Dakota,Watertown,5/22/1996,Pioneer Brand 5312,8/16/1999,0.86,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.517633152,0.768571429,1.447891584,1.556666667
249,South Dakota,Watertown,5/22/1996,Columbia 2000,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.509930484,0.768571429,1.447891584,1.553333333
238,South Dakota,Watertown,5/22/1996,Bounty,8/16/1999,0.83,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.895063928,0.768571429,1.447891584,1.72
239,South Dakota,Watertown,5/22/1996,Alfastar,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.879658591,0.768571429,1.447891584,1.713333333
240,South Dakota,Watertown,5/22/1996,WL 325HQ,8/16/1999,0.8,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.764118557,0.768571429,1.447891584,1.663333333
241,South Dakota,Watertown,5/22/1996,Viking I,8/16/1999,0.81,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.74101055,0.768571429,1.447891584,1.653333333
242,South Dakota,Watertown,5/22/1996,DK 127,8/16/1999,0.96,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.710199875,0.768571429,1.447891584,1.64
243,South Dakota,Watertown,5/22/1996,Ciba 2444,8/16/1999,0.84,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.648578524,0.768571429,1.447891584,1.613333333
244,South Dakota,Watertown,5/22/1996,ICI 631,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.60236251,0.768571429,1.447891584,1.593333333
119,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.53,285497.24,1966.28,4.743483146,16.88673034,0,0.899910256,0.432750437,0.724258256,0.705806452,1.447891584,1.213333333
124,South Dakota,Beresford,4/25/1997,CW 5236,10/1/1999,0.5,285497.24,1966.28,4.743483146,16.88673034,0,0.899910256,0.432750437,0.778176938,0.705806452,1.447891584,1.236666667
115,South Dakota,Beresford,4/25/1997,DK 142,10/1/1999,0.65,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.986148998,0.705806452,1.447891584,1.326666667
118,South Dakota,Beresford,4/25/1997,Ace,10/1/1999,0.7,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.893716972,0.705806452,1.447891584,1.286666667
121,South Dakota,Beresford,4/25/1997,CW 5347,10/1/1999,0.61,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.963040992,0.705806452,1.447891584,1.316666667
122,South Dakota,Beresford,4/25/1997,CW 5321,10/1/1999,0.59,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.947635654,0.705806452,1.447891584,1.31
123,South Dakota,Beresford,4/25/1997,CW 2227,10/1/1999,0.58,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.832095621,0.705806452,1.447891584,1.26
97,South Dakota,Beresford,4/25/1997,ICI 631,10/1/1999,0.77,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.248039741,0.705806452,1.447891584,1.44
98,South Dakota,Beresford,4/25/1997,Avalanche +Z,10/1/1999,0.78,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.294255754,0.705806452,1.447891584,1.46
99,South Dakota,Beresford,4/25/1997,Depend +Ev,10/1/1999,0.84,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.278850417,0.705806452,1.447891584,1.453333333
102,South Dakota,Beresford,4/25/1997,DK 140,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.155607714,0.705806452,1.447891584,1.4
103,South Dakota,Beresford,4/25/1997,Asset,10/1/1999,0.79,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.224931734,0.705806452,1.447891584,1.43
104,South Dakota,Beresford,4/25/1997,Pioneer Brand 5312,10/1/1999,0.71,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.124797039,0.705806452,1.447891584,1.386666667
105,South Dakota,Beresford,4/25/1997,Excalibur II,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.147905045,0.705806452,1.447891584,1.396666667
106,South Dakota,Beresford,4/25/1997,Ciba 2888,10/1/1999,0.72,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.109391701,0.705806452,1.447891584,1.38
107,South Dakota,Beresford,4/25/1997,DK 127,10/1/1999,0.64,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.132499708,0.705806452,1.447891584,1.39
108,South Dakota,Beresford,4/25/1997,WL 324,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.140202376,0.705806452,1.447891584,1.393333333
109,South Dakota,Beresford,4/25/1997,Rhino,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
110,South Dakota,Beresford,4/25/1997,5347LH,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
111,South Dakota,Beresford,4/25/1997,Innovator +Z,10/1/1999,0.62,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.063175687,0.705806452,1.447891584,1.36
112,South Dakota,Beresford,4/25/1997,Spartan,10/1/1999,0.68,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.04777035,0.705806452,1.447891584,1.353333333
113,South Dakota,Beresford,4/25/1997,ICI 620,10/1/1999,0.66,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
114,South Dakota,Beresford,4/25/1997,Complete,10/1/1999,0.7,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
116,South Dakota,Beresford,4/25/1997,Rainier,10/1/1999,0.66,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.016959674,0.705806452,1.447891584,1.34
117,South Dakota,Beresford,4/25/1997,Spur,10/1/1999,0.73,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.009257005,0.705806452,1.447891584,1.336666667
120,South Dakota,Beresford,4/25/1997,CW 5305,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.25574241,0.705806452,1.447891584,1.443333333
96,South Dakota,Beresford,4/25/1997,Amerigraze 401+Z,10/1/1999,0.82,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.309661092,0.705806452,1.447891584,1.466666667
101,South Dakota,Beresford,4/25/1997,WL 325HQ,10/1/1999,0.83,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.301958423,0.705806452,1.447891584,1.463333333
100,South Dakota,Beresford,4/25/1997,TMF Multiplier II,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.425201126,0.705806452,1.447891584,1.516666667
94,South Dakota,Beresford,4/25/1997,Ciba 2444,10/1/1999,0.78,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.58888284,0.705806452,1.447891584,1.5875
95,South Dakota,Beresford,4/25/1997,Pioneer Brand 5454,10/1/1999,0.72,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.525335821,0.705806452,1.447891584,1.56
756,South Dakota,Highmore,5/5/1998,DK140,7/12/2001,0.83,370757.16,1876.98,1.986993127,15.33130584,0,0.899910256,0.432750437,0.774325604,,1.468765052,1.235
758,South Dakota,Highmore,5/5/1998,Frontier 2000,7/12/2001,1.02,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,0.947635654,,1.468765052,1.31
761,South Dakota,Highmore,5/5/1998,CW72008,7/12/2001,1.04,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,0.947635654,,1.468765052,1.31
762,South Dakota,Highmore,5/5/1998,CW5236,7/12/2001,0.99,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,0.947635654,,1.468765052,1.31
748,South Dakota,Highmore,5/5/1998,Pioneer Brand 53Q60,7/12/2001,1.13,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.259593744,,1.468765052,1.445
752,South Dakota,Highmore,5/5/1998,Garst 620,7/12/2001,1.14,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.224931734,,1.468765052,1.43
754,South Dakota,Highmore,5/5/1998,Husky Supreme,7/12/2001,1,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.109391701,,1.468765052,1.38
755,South Dakota,Highmore,5/5/1998,TMF 421,7/12/2001,0.99,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.132499708,,1.468765052,1.39
757,South Dakota,Highmore,5/5/1998,TMF Multiplier II,7/12/2001,0.91,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.144053711,,1.468765052,1.395
749,South Dakota,Highmore,5/5/1998,WL 325HQ,7/12/2001,1.27,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.328917764,,1.468765052,1.475
751,South Dakota,Highmore,5/5/1998,Vernal,7/12/2001,1.05,370757.16,1876.98,1.986993127,15.33130584,1,0.899910256,0.432750437,1.352025771,,1.468765052,1.485
746,South Dakota,Highmore,5/5/1998,MagnumV,7/12/2001,1.15,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.421349791,,1.468765052,1.515
750,South Dakota,Highmore,5/5/1998,Goldrush 747,7/12/2001,1.13,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.432903795,,1.468765052,1.52
745,South Dakota,Highmore,5/5/1998,WL 324,7/12/2001,1.37,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.548443828,1.113888889,1.468765052,1.57
753,South Dakota,Highmore,5/5/1998,Pioneer Brand 53V63,7/12/2001,1.1,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.502227815,,1.468765052,1.55
759,South Dakota,Highmore,5/5/1998,CW72005,7/12/2001,1.29,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.502227815,,1.468765052,1.55
760,South Dakota,Highmore,5/5/1998,CW5321,7/12/2001,1.28,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.502227815,,1.468765052,1.55
747,South Dakota,Highmore,5/5/1998,WL 232HQ,7/12/2001,1.36,370757.16,1876.98,1.986993127,15.33130584,2,0.899910256,0.432750437,1.698645871,,1.468765052,1.635
824,South Dakota,Watertown,4/3/1999,Spirit,8/6/2001,0.92,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,0.955338323,,1.468765052,1.313333333
832,South Dakota,Watertown,4/3/1999,FQ 314,8/6/2001,0.9,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,0.963040992,,1.468765052,1.316666667
834,South Dakota,Watertown,4/3/1999,Excalibur II,8/6/2001,0.86,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,0.986148998,,1.468765052,1.326666667
838,South Dakota,Watertown,4/3/1999,WinterKing,8/6/2001,0.8,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,0.955338323,,1.468765052,1.313333333
839,South Dakota,Watertown,4/3/1999,DK140,8/6/2001,0.89,272117.2,1539.15,2.00963785,14.09200935,0,0.899910256,0.432750437,0.916824978,,1.468765052,1.296666667
840,South Dakota,Watertown,4/3/1999,Legend Gold,8/6/2001,0.86,272117.2,1539.15,2.00963785,14.09200935,0,0.899910256,0.432750437,0.878311634,,1.468765052,1.28
841,South Dakota,Watertown,4/3/1999,Vernal,8/6/2001,0.9,272117.2,1539.15,2.00963785,14.09200935,0,0.899910256,0.432750437,0.916824978,,1.468765052,1.296666667
842,South Dakota,Watertown,4/3/1999,Award,8/6/2001,0.83,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,0.832095621,,1.468765052,1.26
817,South Dakota,Watertown,4/3/1999,ABT 350,8/6/2001,0.92,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.201823728,0.917307692,1.468765052,1.42
818,South Dakota,Watertown,4/3/1999,Rebound 4.2,8/6/2001,1,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.286553085,,1.468765052,1.456666667
819,South Dakota,Watertown,4/3/1999,645-11,8/6/2001,0.97,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.178715721,,1.468765052,1.41
821,South Dakota,Watertown,4/3/1999,Garst 620,8/6/2001,0.9,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.140202376,,1.468765052,1.393333333
822,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,8/6/2001,0.96,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.178715721,,1.468765052,1.41
823,South Dakota,Watertown,4/3/1999,AlfaStar,8/6/2001,0.96,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.063175687,,1.468765052,1.36
825,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,8/6/2001,0.94,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.209526396,,1.468765052,1.423333333
826,South Dakota,Watertown,4/3/1999,Garst 6410,8/6/2001,0.98,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.086283694,,1.468765052,1.37
827,South Dakota,Watertown,4/3/1999,WinterStar,8/6/2001,0.93,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.070878356,,1.468765052,1.363333333
828,South Dakota,Watertown,4/3/1999,Abound,8/6/2001,0.93,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.086283694,,1.468765052,1.37
829,South Dakota,Watertown,4/3/1999,Macon,8/6/2001,0.98,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.224931734,,1.468765052,1.43
830,South Dakota,Watertown,4/3/1999,GH 766,8/6/2001,0.89,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.078581025,,1.468765052,1.366666667
831,South Dakota,Watertown,4/3/1999,WL232 HQ,8/6/2001,0.96,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.101689032,,1.468765052,1.376666667
833,South Dakota,Watertown,4/3/1999,FQ 315,8/6/2001,0.97,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.055473019,,1.468765052,1.356666667
835,South Dakota,Watertown,4/3/1999,Sprint,8/6/2001,0.89,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.016959674,,1.468765052,1.34
836,South Dakota,Watertown,4/3/1999,A-395,8/6/2001,0.88,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.001554336,,1.468765052,1.333333333
837,South Dakota,Watertown,4/3/1999,DK124,8/6/2001,0.87,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.009257005,,1.468765052,1.336666667
843,South Dakota,Watertown,4/3/1999,TMF 421,8/6/2001,0.87,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.016959674,,1.468765052,1.34
820,South Dakota,Watertown,4/3/1999,Garst 6420,8/6/2001,1.01,272117.2,1539.15,2.00963785,14.09200935,2,0.899910256,0.432750437,1.402093119,,1.468765052,1.506666667
715,South Dakota,Beresford,4/28/2000,Maverick,9/25/2001,0.81,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.219154733,,1.468765052,1.4275
716,South Dakota,Beresford,4/28/2000,Legend Gold,9/25/2001,0.71,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.265370746,,1.468765052,1.4475
725,South Dakota,Beresford,4/28/2000,ZG 9840,9/25/2001,0.6,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.167161718,,1.468765052,1.405
726,South Dakota,Beresford,4/28/2000,CW 75044,9/25/2001,0.85,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.155607714,,1.468765052,1.4
714,South Dakota,Beresford,4/28/2000,Vernal,9/25/2001,0.7,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.340471768,,1.468765052,1.48
722,South Dakota,Beresford,4/28/2000,CW 64026,9/25/2001,0.84,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.380910779,,1.468765052,1.4975
724,South Dakota,Beresford,4/28/2000,CW 64004,9/25/2001,0.81,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.369356776,,1.468765052,1.4925
710,South Dakota,Beresford,4/28/2000,Garst 6410,9/25/2001,0.83,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.461788803,,1.468765052,1.5325
711,South Dakota,Beresford,4/28/2000,Multiplier 3,9/25/2001,0.96,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.496450813,,1.468765052,1.5475
712,South Dakota,Beresford,4/28/2000,Pioneer Brand 53H81,9/25/2001,0.89,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.421349791,,1.468765052,1.515
713,South Dakota,Beresford,4/28/2000,Pioneer Brand 53V08,9/25/2001,0.77,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.438680796,,1.468765052,1.5225
723,South Dakota,Beresford,4/28/2000,CW 73029,9/25/2001,0.84,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.456011801,,1.468765052,1.53
707,South Dakota,Beresford,4/28/2000,Shaw,9/25/2001,1.03,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.58888284,,1.468765052,1.5875
708,South Dakota,Beresford,4/28/2000,645-II,9/25/2001,0.89,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.51955882,,1.468765052,1.5575
709,South Dakota,Beresford,4/28/2000,Frontier 2000,9/25/2001,1.1,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.583105838,,1.468765052,1.585
720,South Dakota,Beresford,4/28/2000,CW 64049,9/25/2001,0.94,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.508004816,,1.468765052,1.5525
721,South Dakota,Beresford,4/28/2000,CW 74040,9/25/2001,0.95,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.542666826,,1.468765052,1.5675
702,South Dakota,Beresford,4/28/2000,Excel,9/25/2001,1.22,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.999049959,0.9272,1.468765052,1.765
703,South Dakota,Beresford,4/28/2000,Garst 6420,9/25/2001,1.07,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.819962907,,1.468765052,1.6875
704,South Dakota,Beresford,4/28/2000,Goldrush 747,9/25/2001,1.03,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.744861885,,1.468765052,1.655
705,South Dakota,Beresford,4/28/2000,Husky Supreme,9/25/2001,1.07,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.69286887,,1.468765052,1.6325
706,South Dakota,Beresford,4/28/2000,GH 750,9/25/2001,0.99,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.733307882,,1.468765052,1.65
