Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
1.53,419,133284.65,651.64,2.107547619,14.70492857
1.32,461,149682.73,751.4,3.060238095,15.6184632
1.28,461,149682.73,751.4,3.060238095,15.6184632
1.32,461,149682.73,751.4,3.060238095,15.6184632
1.22,461,149682.73,751.4,3.060238095,15.6184632
1.27,461,149682.73,751.4,3.060238095,15.6184632
1.32,461,149682.73,751.4,3.060238095,15.6184632
1.31,461,149682.73,751.4,3.060238095,15.6184632
1.33,461,149682.73,751.4,3.060238095,15.6184632
1.19,461,149682.73,751.4,3.060238095,15.6184632
1.32,461,149682.73,751.4,3.060238095,15.6184632
1.17,461,149682.73,751.4,3.060238095,15.6184632
1.27,461,149682.73,751.4,3.060238095,15.6184632
1.23,461,149682.73,751.4,3.060238095,15.6184632
1.36,461,149682.73,751.4,3.060238095,15.6184632
1.24,461,149682.73,751.4,3.060238095,15.6184632
1.23,461,149682.73,751.4,3.060238095,15.6184632
1.27,461,149682.73,751.4,3.060238095,15.6184632
1.28,461,149682.73,751.4,3.060238095,15.6184632
1.25,461,149682.73,751.4,3.060238095,15.6184632
1.21,461,149682.73,751.4,3.060238095,15.6184632
1.27,461,149682.73,751.4,3.060238095,15.6184632
1.18,461,149682.73,751.4,3.060238095,15.6184632
1.16,461,149682.73,751.4,3.060238095,15.6184632
1.21,461,149682.73,751.4,3.060238095,15.6184632
1.24,461,149682.73,751.4,3.060238095,15.6184632
1.15,461,149682.73,751.4,3.060238095,15.6184632
1.11,461,149682.73,751.4,3.060238095,15.6184632
0.77,488,160190.33,806.56,3.714764826,16.23828221
0.78,488,160190.33,806.56,3.714764826,16.23828221
0.78,488,160190.33,806.56,3.714764826,16.23828221
0.72,488,160190.33,806.56,3.714764826,16.23828221
0.74,488,160190.33,806.56,3.714764826,16.23828221
0.77,488,160190.33,806.56,3.714764826,16.23828221
0.72,488,160190.33,806.56,3.714764826,16.23828221
0.74,488,160190.33,806.56,3.714764826,16.23828221
0.75,488,160190.33,806.56,3.714764826,16.23828221
0.75,488,160190.33,806.56,3.714764826,16.23828221
0.73,488,160190.33,806.56,3.714764826,16.23828221
0.77,488,160190.33,806.56,3.714764826,16.23828221
0.76,488,160190.33,806.56,3.714764826,16.23828221
0.77,488,160190.33,806.56,3.714764826,16.23828221
0.74,488,160190.33,806.56,3.714764826,16.23828221
0.71,488,160190.33,806.56,3.714764826,16.23828221
0.68,488,160190.33,806.56,3.714764826,16.23828221
0.73,488,160190.33,806.56,3.714764826,16.23828221
0.77,488,160190.33,806.56,3.714764826,16.23828221
0.74,488,160190.33,806.56,3.714764826,16.23828221
0.72,488,160190.33,806.56,3.714764826,16.23828221
0.72,488,160190.33,806.56,3.714764826,16.23828221
0.75,488,160190.33,806.56,3.714764826,16.23828221
0.75,488,160190.33,806.56,3.714764826,16.23828221
0.75,488,160190.33,806.56,3.714764826,16.23828221
0.66,488,160190.33,806.56,3.714764826,16.23828221
0.74,488,160190.33,806.56,3.714764826,16.23828221
1.76,788,246746.81,1309.28,0.858973384,12.94301648
1.63,788,246746.81,1309.28,0.858973384,12.94301648
1.62,788,246746.81,1309.28,0.858973384,12.94301648
1.81,788,246746.81,1309.28,0.858973384,12.94301648
1.7,788,246746.81,1309.28,0.858973384,12.94301648
1.54,788,246746.81,1309.28,0.858973384,12.94301648
1.6,788,246746.81,1309.28,0.858973384,12.94301648
1.5,788,246746.81,1309.28,0.858973384,12.94301648
1.67,788,246746.81,1309.28,0.858973384,12.94301648
1.56,788,246746.81,1309.28,0.858973384,12.94301648
1.63,788,246746.81,1309.28,0.858973384,12.94301648
1.6,788,246746.81,1309.28,0.858973384,12.94301648
1.59,788,246746.81,1309.28,0.858973384,12.94301648
1.66,788,246746.81,1309.28,0.858973384,12.94301648
1.56,788,246746.81,1309.28,0.858973384,12.94301648
1.52,788,246746.81,1309.28,0.858973384,12.94301648
1.53,788,246746.81,1309.28,0.858973384,12.94301648
1.61,788,246746.81,1309.28,0.858973384,12.94301648
1.68,788,246746.81,1309.28,0.858973384,12.94301648
1.58,788,246746.81,1309.28,0.858973384,12.94301648
1.57,788,246746.81,1309.28,0.858973384,12.94301648
1.61,788,246746.81,1309.28,0.858973384,12.94301648
1.5,788,246746.81,1309.28,0.858973384,12.94301648
1.5,788,246746.81,1309.28,0.858973384,12.94301648
1.53,788,246746.81,1309.28,0.858973384,12.94301648
1.46,788,246746.81,1309.28,0.858973384,12.94301648
1.6,788,246746.81,1309.28,0.858973384,12.94301648
1.58,827,262372.13,1420.14,1.447246377,13.54721014
1.74,827,262372.13,1420.14,1.447246377,13.54721014
1.64,827,262372.13,1420.14,1.447246377,13.54721014
1.7,827,262372.13,1420.14,1.447246377,13.54721014
1.58,827,262372.13,1420.14,1.447246377,13.54721014
1.73,827,262372.13,1420.14,1.447246377,13.54721014
1.52,827,262372.13,1420.14,1.447246377,13.54721014
1.52,827,262372.13,1420.14,1.447246377,13.54721014
1.66,827,262372.13,1420.14,1.447246377,13.54721014
1.57,827,262372.13,1420.14,1.447246377,13.54721014
1.53,827,262372.13,1420.14,1.447246377,13.54721014
1.58,827,262372.13,1420.14,1.447246377,13.54721014
1.72,827,262372.13,1420.14,1.447246377,13.54721014
1.55,827,262372.13,1420.14,1.447246377,13.54721014
1.61,827,262372.13,1420.14,1.447246377,13.54721014
1.53,827,262372.13,1420.14,1.447246377,13.54721014
1.57,827,262372.13,1420.14,1.447246377,13.54721014
1.51,827,262372.13,1420.14,1.447246377,13.54721014
1.45,827,262372.13,1420.14,1.447246377,13.54721014
1.54,827,262372.13,1420.14,1.447246377,13.54721014
1.57,827,262372.13,1420.14,1.447246377,13.54721014
1.53,827,262372.13,1420.14,1.447246377,13.54721014
1.5,827,262372.13,1420.14,1.447246377,13.54721014
1.48,827,262372.13,1420.14,1.447246377,13.54721014
1.46,827,262372.13,1420.14,1.447246377,13.54721014
1.49,827,262372.13,1420.14,1.447246377,13.54721014
1.55,827,262372.13,1420.14,1.447246377,13.54721014
0.92,855,272117.2,1539.15,2.00963785,14.09200935
1,855,272117.2,1539.15,2.00963785,14.09200935
0.97,855,272117.2,1539.15,2.00963785,14.09200935
1.01,855,272117.2,1539.15,2.00963785,14.09200935
0.9,855,272117.2,1539.15,2.00963785,14.09200935
0.96,855,272117.2,1539.15,2.00963785,14.09200935
0.96,855,272117.2,1539.15,2.00963785,14.09200935
0.92,855,272117.2,1539.15,2.00963785,14.09200935
0.94,855,272117.2,1539.15,2.00963785,14.09200935
0.98,855,272117.2,1539.15,2.00963785,14.09200935
0.93,855,272117.2,1539.15,2.00963785,14.09200935
0.93,855,272117.2,1539.15,2.00963785,14.09200935
0.98,855,272117.2,1539.15,2.00963785,14.09200935
0.89,855,272117.2,1539.15,2.00963785,14.09200935
0.96,855,272117.2,1539.15,2.00963785,14.09200935
0.9,855,272117.2,1539.15,2.00963785,14.09200935
0.97,855,272117.2,1539.15,2.00963785,14.09200935
0.86,855,272117.2,1539.15,2.00963785,14.09200935
0.89,855,272117.2,1539.15,2.00963785,14.09200935
0.88,855,272117.2,1539.15,2.00963785,14.09200935
0.87,855,272117.2,1539.15,2.00963785,14.09200935
0.8,855,272117.2,1539.15,2.00963785,14.09200935
0.89,855,272117.2,1539.15,2.00963785,14.09200935
0.86,855,272117.2,1539.15,2.00963785,14.09200935
0.9,855,272117.2,1539.15,2.00963785,14.09200935
0.83,855,272117.2,1539.15,2.00963785,14.09200935
0.87,855,272117.2,1539.15,2.00963785,14.09200935
0.88,1137,354369.49,1820.67,0.982671353,13.07183656
0.89,1137,354369.49,1820.67,0.982671353,13.07183656
0.8,1137,354369.49,1820.67,0.982671353,13.07183656
0.83,1137,354369.49,1820.67,0.982671353,13.07183656
0.74,1137,354369.49,1820.67,0.982671353,13.07183656
0.79,1137,354369.49,1820.67,0.982671353,13.07183656
0.7,1137,354369.49,1820.67,0.982671353,13.07183656
0.73,1137,354369.49,1820.67,0.982671353,13.07183656
0.78,1137,354369.49,1820.67,0.982671353,13.07183656
0.77,1137,354369.49,1820.67,0.982671353,13.07183656
0.73,1137,354369.49,1820.67,0.982671353,13.07183656
0.7,1137,354369.49,1820.67,0.982671353,13.07183656
0.72,1137,354369.49,1820.67,0.982671353,13.07183656
0.76,1137,354369.49,1820.67,0.982671353,13.07183656
0.71,1137,354369.49,1820.67,0.982671353,13.07183656
0.72,1137,354369.49,1820.67,0.982671353,13.07183656
0.72,1137,354369.49,1820.67,0.982671353,13.07183656
0.66,1137,354369.49,1820.67,0.982671353,13.07183656
0.71,1137,354369.49,1820.67,0.982671353,13.07183656
0.66,1137,354369.49,1820.67,0.982671353,13.07183656
1.37,1172,367966.78,1881.23,1.439147485,13.54477408
1.37,1172,367966.78,1881.23,1.439147485,13.54477408
1.26,1172,367966.78,1881.23,1.439147485,13.54477408
1.25,1172,367966.78,1881.23,1.439147485,13.54477408
1.26,1172,367966.78,1881.23,1.439147485,13.54477408
1.26,1172,367966.78,1881.23,1.439147485,13.54477408
1.22,1172,367966.78,1881.23,1.439147485,13.54477408
1.2,1172,367966.78,1881.23,1.439147485,13.54477408
1.3,1172,367966.78,1881.23,1.439147485,13.54477408
1.26,1172,367966.78,1881.23,1.439147485,13.54477408
1.36,1172,367966.78,1881.23,1.439147485,13.54477408
1.24,1172,367966.78,1881.23,1.439147485,13.54477408
1.28,1172,367966.78,1881.23,1.439147485,13.54477408
1.23,1172,367966.78,1881.23,1.439147485,13.54477408
1.29,1172,367966.78,1881.23,1.439147485,13.54477408
1.28,1172,367966.78,1881.23,1.439147485,13.54477408
1.2,1172,367966.78,1881.23,1.439147485,13.54477408
1.25,1172,367966.78,1881.23,1.439147485,13.54477408
1.14,1172,367966.78,1881.23,1.439147485,13.54477408
1.22,1172,367966.78,1881.23,1.439147485,13.54477408
1.2,1212,383076.54,1964.08,1.89653751,14.02158285
1.25,1212,383076.54,1964.08,1.89653751,14.02158285
1.3,1212,383076.54,1964.08,1.89653751,14.02158285
1.18,1212,383076.54,1964.08,1.89653751,14.02158285
1.2,1212,383076.54,1964.08,1.89653751,14.02158285
1.27,1212,383076.54,1964.08,1.89653751,14.02158285
1.23,1212,383076.54,1964.08,1.89653751,14.02158285
1.16,1212,383076.54,1964.08,1.89653751,14.02158285
1.22,1212,383076.54,1964.08,1.89653751,14.02158285
1.22,1212,383076.54,1964.08,1.89653751,14.02158285
1.27,1212,383076.54,1964.08,1.89653751,14.02158285
1.24,1212,383076.54,1964.08,1.89653751,14.02158285
1.21,1212,383076.54,1964.08,1.89653751,14.02158285
1.12,1212,383076.54,1964.08,1.89653751,14.02158285
1.21,1212,383076.54,1964.08,1.89653751,14.02158285
1.24,1212,383076.54,1964.08,1.89653751,14.02158285
1.16,1212,383076.54,1964.08,1.89653751,14.02158285
1.14,1212,383076.54,1964.08,1.89653751,14.02158285
1.18,1212,383076.54,1964.08,1.89653751,14.02158285
1.19,1212,383076.54,1964.08,1.89653751,14.02158285
0.58,397,125591,620.06,1.750904523,13.77364322
0.58,397,125591,620.06,1.750904523,13.77364322
0.54,397,125591,620.06,1.750904523,13.77364322
0.53,397,125591,620.06,1.750904523,13.77364322
0.48,397,125591,620.06,1.750904523,13.77364322
0.51,397,125591,620.06,1.750904523,13.77364322
0.47,397,125591,620.06,1.750904523,13.77364322
0.56,397,125591,620.06,1.750904523,13.77364322
0.49,397,125591,620.06,1.750904523,13.77364322
0.5,397,125591,620.06,1.750904523,13.77364322
0.48,397,125591,620.06,1.750904523,13.77364322
0.43,397,125591,620.06,1.750904523,13.77364322
0.47,397,125591,620.06,1.750904523,13.77364322
0.36,397,125591,620.06,1.750904523,13.77364322
0.36,397,125591,620.06,1.750904523,13.77364322
0.63,432,139188.29,680.62,2.925404157,14.99810624
0.6,432,139188.29,680.62,2.925404157,14.99810624
0.55,432,139188.29,680.62,2.925404157,14.99810624
0.56,432,139188.29,680.62,2.925404157,14.99810624
0.62,432,139188.29,680.62,2.925404157,14.99810624
0.55,432,139188.29,680.62,2.925404157,14.99810624
0.54,432,139188.29,680.62,2.925404157,14.99810624
0.51,432,139188.29,680.62,2.925404157,14.99810624
0.54,432,139188.29,680.62,2.925404157,14.99810624
0.51,432,139188.29,680.62,2.925404157,14.99810624
0.54,432,139188.29,680.62,2.925404157,14.99810624
0.46,432,139188.29,680.62,2.925404157,14.99810624
0.51,432,139188.29,680.62,2.925404157,14.99810624
0.45,432,139188.29,680.62,2.925404157,14.99810624
0.46,432,139188.29,680.62,2.925404157,14.99810624
0.64,472,154298.05,763.47,3.972684989,16.0979704
0.62,472,154298.05,763.47,3.972684989,16.0979704
0.58,472,154298.05,763.47,3.972684989,16.0979704
0.56,472,154298.05,763.47,3.972684989,16.0979704
0.53,472,154298.05,763.47,3.972684989,16.0979704
0.57,472,154298.05,763.47,3.972684989,16.0979704
0.58,472,154298.05,763.47,3.972684989,16.0979704
0.52,472,154298.05,763.47,3.972684989,16.0979704
0.55,472,154298.05,763.47,3.972684989,16.0979704
0.56,472,154298.05,763.47,3.972684989,16.0979704
0.49,472,154298.05,763.47,3.972684989,16.0979704
0.58,472,154298.05,763.47,3.972684989,16.0979704
0.48,472,154298.05,763.47,3.972684989,16.0979704
0.56,472,154298.05,763.47,3.972684989,16.0979704
0.49,472,154298.05,763.47,3.972684989,16.0979704
1.99,771,238487.34,1194.99,1.21015544,13.1661399
1.95,771,238487.34,1194.99,1.21015544,13.1661399
2.02,771,238487.34,1194.99,1.21015544,13.1661399
1.92,771,238487.34,1194.99,1.21015544,13.1661399
1.96,771,238487.34,1194.99,1.21015544,13.1661399
2,771,238487.34,1194.99,1.21015544,13.1661399
1.88,771,238487.34,1194.99,1.21015544,13.1661399
1.83,771,238487.34,1194.99,1.21015544,13.1661399
1.86,771,238487.34,1194.99,1.21015544,13.1661399
1.81,771,238487.34,1194.99,1.21015544,13.1661399
1.83,771,238487.34,1194.99,1.21015544,13.1661399
1.84,771,238487.34,1194.99,1.21015544,13.1661399
1.87,771,238487.34,1194.99,1.21015544,13.1661399
1.82,771,238487.34,1194.99,1.21015544,13.1661399
1.81,771,238487.34,1194.99,1.21015544,13.1661399
0.52,796,248458.22,1267.22,1.631794228,13.61200753
0.58,796,248458.22,1267.22,1.631794228,13.61200753
0.57,796,248458.22,1267.22,1.631794228,13.61200753
0.53,796,248458.22,1267.22,1.631794228,13.61200753
0.5,796,248458.22,1267.22,1.631794228,13.61200753
0.46,796,248458.22,1267.22,1.631794228,13.61200753
0.5,796,248458.22,1267.22,1.631794228,13.61200753
0.54,796,248458.22,1267.22,1.631794228,13.61200753
0.52,796,248458.22,1267.22,1.631794228,13.61200753
0.44,796,248458.22,1267.22,1.631794228,13.61200753
