,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
13,Ohio,South Charleston,5/1/2018,Finch,7/29/2019,210,1.49,454,33,143581.62,1933.6,13.10683516,7.965714286,18.24795604,0,,,,
14,Ohio,South Charleston,5/1/2018,Skylark,7/29/2019,210,1.3,454,33,143581.62,1933.6,13.10683516,7.965714286,18.24795604,0,,,,
15,Ohio,South Charleston,5/1/2018,SW 1509,7/29/2019,210,1.42,454,33,143581.62,1933.6,13.10683516,7.965714286,18.24795604,0,,,,
16,Ohio,South Charleston,5/1/2018,SW 1517,7/29/2019,210,1.53,454,33,143581.62,1933.6,13.10683516,7.965714286,18.24795604,0,,,,
17,Ohio,South Charleston,5/1/2018,Swift,7/29/2019,210,1.37,454,33,143581.62,1933.6,13.10683516,7.965714286,18.24795604,0,,,,
18,Ohio,South Charleston,5/1/2018,Vernal,7/29/2019,210,1.29,454,33,143581.62,1933.6,13.10683516,7.965714286,18.24795604,0,,,,
19,Ohio,South Charleston,5/1/2018,Finch,9/5/2019,248,0.7,492,38,157547.41,2013.38,13.76976673,8.579391481,18.96014199,0,,,,
20,Ohio,South Charleston,5/1/2018,Skylark,9/5/2019,248,0.55,492,38,157547.41,2013.38,13.76976673,8.579391481,18.96014199,0,,,,
21,Ohio,South Charleston,5/1/2018,SW 1509,9/5/2019,248,0.64,492,38,157547.41,2013.38,13.76976673,8.579391481,18.96014199,0,,,,
22,Ohio,South Charleston,5/1/2018,SW 1517,9/5/2019,248,0.71,492,38,157547.41,2013.38,13.76976673,8.579391481,18.96014199,0,,,,
23,Ohio,South Charleston,5/1/2018,Swift,9/5/2019,248,0.73,492,38,157547.41,2013.38,13.76976673,8.579391481,18.96014199,0,,,,
24,Ohio,South Charleston,5/1/2018,Vernal,9/5/2019,248,0.59,492,38,157547.41,2013.38,13.76976673,8.579391481,18.96014199,0,,,,
25,Ohio,South Charleston,4/25/2017,54QR04,5/28/2019,148,2.88,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,,,,
26,Ohio,South Charleston,4/25/2017,FSG 415 BR,5/28/2019,148,2.87,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,,,,
27,Ohio,South Charleston,4/25/2017,HO415,5/28/2019,148,2.78,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,,,,
28,Ohio,South Charleston,4/25/2017,Kingbird,5/28/2019,148,2.47,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,1,,,
29,Ohio,South Charleston,4/25/2017,msSunstra 143146,5/28/2019,148,2.36,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,0,,,
30,Ohio,South Charleston,4/25/2017,msSunstra 144110,5/28/2019,148,2.43,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,0,,,
31,Ohio,South Charleston,4/25/2017,Quail,5/28/2019,148,2.54,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,0,,,
32,Ohio,South Charleston,4/25/2017,Robin,5/28/2019,148,2.83,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,1,,,
33,Ohio,South Charleston,4/25/2017,RRL414,5/28/2019,148,2.5,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,0,,,
34,Ohio,South Charleston,4/25/2017,WL356HQ.RR,5/28/2019,148,2.55,763,0,235055.43,3272.48,0,5.715183246,16.21633508,0,0,,,
35,Ohio,South Charleston,4/25/2017,54QR04,6/26/2019,177,1.43,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
36,Ohio,South Charleston,4/25/2017,FSG 415 BR,6/26/2019,177,1.35,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
37,Ohio,South Charleston,4/25/2017,HO415,6/26/2019,177,1.33,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
38,Ohio,South Charleston,4/25/2017,Kingbird,6/26/2019,177,1.2,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
39,Ohio,South Charleston,4/25/2017,msSunstra 143146,6/26/2019,177,1.21,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,1,,,
40,Ohio,South Charleston,4/25/2017,msSunstra 144110,6/26/2019,177,1.27,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
41,Ohio,South Charleston,4/25/2017,Quail,6/26/2019,177,1.35,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
42,Ohio,South Charleston,4/25/2017,Robin,6/26/2019,177,1.32,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
43,Ohio,South Charleston,4/25/2017,RRL414,6/26/2019,177,1.46,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
44,Ohio,South Charleston,4/25/2017,WL356HQ.RR,6/26/2019,177,1.26,792,29,244971.3,3438.64,0,6.051071879,16.52880202,0,0,,,
45,Ohio,South Charleston,4/25/2017,54QR04,7/29/2019,210,1.99,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
46,Ohio,South Charleston,4/25/2017,FSG 415 BR,7/29/2019,210,1.79,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
47,Ohio,South Charleston,4/25/2017,HO415,7/29/2019,210,1.78,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
48,Ohio,South Charleston,4/25/2017,Kingbird,7/29/2019,210,1.62,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
49,Ohio,South Charleston,4/25/2017,msSunstra 143146,7/29/2019,210,1.78,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
50,Ohio,South Charleston,4/25/2017,msSunstra 144110,7/29/2019,210,1.8,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
51,Ohio,South Charleston,4/25/2017,Quail,7/29/2019,210,1.87,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
52,Ohio,South Charleston,4/25/2017,Robin,7/29/2019,210,1.84,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
53,Ohio,South Charleston,4/25/2017,RRL414,7/29/2019,210,1.98,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
54,Ohio,South Charleston,4/25/2017,WL356HQ.RR,7/29/2019,210,1.72,825,33,257968.55,3531.57,0,6.552966102,17.07116223,,,,,
55,Ohio,South Charleston,4/25/2017,54QR04,9/5/2019,248,1.17,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
56,Ohio,South Charleston,4/25/2017,FSG 415 BR,9/5/2019,248,1.16,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
57,Ohio,South Charleston,4/25/2017,HO415,9/5/2019,248,1.04,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
58,Ohio,South Charleston,4/25/2017,Kingbird,9/5/2019,248,0.86,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
59,Ohio,South Charleston,4/25/2017,msSunstra 143146,9/5/2019,248,1.03,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
60,Ohio,South Charleston,4/25/2017,msSunstra 144110,9/5/2019,248,0.99,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
61,Ohio,South Charleston,4/25/2017,Quail,9/5/2019,248,0.98,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
62,Ohio,South Charleston,4/25/2017,Robin,9/5/2019,248,1.13,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
63,Ohio,South Charleston,4/25/2017,RRL414,9/5/2019,248,1.16,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
64,Ohio,South Charleston,4/25/2017,WL356HQ.RR,9/5/2019,248,0.99,863,38,271934.34,3611.35,0,6.965266204,17.52929398,,,,,
65,Ohio,North Baltimore,4/27/2009,4S417,5/25/2010,145,3.38,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
66,Ohio,North Baltimore,4/27/2009,LS 605,5/25/2010,145,2.84,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
67,Ohio,North Baltimore,4/27/2009,Everlast II,5/25/2010,145,3.04,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
68,Ohio,North Baltimore,4/27/2009,WL 363 HQ,5/25/2010,145,2.75,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
69,Ohio,North Baltimore,4/27/2009,AmeriStand 407TQ,5/25/2010,145,2.8,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
70,Ohio,North Baltimore,4/27/2009,55V48,5/25/2010,145,2.95,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
71,Ohio,North Baltimore,4/27/2009,A 4330,5/25/2010,145,2.69,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
72,Ohio,North Baltimore,4/27/2009,54Q32,5/25/2010,145,2.74,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
73,Ohio,North Baltimore,4/27/2009,55V12,5/25/2010,145,2.62,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
74,Ohio,North Baltimore,4/27/2009,6422Q,5/25/2010,145,2.61,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
75,Ohio,North Baltimore,4/27/2009,FSG 329,5/25/2010,145,2.88,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
76,Ohio,North Baltimore,4/27/2009,WL 343 HQ,5/25/2010,145,2.75,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
77,Ohio,North Baltimore,4/27/2009,FSG 420 LH,5/25/2010,145,2.73,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
78,Ohio,North Baltimore,4/27/2009,KingFisher 243,5/25/2010,145,2.48,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
79,Ohio,North Baltimore,4/27/2009,AmeriStand 403T,5/25/2010,145,2.75,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
80,Ohio,North Baltimore,4/27/2009,Vernal,5/25/2010,145,3.24,393,0,122788.22,778.85,,5.531472081,16.13771574,,,,,
81,Ohio,North Baltimore,4/27/2009,4S417,6/25/2010,176,2.47,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
82,Ohio,North Baltimore,4/27/2009,LS 605,6/25/2010,176,2.36,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
83,Ohio,North Baltimore,4/27/2009,Everlast II,6/25/2010,176,2.41,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
84,Ohio,North Baltimore,4/27/2009,WL 363 HQ,6/25/2010,176,2.43,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
85,Ohio,North Baltimore,4/27/2009,AmeriStand 407TQ,6/25/2010,176,2.59,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
86,Ohio,North Baltimore,4/27/2009,55V48,6/25/2010,176,2.48,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
87,Ohio,North Baltimore,4/27/2009,A 4330,6/25/2010,176,2.44,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
88,Ohio,North Baltimore,4/27/2009,54Q32,6/25/2010,176,2.49,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
89,Ohio,North Baltimore,4/27/2009,55V12,6/25/2010,176,2.48,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
90,Ohio,North Baltimore,4/27/2009,6422Q,6/25/2010,176,2.49,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
91,Ohio,North Baltimore,4/27/2009,FSG 329,6/25/2010,176,2.23,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
92,Ohio,North Baltimore,4/27/2009,WL 343 HQ,6/25/2010,176,2.28,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
93,Ohio,North Baltimore,4/27/2009,FSG 420 LH,6/25/2010,176,2.53,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
94,Ohio,North Baltimore,4/27/2009,KingFisher 243,6/25/2010,176,2.31,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
95,Ohio,North Baltimore,4/27/2009,AmeriStand 403T,6/25/2010,176,2.23,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
96,Ohio,North Baltimore,4/27/2009,Vernal,6/25/2010,176,1.86,424,31,134126.73,935.76,,6.389411765,17.01851765,,,,,
97,Ohio,North Baltimore,4/27/2009,4S417,7/26/2010,207,1.89,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
98,Ohio,North Baltimore,4/27/2009,LS 605,7/26/2010,207,1.83,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
99,Ohio,North Baltimore,4/27/2009,Everlast II,7/26/2010,207,1.87,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
100,Ohio,North Baltimore,4/27/2009,WL 363 HQ,7/26/2010,207,1.94,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
101,Ohio,North Baltimore,4/27/2009,AmeriStand 407TQ,7/26/2010,207,1.85,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
102,Ohio,North Baltimore,4/27/2009,55V48,7/26/2010,207,1.88,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
103,Ohio,North Baltimore,4/27/2009,A 4330,7/26/2010,207,1.89,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
104,Ohio,North Baltimore,4/27/2009,54Q32,7/26/2010,207,1.78,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
105,Ohio,North Baltimore,4/27/2009,55V12,7/26/2010,207,1.88,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
106,Ohio,North Baltimore,4/27/2009,6422Q,7/26/2010,207,1.97,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
107,Ohio,North Baltimore,4/27/2009,FSG 329,7/26/2010,207,1.83,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
108,Ohio,North Baltimore,4/27/2009,WL 343 HQ,7/26/2010,207,1.95,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
109,Ohio,North Baltimore,4/27/2009,FSG 420 LH,7/26/2010,207,1.67,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
110,Ohio,North Baltimore,4/27/2009,KingFisher 243,7/26/2010,207,1.94,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
111,Ohio,North Baltimore,4/27/2009,AmeriStand 403T,7/26/2010,207,1.77,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
112,Ohio,North Baltimore,4/27/2009,Vernal,7/26/2010,207,1.29,455,31,146453.83,1003.27,,7.208311404,17.93894737,,,,,
113,Ohio,North Baltimore,4/27/2009,4S417,8/25/2010,237,1.27,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
114,Ohio,North Baltimore,4/27/2009,LS 605,8/25/2010,237,1.44,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
115,Ohio,North Baltimore,4/27/2009,Everlast II,8/25/2010,237,1.2,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
116,Ohio,North Baltimore,4/27/2009,WL 363 HQ,8/25/2010,237,1.25,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
117,Ohio,North Baltimore,4/27/2009,AmeriStand 407TQ,8/25/2010,237,1.24,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
118,Ohio,North Baltimore,4/27/2009,55V48,8/25/2010,237,1.1,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
119,Ohio,North Baltimore,4/27/2009,A 4330,8/25/2010,237,1.3,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
120,Ohio,North Baltimore,4/27/2009,54Q32,8/25/2010,237,1.26,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
121,Ohio,North Baltimore,4/27/2009,55V12,8/25/2010,237,1.1,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
122,Ohio,North Baltimore,4/27/2009,6422Q,8/25/2010,237,1.25,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
123,Ohio,North Baltimore,4/27/2009,FSG 329,8/25/2010,237,1.21,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
124,Ohio,North Baltimore,4/27/2009,WL 343 HQ,8/25/2010,237,1.12,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
125,Ohio,North Baltimore,4/27/2009,FSG 420 LH,8/25/2010,237,1.14,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
126,Ohio,North Baltimore,4/27/2009,KingFisher 243,8/25/2010,237,1.18,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
127,Ohio,North Baltimore,4/27/2009,AmeriStand 403T,8/25/2010,237,1.13,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
128,Ohio,North Baltimore,4/27/2009,Vernal,8/25/2010,237,0.81,485,30,157737.78,1046.95,,7.91063655,18.65053388,,,,,
129,Ohio,South Charleston,4/23/2008,55V48,5/25/2010,145,2,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
130,Ohio,South Charleston,4/23/2008,WL 363 HQ,5/25/2010,145,1.84,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
131,Ohio,South Charleston,4/23/2008,AmeriStand 407TQ,5/25/2010,145,1.85,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
132,Ohio,South Charleston,4/23/2008,Garst 6417,5/25/2010,145,1.84,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
133,Ohio,South Charleston,4/23/2008,PGI 459,5/25/2010,145,1.95,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
134,Ohio,South Charleston,4/23/2008,Garst 6552,5/25/2010,145,1.95,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
135,Ohio,South Charleston,4/23/2008,Genoa,5/25/2010,145,1.88,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
136,Ohio,South Charleston,4/23/2008,A4330,5/25/2010,145,1.84,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
137,Ohio,South Charleston,4/23/2008,WL 343 HQ,5/25/2010,145,1.74,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
138,Ohio,South Charleston,4/23/2008,Vernal,5/25/2010,145,1.85,762,0,244241.54,2239.92,,5.165557012,16.24311927,,,,,
139,Ohio,South Charleston,4/23/2008,55V48,6/24/2010,175,1.93,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
140,Ohio,South Charleston,4/23/2008,WL 363 HQ,6/24/2010,175,1.8,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
141,Ohio,South Charleston,4/23/2008,AmeriStand 407TQ,6/24/2010,175,1.81,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
142,Ohio,South Charleston,4/23/2008,Garst 6417,6/24/2010,175,1.75,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
143,Ohio,South Charleston,4/23/2008,PGI 459,6/24/2010,175,1.76,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
144,Ohio,South Charleston,4/23/2008,Garst 6552,6/24/2010,175,1.72,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
145,Ohio,South Charleston,4/23/2008,Genoa,6/24/2010,175,1.71,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
146,Ohio,South Charleston,4/23/2008,A4330,6/24/2010,175,1.69,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
147,Ohio,South Charleston,4/23/2008,WL 343 HQ,6/24/2010,175,1.68,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
148,Ohio,South Charleston,4/23/2008,Vernal,6/24/2010,175,1.19,792,30,255616.65,2365.86,,5.618764187,16.68960908,,,,,
149,Ohio,South Charleston,4/23/2008,55V48,7/28/2010,209,1.77,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
150,Ohio,South Charleston,4/23/2008,WL 363 HQ,7/28/2010,209,1.66,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
151,Ohio,South Charleston,4/23/2008,AmeriStand 407TQ,7/28/2010,209,1.63,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
152,Ohio,South Charleston,4/23/2008,Garst 6417,7/28/2010,209,1.44,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
153,Ohio,South Charleston,4/23/2008,PGI 459,7/28/2010,209,1.53,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
154,Ohio,South Charleston,4/23/2008,Garst 6552,7/28/2010,209,1.67,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
155,Ohio,South Charleston,4/23/2008,Genoa,7/28/2010,209,1.58,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
156,Ohio,South Charleston,4/23/2008,A4330,7/28/2010,209,1.58,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
157,Ohio,South Charleston,4/23/2008,WL 343 HQ,7/28/2010,209,1.56,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
158,Ohio,South Charleston,4/23/2008,Vernal,7/28/2010,209,1.26,826,34,269016.87,2574.02,,6.122321644,17.21613059,,,,,
159,Ohio,South Charleston,4/23/2008,55V48,9/8/2010,251,1.09,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
160,Ohio,South Charleston,4/23/2008,WL 363 HQ,9/8/2010,251,1.03,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
161,Ohio,South Charleston,4/23/2008,AmeriStand 407TQ,9/8/2010,251,1,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
162,Ohio,South Charleston,4/23/2008,Garst 6417,9/8/2010,251,0.94,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
163,Ohio,South Charleston,4/23/2008,PGI 459,9/8/2010,251,0.97,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
164,Ohio,South Charleston,4/23/2008,Garst 6552,9/8/2010,251,0.99,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
165,Ohio,South Charleston,4/23/2008,Genoa,9/8/2010,251,1.16,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
166,Ohio,South Charleston,4/23/2008,A4330,9/8/2010,251,0.84,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
167,Ohio,South Charleston,4/23/2008,WL 343 HQ,9/8/2010,251,0.94,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
168,Ohio,South Charleston,4/23/2008,Vernal,9/8/2010,251,0.66,868,42,285825.46,2634.73,,6.606260069,17.79072497,,,,,
169,Ohio,Wooster,4/23/2010,Kingfisher 4020,5/24/2011,144,1.82,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
170,Ohio,Wooster,4/23/2010,Hybri+Jade,5/24/2011,144,1.49,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
171,Ohio,Wooster,4/23/2010,HybriForce-2400,5/24/2011,144,1.5,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
172,Ohio,Wooster,4/23/2010,PGI 459,5/24/2011,144,1.62,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
173,Ohio,Wooster,4/23/2010,WL 363 HQ,5/24/2011,144,1.56,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
174,Ohio,Wooster,4/23/2010,TS 4007,5/24/2011,144,1.35,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
175,Ohio,Wooster,4/23/2010,WL 343 HQ,5/24/2011,144,1.52,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
176,Ohio,Wooster,4/23/2010,DG 4210,5/24/2011,144,1.67,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
177,Ohio,Wooster,4/23/2010,PGI 557,5/24/2011,144,1.48,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
178,Ohio,Wooster,4/23/2010,6422Q,5/24/2011,144,1.59,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
179,Ohio,Wooster,4/23/2010,Vernal,5/24/2011,144,1.43,396,0,123423.86,1337.73,,4.908186398,15.92521411,,,,,
180,Ohio,Wooster,4/23/2010,Kingfisher 4020,6/29/2011,180,1.82,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
181,Ohio,Wooster,4/23/2010,Hybri+Jade,6/29/2011,180,1.67,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
182,Ohio,Wooster,4/23/2010,HybriForce-2400,6/29/2011,180,1.53,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
183,Ohio,Wooster,4/23/2010,PGI 459,6/29/2011,180,1.62,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
184,Ohio,Wooster,4/23/2010,WL 363 HQ,6/29/2011,180,1.55,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
185,Ohio,Wooster,4/23/2010,TS 4007,6/29/2011,180,1.62,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
186,Ohio,Wooster,4/23/2010,WL 343 HQ,6/29/2011,180,1.72,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
187,Ohio,Wooster,4/23/2010,DG 4210,6/29/2011,180,1.55,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
188,Ohio,Wooster,4/23/2010,PGI 557,6/29/2011,180,1.52,432,36,137167.69,1492.35,,5.751224018,16.81512702,,,,,
