Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0.74,146151.1,924.63,4.49754386,17.34763158,0
0.71,146151.1,924.63,4.49754386,17.34763158,0
0.81,146151.1,924.63,4.49754386,17.34763158,1
0.82,146151.1,924.63,4.49754386,17.34763158,1
0.78,146151.1,924.63,4.49754386,17.34763158,1
0.78,146151.1,924.63,4.49754386,17.34763158,1
1.49,235157.38,1220.67,2.30252,15.90674667,1
1.47,235157.38,1220.67,2.30252,15.90674667,1
1.27,235157.38,1220.67,2.30252,15.90674667,1
1.31,235157.38,1220.67,2.30252,15.90674667,1
1.28,235157.38,1220.67,2.30252,15.90674667,1
1.33,235157.38,1220.67,2.30252,15.90674667,1
1.21,235157.38,1220.67,2.30252,15.90674667,1
1.32,235157.38,1220.67,2.30252,15.90674667,1
1.24,235157.38,1220.67,2.30252,15.90674667,1
1.18,235157.38,1220.67,2.30252,15.90674667,1
1.24,235157.38,1220.67,2.30252,15.90674667,1
1.26,235157.38,1220.67,2.30252,15.90674667,1
1.4,235157.38,1220.67,2.30252,15.90674667,1
1.26,235157.38,1220.67,2.30252,15.90674667,1
1.28,235157.38,1220.67,2.30252,15.90674667,1
1.19,235157.38,1220.67,2.30252,15.90674667,1
0.51,252578.57,1329.21,2.799949622,16.44955919,0
0.46,252578.57,1329.21,2.799949622,16.44955919,0
0.5,252578.57,1329.21,2.799949622,16.44955919,0
0.28,252578.57,1329.21,2.799949622,16.44955919,0
0.37,252578.57,1329.21,2.799949622,16.44955919,0
0.42,252578.57,1329.21,2.799949622,16.44955919,0
0.28,252578.57,1329.21,2.799949622,16.44955919,0
0.37,252578.57,1329.21,2.799949622,16.44955919,0
0.33,252578.57,1329.21,2.799949622,16.44955919,0
0.27,252578.57,1329.21,2.799949622,16.44955919,0
0.28,252578.57,1329.21,2.799949622,16.44955919,0
0.35,252578.57,1329.21,2.799949622,16.44955919,0
0.42,252578.57,1329.21,2.799949622,16.44955919,0
0.3,252578.57,1329.21,2.799949622,16.44955919,0
0.3,252578.57,1329.21,2.799949622,16.44955919,0
0.29,252578.57,1329.21,2.799949622,16.44955919,0
1.77,353897.08,1806.36,1.565556545,14.90361532,1
1.88,353897.08,1806.36,1.565556545,14.90361532,1
1.91,353897.08,1806.36,1.565556545,14.90361532,1
1.76,353897.08,1806.36,1.565556545,14.90361532,1
1.68,353897.08,1806.36,1.565556545,14.90361532,1
1.91,353897.08,1806.36,1.565556545,14.90361532,1
1.92,353897.08,1806.36,1.565556545,14.90361532,1
1.72,353897.08,1806.36,1.565556545,14.90361532,1
2,353897.08,1806.36,1.565556545,14.90361532,1
1.76,353897.08,1806.36,1.565556545,14.90361532,1
1.79,353897.08,1806.36,1.565556545,14.90361532,1
1.64,353897.08,1806.36,1.565556545,14.90361532,1
1.88,353897.08,1806.36,1.565556545,14.90361532,1
1.6,353897.08,1806.36,1.565556545,14.90361532,1
1.81,353897.08,1806.36,1.565556545,14.90361532,1
1.82,353897.08,1806.36,1.565556545,14.90361532,1
1.58,353897.08,1806.36,1.565556545,14.90361532,1
1.63,353897.08,1806.36,1.565556545,14.90361532,1
1.37,370757.16,1876.98,1.986993127,15.33130584,1
1.15,370757.16,1876.98,1.986993127,15.33130584,1
1.36,370757.16,1876.98,1.986993127,15.33130584,1
1.13,370757.16,1876.98,1.986993127,15.33130584,1
1.27,370757.16,1876.98,1.986993127,15.33130584,1
1.13,370757.16,1876.98,1.986993127,15.33130584,1
1.05,370757.16,1876.98,1.986993127,15.33130584,1
1.14,370757.16,1876.98,1.986993127,15.33130584,1
1.1,370757.16,1876.98,1.986993127,15.33130584,1
1,370757.16,1876.98,1.986993127,15.33130584,1
0.99,370757.16,1876.98,1.986993127,15.33130584,1
0.83,370757.16,1876.98,1.986993127,15.33130584,1
0.91,370757.16,1876.98,1.986993127,15.33130584,1
1.02,370757.16,1876.98,1.986993127,15.33130584,1
1.29,370757.16,1876.98,1.986993127,15.33130584,1
1.28,370757.16,1876.98,1.986993127,15.33130584,1
1.04,370757.16,1876.98,1.986993127,15.33130584,1
0.99,370757.16,1876.98,1.986993127,15.33130584,1
2.05,134988.47,586.86,1.722572115,15.74992788,1
1.89,134988.47,586.86,1.722572115,15.74992788,1
1.83,134988.47,586.86,1.722572115,15.74992788,1
1.83,134988.47,586.86,1.722572115,15.74992788,1
1.74,134988.47,586.86,1.722572115,15.74992788,1
1.93,134988.47,586.86,1.722572115,15.74992788,1
1.82,134988.47,586.86,1.722572115,15.74992788,1
1.74,134988.47,586.86,1.722572115,15.74992788,1
1.75,134988.47,586.86,1.722572115,15.74992788,1
1.59,134988.47,586.86,1.722572115,15.74992788,1
1.73,134988.47,586.86,1.722572115,15.74992788,1
1.71,134988.47,586.86,1.722572115,15.74992788,1
1.69,134988.47,586.86,1.722572115,15.74992788,1
1.71,134988.47,586.86,1.722572115,15.74992788,1
1.73,134988.47,586.86,1.722572115,15.74992788,1
1.56,134988.47,586.86,1.722572115,15.74992788,1
1.6,134988.47,586.86,1.722572115,15.74992788,1
1.69,134988.47,586.86,1.722572115,15.74992788,1
1.96,134988.47,586.86,1.722572115,15.74992788,1
2.04,134988.47,586.86,1.722572115,15.74992788,1
1.91,134988.47,586.86,1.722572115,15.74992788,1
1.8,134988.47,586.86,1.722572115,15.74992788,1
1.93,134988.47,586.86,1.722572115,15.74992788,1
1.84,134988.47,586.86,1.722572115,15.74992788,1
1.78,134988.47,586.86,1.722572115,15.74992788,1
1.75,134988.47,586.86,1.722572115,15.74992788,1
1.75,134988.47,586.86,1.722572115,15.74992788,1
1.56,148939.3,648.64,2.477483296,16.50721604,1
1.56,148939.3,648.64,2.477483296,16.50721604,1
1.44,148939.3,648.64,2.477483296,16.50721604,1
1.35,148939.3,648.64,2.477483296,16.50721604,1
1.28,148939.3,648.64,2.477483296,16.50721604,1
1.32,148939.3,648.64,2.477483296,16.50721604,1
1.35,148939.3,648.64,2.477483296,16.50721604,1
1.28,148939.3,648.64,2.477483296,16.50721604,1
1.3,148939.3,648.64,2.477483296,16.50721604,1
1.32,148939.3,648.64,2.477483296,16.50721604,1
1.27,148939.3,648.64,2.477483296,16.50721604,1
1.3,148939.3,648.64,2.477483296,16.50721604,1
1.28,148939.3,648.64,2.477483296,16.50721604,1
1.34,148939.3,648.64,2.477483296,16.50721604,1
1.26,148939.3,648.64,2.477483296,16.50721604,1
1.24,148939.3,648.64,2.477483296,16.50721604,1
1.2,148939.3,648.64,2.477483296,16.50721604,1
1.07,148939.3,648.64,2.477483296,16.50721604,1
1.45,148939.3,648.64,2.477483296,16.50721604,1
1.32,148939.3,648.64,2.477483296,16.50721604,1
1.5,148939.3,648.64,2.477483296,16.50721604,1
1.43,148939.3,648.64,2.477483296,16.50721604,1
1.41,148939.3,648.64,2.477483296,16.50721604,1
1.39,148939.3,648.64,2.477483296,16.50721604,1
1.35,148939.3,648.64,2.477483296,16.50721604,1
1.31,148939.3,648.64,2.477483296,16.50721604,1
1.22,148939.3,648.64,2.477483296,16.50721604,1
1.14,164310.96,706.54,3.235594262,17.35893443,1
0.93,164310.96,706.54,3.235594262,17.35893443,1
0.92,164310.96,706.54,3.235594262,17.35893443,1
0.87,164310.96,706.54,3.235594262,17.35893443,1
0.91,164310.96,706.54,3.235594262,17.35893443,1
0.99,164310.96,706.54,3.235594262,17.35893443,1
0.86,164310.96,706.54,3.235594262,17.35893443,1
0.82,164310.96,706.54,3.235594262,17.35893443,1
0.94,164310.96,706.54,3.235594262,17.35893443,1
0.91,164310.96,706.54,3.235594262,17.35893443,1
0.89,164310.96,706.54,3.235594262,17.35893443,1
0.86,164310.96,706.54,3.235594262,17.35893443,1
0.8,164310.96,706.54,3.235594262,17.35893443,1
0.87,164310.96,706.54,3.235594262,17.35893443,1
0.72,164310.96,706.54,3.235594262,17.35893443,0
0.78,164310.96,706.54,3.235594262,17.35893443,1
0.63,164310.96,706.54,3.235594262,17.35893443,0
0.65,164310.96,706.54,3.235594262,17.35893443,0
0.97,164310.96,706.54,3.235594262,17.35893443,1
0.95,164310.96,706.54,3.235594262,17.35893443,1
0.86,164310.96,706.54,3.235594262,17.35893443,1
0.87,164310.96,706.54,3.235594262,17.35893443,1
0.92,164310.96,706.54,3.235594262,17.35893443,1
0.85,164310.96,706.54,3.235594262,17.35893443,1
0.91,164310.96,706.54,3.235594262,17.35893443,1
0.98,164310.96,706.54,3.235594262,17.35893443,1
0.72,164310.96,706.54,3.235594262,17.35893443,0
1.69,248839.2,1278.45,1.298448718,15.25557692,1
1.65,248839.2,1278.45,1.298448718,15.25557692,1
1.71,248839.2,1278.45,1.298448718,15.25557692,1
1.63,248839.2,1278.45,1.298448718,15.25557692,1
1.56,248839.2,1278.45,1.298448718,15.25557692,1
1.66,248839.2,1278.45,1.298448718,15.25557692,1
1.66,248839.2,1278.45,1.298448718,15.25557692,1
1.58,248839.2,1278.45,1.298448718,15.25557692,1
1.67,248839.2,1278.45,1.298448718,15.25557692,1
1.52,248839.2,1278.45,1.298448718,15.25557692,1
1.53,248839.2,1278.45,1.298448718,15.25557692,1
1.51,248839.2,1278.45,1.298448718,15.25557692,1
1.56,248839.2,1278.45,1.298448718,15.25557692,1
1.42,248839.2,1278.45,1.298448718,15.25557692,1
1.43,248839.2,1278.45,1.298448718,15.25557692,1
1.44,248839.2,1278.45,1.298448718,15.25557692,1
1.39,248839.2,1278.45,1.298448718,15.25557692,1
1.31,248839.2,1278.45,1.298448718,15.25557692,1
1.65,248839.2,1278.45,1.298448718,15.25557692,1
1.66,248839.2,1278.45,1.298448718,15.25557692,1
1.61,248839.2,1278.45,1.298448718,15.25557692,1
1.58,248839.2,1278.45,1.298448718,15.25557692,1
1.43,248839.2,1278.45,1.298448718,15.25557692,1
1.55,248839.2,1278.45,1.298448718,15.25557692,1
1.52,248839.2,1278.45,1.298448718,15.25557692,1
1.65,248839.2,1278.45,1.298448718,15.25557692,1
1.47,248839.2,1278.45,1.298448718,15.25557692,1
1.27,259475.3,1311.44,1.75715528,15.70443478,1
1.42,259475.3,1311.44,1.75715528,15.70443478,1
1.27,259475.3,1311.44,1.75715528,15.70443478,1
1.35,259475.3,1311.44,1.75715528,15.70443478,1
1.43,259475.3,1311.44,1.75715528,15.70443478,1
1.29,259475.3,1311.44,1.75715528,15.70443478,1
1.31,259475.3,1311.44,1.75715528,15.70443478,1
1.33,259475.3,1311.44,1.75715528,15.70443478,1
1.37,259475.3,1311.44,1.75715528,15.70443478,1
1.45,259475.3,1311.44,1.75715528,15.70443478,1
1.32,259475.3,1311.44,1.75715528,15.70443478,1
1.28,259475.3,1311.44,1.75715528,15.70443478,1
1.33,259475.3,1311.44,1.75715528,15.70443478,1
1.03,259475.3,1311.44,1.75715528,15.70443478,1
1.24,259475.3,1311.44,1.75715528,15.70443478,1
1.21,259475.3,1311.44,1.75715528,15.70443478,1
1.07,259475.3,1311.44,1.75715528,15.70443478,1
1.07,259475.3,1311.44,1.75715528,15.70443478,1
1.5,259475.3,1311.44,1.75715528,15.70443478,1
1.44,259475.3,1311.44,1.75715528,15.70443478,1
1.44,259475.3,1311.44,1.75715528,15.70443478,1
1.37,259475.3,1311.44,1.75715528,15.70443478,1
1.33,259475.3,1311.44,1.75715528,15.70443478,1
1.18,259475.3,1311.44,1.75715528,15.70443478,1
1.14,259475.3,1311.44,1.75715528,15.70443478,1
1.31,259475.3,1311.44,1.75715528,15.70443478,1
1.1,259475.3,1311.44,1.75715528,15.70443478,1
2.7,239849.93,1192.41,1.723591088,15.44668414,2
2.69,239849.93,1192.41,1.723591088,15.44668414,2
2.44,239849.93,1192.41,1.723591088,15.44668414,2
2.52,239849.93,1192.41,1.723591088,15.44668414,2
2.29,239849.93,1192.41,1.723591088,15.44668414,2
2.48,239849.93,1192.41,1.723591088,15.44668414,2
2.39,239849.93,1192.41,1.723591088,15.44668414,2
2.51,239849.93,1192.41,1.723591088,15.44668414,2
2.5,239849.93,1192.41,1.723591088,15.44668414,2
2.23,239849.93,1192.41,1.723591088,15.44668414,2
1.32,251430.87,1312.61,2.177777778,15.88532828,1
1.39,251430.87,1312.61,2.177777778,15.88532828,1
1.32,251430.87,1312.61,2.177777778,15.88532828,1
1.25,251430.87,1312.61,2.177777778,15.88532828,1
1.25,251430.87,1312.61,2.177777778,15.88532828,1
1.25,251430.87,1312.61,2.177777778,15.88532828,1
1.13,251430.87,1312.61,2.177777778,15.88532828,1
1.06,251430.87,1312.61,2.177777778,15.88532828,1
1.17,251430.87,1312.61,2.177777778,15.88532828,1
1.08,251430.87,1312.61,2.177777778,15.88532828,1
1.33,275678.28,1452.55,3.20396028,16.94718458,1
1.3,275678.28,1452.55,3.20396028,16.94718458,1
1.15,275678.28,1452.55,3.20396028,16.94718458,1
1.06,275678.28,1452.55,3.20396028,16.94718458,1
1.09,275678.28,1452.55,3.20396028,16.94718458,1
1.11,275678.28,1452.55,3.20396028,16.94718458,1
1.02,275678.28,1452.55,3.20396028,16.94718458,1
0.88,275678.28,1452.55,3.20396028,16.94718458,1
1.05,275678.28,1452.55,3.20396028,16.94718458,1
1.01,275678.28,1452.55,3.20396028,16.94718458,1
2.47,357756.5,1845.79,1.246042216,15.023219,2
2.49,357756.5,1845.79,1.246042216,15.023219,2
2.54,357756.5,1845.79,1.246042216,15.023219,2
2.41,357756.5,1845.79,1.246042216,15.023219,2
2.36,357756.5,1845.79,1.246042216,15.023219,2
2.36,357756.5,1845.79,1.246042216,15.023219,2
2.39,357756.5,1845.79,1.246042216,15.023219,2
2.51,357756.5,1845.79,1.246042216,15.023219,2
2.43,357756.5,1845.79,1.246042216,15.023219,2
2.31,357756.5,1845.79,1.246042216,15.023219,2
3.15,357756.5,1845.79,1.246042216,15.023219,2
3.08,357756.5,1845.79,1.246042216,15.023219,2
2.92,357756.5,1845.79,1.246042216,15.023219,2
3.21,357756.5,1845.79,1.246042216,15.023219,2
3.13,357756.5,1845.79,1.246042216,15.023219,2
2.96,357756.5,1845.79,1.246042216,15.023219,2
3.07,357756.5,1845.79,1.246042216,15.023219,2
2.85,357756.5,1845.79,1.246042216,15.023219,2
2.84,357756.5,1845.79,1.246042216,15.023219,2
2.45,357756.5,1845.79,1.246042216,15.023219,2
1.23,369445.72,1888.13,1.502534364,15.29762887,1
1.35,369445.72,1888.13,1.502534364,15.29762887,1
1.29,369445.72,1888.13,1.502534364,15.29762887,1
1.16,369445.72,1888.13,1.502534364,15.29762887,1
1.11,369445.72,1888.13,1.502534364,15.29762887,1
1.24,369445.72,1888.13,1.502534364,15.29762887,1
1.02,369445.72,1888.13,1.502534364,15.29762887,1
1.01,369445.72,1888.13,1.502534364,15.29762887,1
0.94,369445.72,1888.13,1.502534364,15.29762887,1
1.07,369445.72,1888.13,1.502534364,15.29762887,1
2.23,369445.72,1888.13,1.502534364,15.29762887,2
2.18,369445.72,1888.13,1.502534364,15.29762887,1
2.14,369445.72,1888.13,1.502534364,15.29762887,1
2.12,369445.72,1888.13,1.502534364,15.29762887,1
2.01,369445.72,1888.13,1.502534364,15.29762887,1
2.03,369445.72,1888.13,1.502534364,15.29762887,1
1.87,369445.72,1888.13,1.502534364,15.29762887,1
1.89,369445.72,1888.13,1.502534364,15.29762887,1
1.95,369445.72,1888.13,1.502534364,15.29762887,1
1.11,369445.72,1888.13,1.502534364,15.29762887,1
0.74,382738.95,2015.18,1.933208333,15.74051667,0
0.68,382738.95,2015.18,1.933208333,15.74051667,0
0.91,382738.95,2015.18,1.933208333,15.74051667,1
0.75,382738.95,2015.18,1.933208333,15.74051667,0
0.73,382738.95,2015.18,1.933208333,15.74051667,0
0.74,382738.95,2015.18,1.933208333,15.74051667,0
0.7,382738.95,2015.18,1.933208333,15.74051667,0
0.66,382738.95,2015.18,1.933208333,15.74051667,0
0.58,382738.95,2015.18,1.933208333,15.74051667,0
0.67,382738.95,2015.18,1.933208333,15.74051667,0
0.64,382738.95,2015.18,1.933208333,15.74051667,0
2.04,382738.95,2015.18,1.933208333,15.74051667,1
1.87,382738.95,2015.18,1.933208333,15.74051667,1
1.92,382738.95,2015.18,1.933208333,15.74051667,1
1.77,382738.95,2015.18,1.933208333,15.74051667,1
1.87,382738.95,2015.18,1.933208333,15.74051667,1
1.66,382738.95,2015.18,1.933208333,15.74051667,1
1.71,382738.95,2015.18,1.933208333,15.74051667,1
1.81,382738.95,2015.18,1.933208333,15.74051667,1
1.61,382738.95,2015.18,1.933208333,15.74051667,1
2.09,245193.99,1312.92,0.373350649,14.01168831,1
1.82,245193.99,1312.92,0.373350649,14.01168831,1
1.91,245193.99,1312.92,0.373350649,14.01168831,1
1.69,245193.99,1312.92,0.373350649,14.01168831,1
1.76,245193.99,1312.92,0.373350649,14.01168831,1
1.81,245193.99,1312.92,0.373350649,14.01168831,1
1.87,245193.99,1312.92,0.373350649,14.01168831,1
1.68,245193.99,1312.92,0.373350649,14.01168831,1
1.59,245193.99,1312.92,0.373350649,14.01168831,1
0.87,255327.21,1389.19,0.76348808,14.37430364,1
0.66,255327.21,1389.19,0.76348808,14.37430364,0
0.6,255327.21,1389.19,0.76348808,14.37430364,0
0.52,255327.21,1389.19,0.76348808,14.37430364,0
0.54,255327.21,1389.19,0.76348808,14.37430364,0
0.56,255327.21,1389.19,0.76348808,14.37430364,0
0.55,255327.21,1389.19,0.76348808,14.37430364,0
0.62,255327.21,1389.19,0.76348808,14.37430364,0
0.37,255327.21,1389.19,0.76348808,14.37430364,0
2.4,351467.16,2068.82,0.281737589,13.3341578,2
2.73,351467.16,2068.82,0.281737589,13.3341578,2
2.64,351467.16,2068.82,0.281737589,13.3341578,2
2.71,351467.16,2068.82,0.281737589,13.3341578,2
2.72,351467.16,2068.82,0.281737589,13.3341578,2
2.66,351467.16,2068.82,0.281737589,13.3341578,2
2.62,351467.16,2068.82,0.281737589,13.3341578,2
2.53,351467.16,2068.82,0.281737589,13.3341578,2
2.66,351467.16,2068.82,0.281737589,13.3341578,2
3.47,363131.14,2282.19,0.629956897,13.65096552,2
3.34,363131.14,2282.19,0.629956897,13.65096552,2
3.36,363131.14,2282.19,0.629956897,13.65096552,2
3.3,363131.14,2282.19,0.629956897,13.65096552,2
3.38,363131.14,2282.19,0.629956897,13.65096552,2
3.33,363131.14,2282.19,0.629956897,13.65096552,2
3.26,363131.14,2282.19,0.629956897,13.65096552,2
3.26,363131.14,2282.19,0.629956897,13.65096552,2
3.3,363131.14,2282.19,0.629956897,13.65096552,2
1.79,375466.6,2402.95,1.029689337,14.05821159,1
1.7,375466.6,2402.95,1.029689337,14.05821159,1
1.72,375466.6,2402.95,1.029689337,14.05821159,1
1.66,375466.6,2402.95,1.029689337,14.05821159,1
1.59,375466.6,2402.95,1.029689337,14.05821159,1
1.68,375466.6,2402.95,1.029689337,14.05821159,1
1.5,375466.6,2402.95,1.029689337,14.05821159,1
1.69,375466.6,2402.95,1.029689337,14.05821159,1
1.62,375466.6,2402.95,1.029689337,14.05821159,1
2.51,126722.9,943.09,1.091831683,13.2044802,2
2.76,126722.9,943.09,1.091831683,13.2044802,2
2.82,126722.9,943.09,1.091831683,13.2044802,2
2.61,126722.9,943.09,1.091831683,13.2044802,2
2.58,126722.9,943.09,1.091831683,13.2044802,2
2.65,126722.9,943.09,1.091831683,13.2044802,2
2.49,126722.9,943.09,1.091831683,13.2044802,2
2.53,126722.9,943.09,1.091831683,13.2044802,2
2.67,126722.9,943.09,1.091831683,13.2044802,2
2.42,126722.9,943.09,1.091831683,13.2044802,2
2.17,139066.58,1127.8,2.31826484,14.39785388,1
1.84,139066.58,1127.8,2.31826484,14.39785388,1
1.72,139066.58,1127.8,2.31826484,14.39785388,1
1.96,139066.58,1127.8,2.31826484,14.39785388,1
1.84,139066.58,1127.8,2.31826484,14.39785388,1
1.62,139066.58,1127.8,2.31826484,14.39785388,1
1.67,139066.58,1127.8,2.31826484,14.39785388,1
1.68,139066.58,1127.8,2.31826484,14.39785388,1
1.6,139066.58,1127.8,2.31826484,14.39785388,1
1.49,139066.58,1127.8,2.31826484,14.39785388,1
2.33,151489.05,1207.41,3.256808511,15.44740426,2
2.1,151489.05,1207.41,3.256808511,15.44740426,1
1.98,151489.05,1207.41,3.256808511,15.44740426,1
1.88,151489.05,1207.41,3.256808511,15.44740426,1
1.95,151489.05,1207.41,3.256808511,15.44740426,1
1.84,151489.05,1207.41,3.256808511,15.44740426,1
1.81,151489.05,1207.41,3.256808511,15.44740426,1
1.76,151489.05,1207.41,3.256808511,15.44740426,1
1.64,151489.05,1207.41,3.256808511,15.44740426,1
1.7,151489.05,1207.41,3.256808511,15.44740426,1
