Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
1.32,1125,353675.05,2161.05,3.123339254,15.75022202
1.31,1125,353675.05,2161.05,3.123339254,15.75022202
1.22,1125,353675.05,2161.05,3.123339254,15.75022202
1.26,1125,353675.05,2161.05,3.123339254,15.75022202
1.23,1125,353675.05,2161.05,3.123339254,15.75022202
1.3,1125,353675.05,2161.05,3.123339254,15.75022202
1.23,1125,353675.05,2161.05,3.123339254,15.75022202
1.29,1125,353675.05,2161.05,3.123339254,15.75022202
1.33,1125,353675.05,2161.05,3.123339254,15.75022202
1.22,1125,353675.05,2161.05,3.123339254,15.75022202
1.24,1125,353675.05,2161.05,3.123339254,15.75022202
1.24,1125,353675.05,2161.05,3.123339254,15.75022202
1.12,1125,353675.05,2161.05,3.123339254,15.75022202
1.08,1125,353675.05,2161.05,3.123339254,15.75022202
1.29,1125,353675.05,2161.05,3.123339254,15.75022202
1.24,1125,353675.05,2161.05,3.123339254,15.75022202
1.12,1125,353675.05,2161.05,3.123339254,15.75022202
1.06,1125,353675.05,2161.05,3.123339254,15.75022202
1.31,1125,353675.05,2161.05,3.123339254,15.75022202
1.21,1125,353675.05,2161.05,3.123339254,15.75022202
1.2,1125,353675.05,2161.05,3.123339254,15.75022202
1.33,1125,353675.05,2161.05,3.123339254,15.75022202
1.03,1125,353675.05,2161.05,3.123339254,15.75022202
1.2,1163,368592.85,2298.69,3.430704467,16.07037801
1.15,1163,368592.85,2298.69,3.430704467,16.07037801
1.24,1163,368592.85,2298.69,3.430704467,16.07037801
1.22,1163,368592.85,2298.69,3.430704467,16.07037801
1.17,1163,368592.85,2298.69,3.430704467,16.07037801
1.19,1163,368592.85,2298.69,3.430704467,16.07037801
1.18,1163,368592.85,2298.69,3.430704467,16.07037801
1.14,1163,368592.85,2298.69,3.430704467,16.07037801
1.14,1163,368592.85,2298.69,3.430704467,16.07037801
1.16,1163,368592.85,2298.69,3.430704467,16.07037801
1.18,1163,368592.85,2298.69,3.430704467,16.07037801
1.13,1163,368592.85,2298.69,3.430704467,16.07037801
1.12,1163,368592.85,2298.69,3.430704467,16.07037801
1.12,1163,368592.85,2298.69,3.430704467,16.07037801
1.09,1163,368592.85,2298.69,3.430704467,16.07037801
1.16,1163,368592.85,2298.69,3.430704467,16.07037801
1.14,1163,368592.85,2298.69,3.430704467,16.07037801
1.15,1163,368592.85,2298.69,3.430704467,16.07037801
1.11,1163,368592.85,2298.69,3.430704467,16.07037801
1.23,1163,368592.85,2298.69,3.430704467,16.07037801
1.13,1163,368592.85,2298.69,3.430704467,16.07037801
1.12,1163,368592.85,2298.69,3.430704467,16.07037801
1.03,1163,368592.85,2298.69,3.430704467,16.07037801
1.07,1163,368592.85,2298.69,3.430704467,16.07037801
1.08,1163,368592.85,2298.69,3.430704467,16.07037801
1,1163,368592.85,2298.69,3.430704467,16.07037801
1.19,1163,368592.85,2298.69,3.430704467,16.07037801
1.23,1163,368592.85,2298.69,3.430704467,16.07037801
1.13,1163,368592.85,2298.69,3.430704467,16.07037801
1.11,1163,368592.85,2298.69,3.430704467,16.07037801
1.07,1163,368592.85,2298.69,3.430704467,16.07037801
1.55,1190,378364.79,2362.68,3.738790932,16.35102435
1.55,1190,378364.79,2362.68,3.738790932,16.35102435
1.48,1190,378364.79,2362.68,3.738790932,16.35102435
1.44,1190,378364.79,2362.68,3.738790932,16.35102435
1.58,1190,378364.79,2362.68,3.738790932,16.35102435
1.5,1190,378364.79,2362.68,3.738790932,16.35102435
1.54,1190,378364.79,2362.68,3.738790932,16.35102435
1.43,1190,378364.79,2362.68,3.738790932,16.35102435
1.52,1190,378364.79,2362.68,3.738790932,16.35102435
1.4,1190,378364.79,2362.68,3.738790932,16.35102435
1.47,1190,378364.79,2362.68,3.738790932,16.35102435
1.44,1190,378364.79,2362.68,3.738790932,16.35102435
1.54,1190,378364.79,2362.68,3.738790932,16.35102435
1.42,1190,378364.79,2362.68,3.738790932,16.35102435
1.48,1190,378364.79,2362.68,3.738790932,16.35102435
1.52,1190,378364.79,2362.68,3.738790932,16.35102435
1.39,1190,378364.79,2362.68,3.738790932,16.35102435
1.48,1190,378364.79,2362.68,3.738790932,16.35102435
1.45,1190,378364.79,2362.68,3.738790932,16.35102435
1.53,1190,378364.79,2362.68,3.738790932,16.35102435
1.41,1190,378364.79,2362.68,3.738790932,16.35102435
1.52,1190,378364.79,2362.68,3.738790932,16.35102435
1.49,1190,378364.79,2362.68,3.738790932,16.35102435
1.43,1190,378364.79,2362.68,3.738790932,16.35102435
1.45,1190,378364.79,2362.68,3.738790932,16.35102435
1.44,1190,378364.79,2362.68,3.738790932,16.35102435
1.57,1190,378364.79,2362.68,3.738790932,16.35102435
1.56,1190,378364.79,2362.68,3.738790932,16.35102435
1.47,1190,378364.79,2362.68,3.738790932,16.35102435
1.45,1190,378364.79,2362.68,3.738790932,16.35102435
1.35,1190,378364.79,2362.68,3.738790932,16.35102435
0.61,1223,390791.26,2451.11,4.072745098,16.68990196
0.61,1223,390791.26,2451.11,4.072745098,16.68990196
0.67,1223,390791.26,2451.11,4.072745098,16.68990196
0.57,1223,390791.26,2451.11,4.072745098,16.68990196
0.61,1223,390791.26,2451.11,4.072745098,16.68990196
0.6,1223,390791.26,2451.11,4.072745098,16.68990196
0.68,1223,390791.26,2451.11,4.072745098,16.68990196
0.6,1223,390791.26,2451.11,4.072745098,16.68990196
0.6,1223,390791.26,2451.11,4.072745098,16.68990196
0.61,1223,390791.26,2451.11,4.072745098,16.68990196
0.54,1223,390791.26,2451.11,4.072745098,16.68990196
0.56,1223,390791.26,2451.11,4.072745098,16.68990196
0.56,1223,390791.26,2451.11,4.072745098,16.68990196
0.55,1223,390791.26,2451.11,4.072745098,16.68990196
0.53,1223,390791.26,2451.11,4.072745098,16.68990196
0.63,1223,390791.26,2451.11,4.072745098,16.68990196
0.63,1223,390791.26,2451.11,4.072745098,16.68990196
0.52,1223,390791.26,2451.11,4.072745098,16.68990196
0.53,1223,390791.26,2451.11,4.072745098,16.68990196
0.63,1223,390791.26,2451.11,4.072745098,16.68990196
0.55,1223,390791.26,2451.11,4.072745098,16.68990196
0.6,1223,390791.26,2451.11,4.072745098,16.68990196
0.55,1223,390791.26,2451.11,4.072745098,16.68990196
0.52,1223,390791.26,2451.11,4.072745098,16.68990196
0.6,1223,390791.26,2451.11,4.072745098,16.68990196
0.59,1223,390791.26,2451.11,4.072745098,16.68990196
0.63,1223,390791.26,2451.11,4.072745098,16.68990196
0.6,1223,390791.26,2451.11,4.072745098,16.68990196
0.56,1223,390791.26,2451.11,4.072745098,16.68990196
0.53,1223,390791.26,2451.11,4.072745098,16.68990196
0.54,1223,390791.26,2451.11,4.072745098,16.68990196
1.89,395,126696.15,853.02,1.696792929,13.91760101
1.86,395,126696.15,853.02,1.696792929,13.91760101
1.74,395,126696.15,853.02,1.696792929,13.91760101
1.75,395,126696.15,853.02,1.696792929,13.91760101
1.79,395,126696.15,853.02,1.696792929,13.91760101
1.69,395,126696.15,853.02,1.696792929,13.91760101
1.77,395,126696.15,853.02,1.696792929,13.91760101
1.57,395,126696.15,853.02,1.696792929,13.91760101
1.84,395,126696.15,853.02,1.696792929,13.91760101
1.65,395,126696.15,853.02,1.696792929,13.91760101
1.68,395,126696.15,853.02,1.696792929,13.91760101
1.88,395,126696.15,853.02,1.696792929,13.91760101
1.87,395,126696.15,853.02,1.696792929,13.91760101
1.71,395,126696.15,853.02,1.696792929,13.91760101
1.81,395,126696.15,853.02,1.696792929,13.91760101
1.88,395,126696.15,853.02,1.696792929,13.91760101
1.78,395,126696.15,853.02,1.696792929,13.91760101
1.71,395,126696.15,853.02,1.696792929,13.91760101
1.73,395,126696.15,853.02,1.696792929,13.91760101
1.79,395,126696.15,853.02,1.696792929,13.91760101
1.78,395,126696.15,853.02,1.696792929,13.91760101
1.82,395,126696.15,853.02,1.696792929,13.91760101
1.77,395,126696.15,853.02,1.696792929,13.91760101
1.89,395,126696.15,853.02,1.696792929,13.91760101
1.63,395,126696.15,853.02,1.696792929,13.91760101
2.78,438,143767.6,950.08,2.944943052,15.24603645
2.77,438,143767.6,950.08,2.944943052,15.24603645
2.82,438,143767.6,950.08,2.944943052,15.24603645
2.75,438,143767.6,950.08,2.944943052,15.24603645
2.77,438,143767.6,950.08,2.944943052,15.24603645
2.66,438,143767.6,950.08,2.944943052,15.24603645
2.63,438,143767.6,950.08,2.944943052,15.24603645
2.65,438,143767.6,950.08,2.944943052,15.24603645
2.54,438,143767.6,950.08,2.944943052,15.24603645
2.53,438,143767.6,950.08,2.944943052,15.24603645
2.59,438,143767.6,950.08,2.944943052,15.24603645
2.52,438,143767.6,950.08,2.944943052,15.24603645
2.44,438,143767.6,950.08,2.944943052,15.24603645
2.33,438,143767.6,950.08,2.944943052,15.24603645
2.41,438,143767.6,950.08,2.944943052,15.24603645
2.73,438,143767.6,950.08,2.944943052,15.24603645
2.63,438,143767.6,950.08,2.944943052,15.24603645
2.71,438,143767.6,950.08,2.944943052,15.24603645
2.52,438,143767.6,950.08,2.944943052,15.24603645
2.56,438,143767.6,950.08,2.944943052,15.24603645
2.38,438,143767.6,950.08,2.944943052,15.24603645
2.52,438,143767.6,950.08,2.944943052,15.24603645
2.41,438,143767.6,950.08,2.944943052,15.24603645
2.3,438,143767.6,950.08,2.944943052,15.24603645
2.21,438,143767.6,950.08,2.944943052,15.24603645
1.17,465,152893.15,1063.42,3.927038627,16.12427039
1.05,465,152893.15,1063.42,3.927038627,16.12427039
1.03,465,152893.15,1063.42,3.927038627,16.12427039
0.96,465,152893.15,1063.42,3.927038627,16.12427039
1.05,465,152893.15,1063.42,3.927038627,16.12427039
0.97,465,152893.15,1063.42,3.927038627,16.12427039
0.94,465,152893.15,1063.42,3.927038627,16.12427039
1.02,465,152893.15,1063.42,3.927038627,16.12427039
0.92,465,152893.15,1063.42,3.927038627,16.12427039
1.05,465,152893.15,1063.42,3.927038627,16.12427039
0.9,465,152893.15,1063.42,3.927038627,16.12427039
0.92,465,152893.15,1063.42,3.927038627,16.12427039
0.91,465,152893.15,1063.42,3.927038627,16.12427039
0.86,465,152893.15,1063.42,3.927038627,16.12427039
0.86,465,152893.15,1063.42,3.927038627,16.12427039
1.03,465,152893.15,1063.42,3.927038627,16.12427039
1.06,465,152893.15,1063.42,3.927038627,16.12427039
1.01,465,152893.15,1063.42,3.927038627,16.12427039
1.02,465,152893.15,1063.42,3.927038627,16.12427039
0.97,465,152893.15,1063.42,3.927038627,16.12427039
0.99,465,152893.15,1063.42,3.927038627,16.12427039
0.94,465,152893.15,1063.42,3.927038627,16.12427039
0.98,465,152893.15,1063.42,3.927038627,16.12427039
0.83,465,152893.15,1063.42,3.927038627,16.12427039
0.91,465,152893.15,1063.42,3.927038627,16.12427039
1.22,514,170701.59,1159.48,4.738718447,16.96141748
1.07,514,170701.59,1159.48,4.738718447,16.96141748
1.03,514,170701.59,1159.48,4.738718447,16.96141748
1.07,514,170701.59,1159.48,4.738718447,16.96141748
0.99,514,170701.59,1159.48,4.738718447,16.96141748
1.03,514,170701.59,1159.48,4.738718447,16.96141748
0.89,514,170701.59,1159.48,4.738718447,16.96141748
1.1,514,170701.59,1159.48,4.738718447,16.96141748
0.83,514,170701.59,1159.48,4.738718447,16.96141748
0.96,514,170701.59,1159.48,4.738718447,16.96141748
0.89,514,170701.59,1159.48,4.738718447,16.96141748
0.77,514,170701.59,1159.48,4.738718447,16.96141748
0.7,514,170701.59,1159.48,4.738718447,16.96141748
0.81,514,170701.59,1159.48,4.738718447,16.96141748
0.71,514,170701.59,1159.48,4.738718447,16.96141748
0.99,514,170701.59,1159.48,4.738718447,16.96141748
1.16,514,170701.59,1159.48,4.738718447,16.96141748
1.13,514,170701.59,1159.48,4.738718447,16.96141748
0.94,514,170701.59,1159.48,4.738718447,16.96141748
0.95,514,170701.59,1159.48,4.738718447,16.96141748
0.84,514,170701.59,1159.48,4.738718447,16.96141748
0.84,514,170701.59,1159.48,4.738718447,16.96141748
0.81,514,170701.59,1159.48,4.738718447,16.96141748
0.6,514,170701.59,1159.48,4.738718447,16.96141748
0.85,514,170701.59,1159.48,4.738718447,16.96141748
1.77,762,241941.7,1490.04,2.185478375,14.8825557
1.65,762,241941.7,1490.04,2.185478375,14.8825557
1.6,762,241941.7,1490.04,2.185478375,14.8825557
1.62,762,241941.7,1490.04,2.185478375,14.8825557
1.72,762,241941.7,1490.04,2.185478375,14.8825557
1.57,762,241941.7,1490.04,2.185478375,14.8825557
1.63,762,241941.7,1490.04,2.185478375,14.8825557
1.62,762,241941.7,1490.04,2.185478375,14.8825557
1.55,762,241941.7,1490.04,2.185478375,14.8825557
1.53,762,241941.7,1490.04,2.185478375,14.8825557
1.51,762,241941.7,1490.04,2.185478375,14.8825557
1.44,762,241941.7,1490.04,2.185478375,14.8825557
1.44,762,241941.7,1490.04,2.185478375,14.8825557
1.47,762,241941.7,1490.04,2.185478375,14.8825557
1.37,762,241941.7,1490.04,2.185478375,14.8825557
1.64,762,241941.7,1490.04,2.185478375,14.8825557
1.61,762,241941.7,1490.04,2.185478375,14.8825557
1.53,762,241941.7,1490.04,2.185478375,14.8825557
1.43,762,241941.7,1490.04,2.185478375,14.8825557
1.5,762,241941.7,1490.04,2.185478375,14.8825557
1.53,762,241941.7,1490.04,2.185478375,14.8825557
1.43,762,241941.7,1490.04,2.185478375,14.8825557
1.37,762,241941.7,1490.04,2.185478375,14.8825557
1.43,762,241941.7,1490.04,2.185478375,14.8825557
1.46,762,241941.7,1490.04,2.185478375,14.8825557
1.58,800,256533.54,1535.59,2.88886392,15.60709114
1.32,800,256533.54,1535.59,2.88886392,15.60709114
1.4,800,256533.54,1535.59,2.88886392,15.60709114
1.4,800,256533.54,1535.59,2.88886392,15.60709114
1.36,800,256533.54,1535.59,2.88886392,15.60709114
1.35,800,256533.54,1535.59,2.88886392,15.60709114
1.37,800,256533.54,1535.59,2.88886392,15.60709114
1.28,800,256533.54,1535.59,2.88886392,15.60709114
1.25,800,256533.54,1535.59,2.88886392,15.60709114
1.18,800,256533.54,1535.59,2.88886392,15.60709114
1.11,800,256533.54,1535.59,2.88886392,15.60709114
1.03,800,256533.54,1535.59,2.88886392,15.60709114
0.88,800,256533.54,1535.59,2.88886392,15.60709114
1.07,800,256533.54,1535.59,2.88886392,15.60709114
0.98,800,256533.54,1535.59,2.88886392,15.60709114
1.4,800,256533.54,1535.59,2.88886392,15.60709114
1.31,800,256533.54,1535.59,2.88886392,15.60709114
1.32,800,256533.54,1535.59,2.88886392,15.60709114
1.23,800,256533.54,1535.59,2.88886392,15.60709114
1.18,800,256533.54,1535.59,2.88886392,15.60709114
1.23,800,256533.54,1535.59,2.88886392,15.60709114
1.05,800,256533.54,1535.59,2.88886392,15.60709114
1.04,800,256533.54,1535.59,2.88886392,15.60709114
1.29,800,256533.54,1535.59,2.88886392,15.60709114
1.01,800,256533.54,1535.59,2.88886392,15.60709114
0.99,843,272886.01,1741.57,3.566220379,16.32546209
0.98,843,272886.01,1741.57,3.566220379,16.32546209
0.92,843,272886.01,1741.57,3.566220379,16.32546209
0.94,843,272886.01,1741.57,3.566220379,16.32546209
0.87,843,272886.01,1741.57,3.566220379,16.32546209
0.96,843,272886.01,1741.57,3.566220379,16.32546209
0.97,843,272886.01,1741.57,3.566220379,16.32546209
0.89,843,272886.01,1741.57,3.566220379,16.32546209
0.96,843,272886.01,1741.57,3.566220379,16.32546209
0.85,843,272886.01,1741.57,3.566220379,16.32546209
0.85,843,272886.01,1741.57,3.566220379,16.32546209
0.8,843,272886.01,1741.57,3.566220379,16.32546209
0.9,843,272886.01,1741.57,3.566220379,16.32546209
0.88,843,272886.01,1741.57,3.566220379,16.32546209
0.83,843,272886.01,1741.57,3.566220379,16.32546209
0.97,843,272886.01,1741.57,3.566220379,16.32546209
0.97,843,272886.01,1741.57,3.566220379,16.32546209
0.89,843,272886.01,1741.57,3.566220379,16.32546209
0.92,843,272886.01,1741.57,3.566220379,16.32546209
0.93,843,272886.01,1741.57,3.566220379,16.32546209
0.96,843,272886.01,1741.57,3.566220379,16.32546209
0.93,843,272886.01,1741.57,3.566220379,16.32546209
0.9,843,272886.01,1741.57,3.566220379,16.32546209
0.93,843,272886.01,1741.57,3.566220379,16.32546209
0.89,843,272886.01,1741.57,3.566220379,16.32546209
4.48,1125,354427.74,2166.76,2.118117229,14.88994671
4.44,1125,354427.74,2166.76,2.118117229,14.88994671
4.04,1125,354427.74,2166.76,2.118117229,14.88994671
4.25,1125,354427.74,2166.76,2.118117229,14.88994671
4.18,1125,354427.74,2166.76,2.118117229,14.88994671
4.18,1125,354427.74,2166.76,2.118117229,14.88994671
3.96,1125,354427.74,2166.76,2.118117229,14.88994671
4.1,1125,354427.74,2166.76,2.118117229,14.88994671
3.96,1125,354427.74,2166.76,2.118117229,14.88994671
3.87,1125,354427.74,2166.76,2.118117229,14.88994671
3.91,1125,354427.74,2166.76,2.118117229,14.88994671
3.87,1125,354427.74,2166.76,2.118117229,14.88994671
3.85,1125,354427.74,2166.76,2.118117229,14.88994671
3.81,1125,354427.74,2166.76,2.118117229,14.88994671
3.56,1125,354427.74,2166.76,2.118117229,14.88994671
4.03,1125,354427.74,2166.76,2.118117229,14.88994671
4.21,1125,354427.74,2166.76,2.118117229,14.88994671
4.21,1125,354427.74,2166.76,2.118117229,14.88994671
3.94,1125,354427.74,2166.76,2.118117229,14.88994671
4.04,1125,354427.74,2166.76,2.118117229,14.88994671
3.66,1125,354427.74,2166.76,2.118117229,14.88994671
3.91,1125,354427.74,2166.76,2.118117229,14.88994671
3.78,1125,354427.74,2166.76,2.118117229,14.88994671
3.8,1125,354427.74,2166.76,2.118117229,14.88994671
3.69,1125,354427.74,2166.76,2.118117229,14.88994671
3.81,1125,354427.74,2166.76,2.118117229,14.88994671
1.74,1160,367987.94,2320.26,2.460577089,15.23031008
1.75,1160,367987.94,2320.26,2.460577089,15.23031008
1.89,1160,367987.94,2320.26,2.460577089,15.23031008
1.74,1160,367987.94,2320.26,2.460577089,15.23031008
1.74,1160,367987.94,2320.26,2.460577089,15.23031008
1.65,1160,367987.94,2320.26,2.460577089,15.23031008
1.67,1160,367987.94,2320.26,2.460577089,15.23031008
1.63,1160,367987.94,2320.26,2.460577089,15.23031008
1.72,1160,367987.94,2320.26,2.460577089,15.23031008
1.63,1160,367987.94,2320.26,2.460577089,15.23031008
1.7,1160,367987.94,2320.26,2.460577089,15.23031008
1.5,1160,367987.94,2320.26,2.460577089,15.23031008
1.56,1160,367987.94,2320.26,2.460577089,15.23031008
1.5,1160,367987.94,2320.26,2.460577089,15.23031008
1.45,1160,367987.94,2320.26,2.460577089,15.23031008
1.66,1160,367987.94,2320.26,2.460577089,15.23031008
1.96,1160,367987.94,2320.26,2.460577089,15.23031008
1.76,1160,367987.94,2320.26,2.460577089,15.23031008
1.8,1160,367987.94,2320.26,2.460577089,15.23031008
1.82,1160,367987.94,2320.26,2.460577089,15.23031008
1.68,1160,367987.94,2320.26,2.460577089,15.23031008
1.62,1160,367987.94,2320.26,2.460577089,15.23031008
1.64,1160,367987.94,2320.26,2.460577089,15.23031008
1.72,1160,367987.94,2320.26,2.460577089,15.23031008
1.72,1160,367987.94,2320.26,2.460577089,15.23031008
1.53,1160,367987.94,2320.26,2.460577089,15.23031008
1.99,1188,379100.41,2403.34,2.784011775,15.55472666
1.79,1188,379100.41,2403.34,2.784011775,15.55472666
1.78,1188,379100.41,2403.34,2.784011775,15.55472666
1.62,1188,379100.41,2403.34,2.784011775,15.55472666
1.73,1188,379100.41,2403.34,2.784011775,15.55472666
1.57,1188,379100.41,2403.34,2.784011775,15.55472666
1.61,1188,379100.41,2403.34,2.784011775,15.55472666
1.46,1188,379100.41,2403.34,2.784011775,15.55472666
1.81,1188,379100.41,2403.34,2.784011775,15.55472666
1.51,1188,379100.41,2403.34,2.784011775,15.55472666
1.54,1188,379100.41,2403.34,2.784011775,15.55472666
1.5,1188,379100.41,2403.34,2.784011775,15.55472666
1.48,1188,379100.41,2403.34,2.784011775,15.55472666
1.45,1188,379100.41,2403.34,2.784011775,15.55472666
1.34,1188,379100.41,2403.34,2.784011775,15.55472666
1.61,1188,379100.41,2403.34,2.784011775,15.55472666
1.8,1188,379100.41,2403.34,2.784011775,15.55472666
