,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
257,South Dakota,Watertown,5/22/1996,WL 252HQ,8/16/1999,0.72,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.248039741,0.768571429,1.447891584,1.44
258,South Dakota,Watertown,5/22/1996,Saranac AR,8/16/1999,0.71,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.232634403,0.768571429,1.447891584,1.433333333
259,South Dakota,Watertown,5/22/1996,Vernal,8/16/1999,0.7,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
260,South Dakota,Watertown,5/22/1996,Baker,8/16/1999,0.69,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
261,South Dakota,Watertown,5/22/1996,Defiant,8/16/1999,0.69,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
262,South Dakota,Watertown,5/22/1996,LegenDairy 2.0,8/16/1999,0.74,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.18641839,0.768571429,1.447891584,1.413333333
263,South Dakota,Watertown,5/22/1996,ABT 205,8/16/1999,0.63,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.140202376,0.768571429,1.447891584,1.393333333
265,South Dakota,Watertown,5/22/1996,SDFB,8/16/1999,0.78,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.124797039,0.768571429,1.447891584,1.386666667
253,South Dakota,Watertown,5/22/1996,A-395,8/16/1999,0.67,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.39439045,0.768571429,1.447891584,1.503333333
254,South Dakota,Watertown,5/22/1996,ICI 620,8/16/1999,0.72,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.386687781,0.768571429,1.447891584,1.5
255,South Dakota,Watertown,5/22/1996,TMF Multiplier II,8/16/1999,0.79,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.32506643,0.768571429,1.447891584,1.473333333
250,South Dakota,Watertown,5/22/1996,BigHorn,8/16/1999,0.76,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.448309132,0.768571429,1.447891584,1.526666667
251,South Dakota,Watertown,5/22/1996,DK 122,8/16/1999,0.78,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.409795788,0.768571429,1.447891584,1.51
252,South Dakota,Watertown,5/22/1996,Riley,8/16/1999,0.79,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.417498457,0.768571429,1.447891584,1.513333333
245,South Dakota,Watertown,5/22/1996,HayGrazer,8/16/1999,0.8,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.594659841,0.768571429,1.447891584,1.59
246,South Dakota,Watertown,5/22/1996,WL 324,8/16/1999,0.84,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.594659841,0.768571429,1.447891584,1.59
247,South Dakota,Watertown,5/22/1996,Pioneer Brand 5454,8/16/1999,0.81,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.571551835,0.768571429,1.447891584,1.58
248,South Dakota,Watertown,5/22/1996,Pioneer Brand 5312,8/16/1999,0.86,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.517633152,0.768571429,1.447891584,1.556666667
249,South Dakota,Watertown,5/22/1996,Columbia 2000,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.509930484,0.768571429,1.447891584,1.553333333
238,South Dakota,Watertown,5/22/1996,Bounty,8/16/1999,0.83,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.895063928,0.768571429,1.447891584,1.72
239,South Dakota,Watertown,5/22/1996,Alfastar,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.879658591,0.768571429,1.447891584,1.713333333
240,South Dakota,Watertown,5/22/1996,WL 325HQ,8/16/1999,0.8,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.764118557,0.768571429,1.447891584,1.663333333
241,South Dakota,Watertown,5/22/1996,Viking I,8/16/1999,0.81,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.74101055,0.768571429,1.447891584,1.653333333
242,South Dakota,Watertown,5/22/1996,DK 127,8/16/1999,0.96,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.710199875,0.768571429,1.447891584,1.64
243,South Dakota,Watertown,5/22/1996,Ciba 2444,8/16/1999,0.84,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.648578524,0.768571429,1.447891584,1.613333333
244,South Dakota,Watertown,5/22/1996,ICI 631,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.60236251,0.768571429,1.447891584,1.593333333
119,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.53,285497.24,1966.28,4.743483146,16.88673034,0,0.899910256,0.432750437,0.724258256,0.705806452,1.447891584,1.213333333
124,South Dakota,Beresford,4/25/1997,CW 5236,10/1/1999,0.5,285497.24,1966.28,4.743483146,16.88673034,0,0.899910256,0.432750437,0.778176938,0.705806452,1.447891584,1.236666667
115,South Dakota,Beresford,4/25/1997,DK 142,10/1/1999,0.65,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.986148998,0.705806452,1.447891584,1.326666667
118,South Dakota,Beresford,4/25/1997,Ace,10/1/1999,0.7,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.893716972,0.705806452,1.447891584,1.286666667
121,South Dakota,Beresford,4/25/1997,CW 5347,10/1/1999,0.61,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.963040992,0.705806452,1.447891584,1.316666667
122,South Dakota,Beresford,4/25/1997,CW 5321,10/1/1999,0.59,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.947635654,0.705806452,1.447891584,1.31
123,South Dakota,Beresford,4/25/1997,CW 2227,10/1/1999,0.58,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.832095621,0.705806452,1.447891584,1.26
97,South Dakota,Beresford,4/25/1997,ICI 631,10/1/1999,0.77,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.248039741,0.705806452,1.447891584,1.44
98,South Dakota,Beresford,4/25/1997,Avalanche +Z,10/1/1999,0.78,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.294255754,0.705806452,1.447891584,1.46
99,South Dakota,Beresford,4/25/1997,Depend +Ev,10/1/1999,0.84,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.278850417,0.705806452,1.447891584,1.453333333
102,South Dakota,Beresford,4/25/1997,DK 140,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.155607714,0.705806452,1.447891584,1.4
103,South Dakota,Beresford,4/25/1997,Asset,10/1/1999,0.79,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.224931734,0.705806452,1.447891584,1.43
104,South Dakota,Beresford,4/25/1997,Pioneer Brand 5312,10/1/1999,0.71,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.124797039,0.705806452,1.447891584,1.386666667
105,South Dakota,Beresford,4/25/1997,Excalibur II,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.147905045,0.705806452,1.447891584,1.396666667
106,South Dakota,Beresford,4/25/1997,Ciba 2888,10/1/1999,0.72,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.109391701,0.705806452,1.447891584,1.38
107,South Dakota,Beresford,4/25/1997,DK 127,10/1/1999,0.64,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.132499708,0.705806452,1.447891584,1.39
108,South Dakota,Beresford,4/25/1997,WL 324,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.140202376,0.705806452,1.447891584,1.393333333
109,South Dakota,Beresford,4/25/1997,Rhino,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
110,South Dakota,Beresford,4/25/1997,5347LH,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
111,South Dakota,Beresford,4/25/1997,Innovator +Z,10/1/1999,0.62,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.063175687,0.705806452,1.447891584,1.36
112,South Dakota,Beresford,4/25/1997,Spartan,10/1/1999,0.68,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.04777035,0.705806452,1.447891584,1.353333333
113,South Dakota,Beresford,4/25/1997,ICI 620,10/1/1999,0.66,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
114,South Dakota,Beresford,4/25/1997,Complete,10/1/1999,0.7,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
116,South Dakota,Beresford,4/25/1997,Rainier,10/1/1999,0.66,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.016959674,0.705806452,1.447891584,1.34
117,South Dakota,Beresford,4/25/1997,Spur,10/1/1999,0.73,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.009257005,0.705806452,1.447891584,1.336666667
120,South Dakota,Beresford,4/25/1997,CW 5305,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.25574241,0.705806452,1.447891584,1.443333333
96,South Dakota,Beresford,4/25/1997,Amerigraze 401+Z,10/1/1999,0.82,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.309661092,0.705806452,1.447891584,1.466666667
101,South Dakota,Beresford,4/25/1997,WL 325HQ,10/1/1999,0.83,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.301958423,0.705806452,1.447891584,1.463333333
100,South Dakota,Beresford,4/25/1997,TMF Multiplier II,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.425201126,0.705806452,1.447891584,1.516666667
94,South Dakota,Beresford,4/25/1997,Ciba 2444,10/1/1999,0.78,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.58888284,0.705806452,1.447891584,1.5875
95,South Dakota,Beresford,4/25/1997,Pioneer Brand 5454,10/1/1999,0.72,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.525335821,0.705806452,1.447891584,1.56
