,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
817,South Dakota,Watertown,4/3/1999,ABT 350,8/6/2001,0.92,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.201823728,0.917307692,1.468765052,1.42
818,South Dakota,Watertown,4/3/1999,Rebound 4.2,8/6/2001,1,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.286553085,,1.468765052,1.456666667
819,South Dakota,Watertown,4/3/1999,645-11,8/6/2001,0.97,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.178715721,,1.468765052,1.41
821,South Dakota,Watertown,4/3/1999,Garst 620,8/6/2001,0.9,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.140202376,,1.468765052,1.393333333
822,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,8/6/2001,0.96,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.178715721,,1.468765052,1.41
823,South Dakota,Watertown,4/3/1999,AlfaStar,8/6/2001,0.96,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.063175687,,1.468765052,1.36
825,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,8/6/2001,0.94,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.209526396,,1.468765052,1.423333333
826,South Dakota,Watertown,4/3/1999,Garst 6410,8/6/2001,0.98,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.086283694,,1.468765052,1.37
827,South Dakota,Watertown,4/3/1999,WinterStar,8/6/2001,0.93,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.070878356,,1.468765052,1.363333333
828,South Dakota,Watertown,4/3/1999,Abound,8/6/2001,0.93,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.086283694,,1.468765052,1.37
829,South Dakota,Watertown,4/3/1999,Macon,8/6/2001,0.98,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.224931734,,1.468765052,1.43
830,South Dakota,Watertown,4/3/1999,GH 766,8/6/2001,0.89,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.078581025,,1.468765052,1.366666667
831,South Dakota,Watertown,4/3/1999,WL232 HQ,8/6/2001,0.96,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.101689032,,1.468765052,1.376666667
833,South Dakota,Watertown,4/3/1999,FQ 315,8/6/2001,0.97,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.055473019,,1.468765052,1.356666667
835,South Dakota,Watertown,4/3/1999,Sprint,8/6/2001,0.89,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.016959674,,1.468765052,1.34
836,South Dakota,Watertown,4/3/1999,A-395,8/6/2001,0.88,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.001554336,,1.468765052,1.333333333
837,South Dakota,Watertown,4/3/1999,DK124,8/6/2001,0.87,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.009257005,,1.468765052,1.336666667
843,South Dakota,Watertown,4/3/1999,TMF 421,8/6/2001,0.87,272117.2,1539.15,2.00963785,14.09200935,1,0.899910256,0.432750437,1.016959674,,1.468765052,1.34
820,South Dakota,Watertown,4/3/1999,Garst 6420,8/6/2001,1.01,272117.2,1539.15,2.00963785,14.09200935,2,0.899910256,0.432750437,1.402093119,,1.468765052,1.506666667
715,South Dakota,Beresford,4/28/2000,Maverick,9/25/2001,0.81,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.219154733,,1.468765052,1.4275
716,South Dakota,Beresford,4/28/2000,Legend Gold,9/25/2001,0.71,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.265370746,,1.468765052,1.4475
725,South Dakota,Beresford,4/28/2000,ZG 9840,9/25/2001,0.6,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.167161718,,1.468765052,1.405
726,South Dakota,Beresford,4/28/2000,CW 75044,9/25/2001,0.85,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.155607714,,1.468765052,1.4
714,South Dakota,Beresford,4/28/2000,Vernal,9/25/2001,0.7,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.340471768,,1.468765052,1.48
722,South Dakota,Beresford,4/28/2000,CW 64026,9/25/2001,0.84,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.380910779,,1.468765052,1.4975
724,South Dakota,Beresford,4/28/2000,CW 64004,9/25/2001,0.81,170701.59,1159.48,4.738718447,16.96141748,1,0.899910256,0.432750437,1.369356776,,1.468765052,1.4925
710,South Dakota,Beresford,4/28/2000,Garst 6410,9/25/2001,0.83,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.461788803,,1.468765052,1.5325
711,South Dakota,Beresford,4/28/2000,Multiplier 3,9/25/2001,0.96,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.496450813,,1.468765052,1.5475
712,South Dakota,Beresford,4/28/2000,Pioneer Brand 53H81,9/25/2001,0.89,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.421349791,,1.468765052,1.515
713,South Dakota,Beresford,4/28/2000,Pioneer Brand 53V08,9/25/2001,0.77,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.438680796,,1.468765052,1.5225
723,South Dakota,Beresford,4/28/2000,CW 73029,9/25/2001,0.84,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.456011801,,1.468765052,1.53
707,South Dakota,Beresford,4/28/2000,Shaw,9/25/2001,1.03,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.58888284,,1.468765052,1.5875
708,South Dakota,Beresford,4/28/2000,645-II,9/25/2001,0.89,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.51955882,,1.468765052,1.5575
709,South Dakota,Beresford,4/28/2000,Frontier 2000,9/25/2001,1.1,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.583105838,,1.468765052,1.585
720,South Dakota,Beresford,4/28/2000,CW 64049,9/25/2001,0.94,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.508004816,,1.468765052,1.5525
721,South Dakota,Beresford,4/28/2000,CW 74040,9/25/2001,0.95,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.542666826,,1.468765052,1.5675
702,South Dakota,Beresford,4/28/2000,Excel,9/25/2001,1.22,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.999049959,0.9272,1.468765052,1.765
703,South Dakota,Beresford,4/28/2000,Garst 6420,9/25/2001,1.07,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.819962907,,1.468765052,1.6875
704,South Dakota,Beresford,4/28/2000,Goldrush 747,9/25/2001,1.03,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.744861885,,1.468765052,1.655
705,South Dakota,Beresford,4/28/2000,Husky Supreme,9/25/2001,1.07,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.69286887,,1.468765052,1.6325
706,South Dakota,Beresford,4/28/2000,GH 750,9/25/2001,0.99,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.733307882,,1.468765052,1.65
717,South Dakota,Beresford,4/28/2000,MT 9503,9/25/2001,0.99,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.750638887,,1.468765052,1.6575
718,South Dakota,Beresford,4/28/2000,CW 94008,9/25/2001,1.16,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.750638887,,1.468765052,1.6575
719,South Dakota,Beresford,4/28/2000,CW 54033,9/25/2001,1.13,170701.59,1159.48,4.738718447,16.96141748,2,0.899910256,0.432750437,1.710199875,,1.468765052,1.64
