,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),avg,std,num stds,class
73,1.17,297008.0,1596.16,-0.175405231,16.66566342,1.483864832,0.729221266,-1.313945023,0
74,1.1,378404.0,1825.26,2.897041592,14.34576739,1.483864832,0.729221266,1.160893494,2
75,2.42,378987.0,846.13,3.954634109,15.32755333,1.483864832,0.729221266,-0.580285292,1
76,0.67,375849.0,2535.56,1.534599489,12.57111232,1.483864832,0.729221266,-0.875316597,0
77,2.13,259599.0,2226.54,2.818143901,14.99421547,1.483864832,0.729221266,-0.052660953,1
78,0.89,285922.0,3047.82,2.709125178,15.36009282,1.483864832,0.729221266,0.647673794,0
79,1.43,176275.0,2473.65,2.253416151,14.43261099,1.483864832,0.729221266,0.562026305,1
80,0.54,175781.0,1388.51,2.667316055,15.62083815,1.483864832,0.729221266,-0.782357992,1
81,0.86,139516.0,586.86,1.096070535,13.70579426,1.483864832,0.729221266,-0.367173099,1
82,0.83,295880.0,2485.01,3.889924389,16.44506394,1.483864832,0.729221266,-0.848668927,1
83,0.4,183394.0,1458.92,-0.305625419,17.29117009,1.483864832,0.729221266,-0.724170291,1
84,1.14,274323.0,1808.35,3.138676554,15.66922748,1.483864832,0.729221266,-1.120919982,0
85,1.18,276474.0,2713.11,3.652974526,11.32359719,1.483864832,0.729221266,0.227678195,2
86,2.76,297688.0,1770.67,3.697797682,16.15858049,1.483864832,0.729221266,-1.445657694,0
87,3.82,138240.0,782.84,2.828686024,16.06531991,1.483864832,0.729221266,-1.004313499,1
88,0.82,251470.0,1189.4,1.421856137,13.15699038,1.483864832,0.729221266,0.462985135,2
89,0.33,180513.0,2276.31,1.227925884,15.30915801,1.483864832,0.729221266,-0.905361758,1
90,1.96,136971.0,1623.9,1.138826117,15.11427365,1.483864832,0.729221266,1.000876842,1
91,1.18,401119.0,2454.86,3.246568195,14.01156388,1.483864832,0.729221266,-1.247864216,1
92,1.08,253201.0,1878.12,1.346386128,12.94844628,1.483864832,0.729221266,-0.115856049,1
93,0.87,401119.0,1974.52,1.739170419,17.5656123,1.483864832,0.729221266,-0.067796973,0
94,1.07,401119.0,1855.16,3.84268585,14.29632414,1.483864832,0.729221266,-1.702036161,0
95,1.91,377440.0,1975.17,3.667245295,14.43294914,1.483864832,0.729221266,0.253544078,1
96,1.13,261774.0,1525.18,2.597948248,13.30086345,1.483864832,0.729221266,-0.499587674,2
97,2.01,235590.0,893.31,2.785508604,15.22392203,1.483864832,0.729221266,-0.668403937,1
98,1.42,183348.0,1643.14,0.597224805,16.51705448,1.483864832,0.729221266,-1.696826723,2
99,0.63,283080.0,903.11,3.481051883,15.25191908,1.483864832,0.729221266,-0.416876791,1
100,1.79,397987.0,1732.15,0.005007517,17.04206205,1.483864832,0.729221266,-1.78492769,0
101,1.79,149477.0,2438.83,3.821981694,15.08831334,1.483864832,0.729221266,-0.12411289,1
102,1.09,294877.0,1734.74,-0.063998778,16.02778069,1.483864832,0.729221266,-1.090328572,1
103,0.98,168206.0,820.37,1.607881134,14.68814074,1.483864832,0.729221266,-0.10721473,1
104,1.77,158424.0,1734.31,1.681242465,13.87174621,1.483864832,0.729221266,-0.598597729,0
105,1.45,300692.0,2836.26,2.43217074,17.63892521,1.483864832,0.729221266,-1.517090909,0
106,3.15,330449.0,1680.79,0.21175692,16.48925739,1.483864832,0.729221266,-0.261273145,1
107,1.72,387107.0,995.92,3.074806122,13.03977292,1.483864832,0.729221266,0.18473588,0
108,1.32,141910.0,865.39,1.491767107,16.17052355,1.483864832,0.729221266,1.215838933,2
109,2.05,115421.0,1905.98,2.935737742,12.53079409,1.483864832,0.729221266,0.718993248,2
110,0.72,401119.0,1483.87,4.353621465,14.71450109,1.483864832,0.729221266,-0.828991727,0
111,1.73,234148.0,1013.25,1.154473871,13.72952147,1.483864832,0.729221266,0.722894937,1
112,4.61,374814.0,711.5,1.139770039,15.59611244,1.483864832,0.729221266,-0.494429989,0
113,1.46,129713.0,1335.59,1.906829821,14.42572495,1.483864832,0.729221266,1.03508745,2
114,2.19,254205.0,967.53,3.097002676,12.70576474,1.483864832,0.729221266,-0.663282737,0
115,0.68,263117.0,2239.25,2.906086051,15.1973878,1.483864832,0.729221266,1.378975158,2
116,1.92,283091.0,2237.17,1.100128306,11.78014169,1.483864832,0.729221266,-1.463541372,0
117,1.1,269620.0,987.99,2.881658175,13.75376202,1.483864832,0.729221266,0.336741345,0
118,2.95,167370.0,636.51,1.512187507,15.68899971,1.483864832,0.729221266,-0.0535746,1
119,1.84,242146.0,803.01,2.618909301,14.0955799,1.483864832,0.729221266,-0.673600175,0
120,1.3,148098.0,2092.63,3.027722316,15.14315665,1.483864832,0.729221266,0.375214349,0
121,0.25,162356.0,1181.63,2.982472301,13.74764174,1.483864832,0.729221266,-0.636576517,0
122,1.46,371507.0,712.03,2.693297705,14.15118848,1.483864832,0.729221266,0.293488756,1
123,1.21,156876.0,2382.35,4.320752304,13.28647312,1.483864832,0.729221266,-0.559611899,0
124,1.45,266657.0,2163.13,2.785396664,15.3226692,1.483864832,0.729221266,-0.827959312,2
125,1.77,360810.0,1192.61,2.677283232,12.91172529,1.483864832,0.729221266,-0.157876544,1
126,1.09,232639.0,1506.52,4.593497503,13.01124088,1.483864832,0.729221266,0.857304385,2
127,0.4,399281.0,2521.27,0.89197442,13.32538111,1.483864832,0.729221266,-0.219532347,0
128,1.83,282996.0,1754.77,3.909718031,16.78923883,1.483864832,0.729221266,-0.817502545,0
129,1.48,303789.0,1942.27,3.557962386,15.89672257,1.483864832,0.729221266,0.00635428,1
130,0.88,153166.0,699.95,3.068143042,13.00744044,1.483864832,0.729221266,-0.614573016,0
131,1.82,262775.0,937.25,2.703342138,16.57215971,1.483864832,0.729221266,0.030827544,0
132,2.52,261456.0,1636.71,2.206535276,15.05547644,1.483864832,0.729221266,-0.562316704,0
133,1.74,286855.0,1199.02,4.693003833,11.86745919,1.483864832,0.729221266,0.137852004,0
134,1.42,148993.0,2219.36,2.126846221,13.56936706,1.483864832,0.729221266,0.279963102,0
135,1.06,292306.0,1389.82,3.025622599,16.98219155,1.483864832,0.729221266,-0.782331016,0
136,1.75,142061.0,1277.19,3.788258331,12.58346716,1.483864832,0.729221266,-0.421446267,0
137,1.93,114947.0,1329.22,3.139183916,12.91449749,1.483864832,0.729221266,4.725774369,2
138,1.04,401119.0,1515.17,0.613916244,15.14302181,1.483864832,0.729221266,0.731129998,0
139,1.83,372552.0,2378.14,2.217995056,11.57877026,1.483864832,0.729221266,0.397259689,1
140,1.58,243345.0,764.18,2.897114421,12.86368042,1.483864832,0.729221266,0.131333758,2
141,1.83,336980.0,1749.7,2.83836745,11.30620991,1.483864832,0.729221266,0.583064722,1
142,1.63,173601.0,1745.4,1.436647026,15.39973877,1.483864832,0.729221266,-0.627758621,0
143,0.41,279535.0,1910.3,2.991323105,15.81893055,1.483864832,0.729221266,-0.933199966,0
144,1.26,182125.0,2959.86,2.781555706,15.42825302,1.483864832,0.729221266,-0.376246415,2
145,1.0,143848.0,1035.95,2.872847859,15.73868189,1.483864832,0.729221266,-0.357004493,0
146,3.49,246641.0,1480.48,2.631190213,15.43502689,1.483864832,0.729221266,-0.262187879,2
147,1.46,245600.0,1003.02,0.096097304,11.93798831,1.483864832,0.729221266,-0.665006118,2
148,2.34,364337.0,1769.65,0.954089915,15.96313116,1.483864832,0.729221266,-0.887770157,0
149,0.77,139240.0,2235.49,-0.326393035,14.65691451,1.483864832,0.729221266,0.484425985,1
150,0.64,145668.0,1781.59,3.524748763,14.6045413,1.483864832,0.729221266,0.697078601,2
151,1.75,287908.0,1130.84,2.788678174,14.66832903,1.483864832,0.729221266,-0.885937823,0
152,2.89,235671.0,927.25,4.088613145,12.74151345,1.483864832,0.729221266,0.553170244,1
153,1.28,367851.0,1056.23,2.81501097,11.98429451,1.483864832,0.729221266,1.173072344,0
154,1.84,273325.0,1070.39,3.059851922,16.93878313,1.483864832,0.729221266,-1.206084514,0
155,1.21,269565.0,2454.01,2.650958486,16.15589082,1.483864832,0.729221266,-0.486374962,0
156,2.54,363232.0,2165.52,3.400380418,14.63559105,1.483864832,0.729221266,0.334188359,1
157,1.98,153194.0,974.69,2.125122282,12.84204054,1.483864832,0.729221266,0.668463009,2
158,1.07,239695.0,1172.39,3.498935116,14.86949055,1.483864832,0.729221266,-0.525355815,0
159,2.7,145498.0,586.86,2.963962768,15.49339725,1.483864832,0.729221266,1.104433007,1
160,0.54,175000.0,1013.44,3.313227634,15.10477562,1.483864832,0.729221266,-0.902441005,2
161,1.27,296530.0,586.86,2.298015541,16.00485264,1.483864832,0.729221266,0.17728219,2
162,2.78,343996.0,1445.73,3.052182743,16.25910344,1.483864832,0.729221266,1.05527617,1
163,2.61,366826.0,1652.74,0.326110266,16.33649246,1.483864832,0.729221266,0.481771145,2
164,2.02,366576.0,1919.27,-0.034645501,14.87504322,1.483864832,0.729221266,0.121180443,1
165,0.76,393637.0,1895.04,2.75164292,16.66307129,1.483864832,0.729221266,-0.376915501,1
166,2.18,263252.0,1155.47,1.091374608,15.81226185,1.483864832,0.729221266,-1.085839469,1
167,1.6,273088.0,1131.84,1.342377666,15.8387162,1.483864832,0.729221266,0.144350981,2
168,1.11,140054.0,1359.6,0.894306231,11.4954264,1.483864832,0.729221266,-0.531590586,1
169,0.9,245971.0,1153.15,0.365477991,15.10759871,1.483864832,0.729221266,1.243617791,1
170,1.2,233448.0,1928.37,3.132422133,14.30700965,1.483864832,0.729221266,-0.179366304,2
171,0.67,125696.0,1852.34,0.669459844,14.4209514,1.483864832,0.729221266,-0.094052695,0
172,1.25,401119.0,2102.81,1.854281876,15.37565817,1.483864832,0.729221266,-1.504917875,0
173,1.82,262680.0,1771.03,1.049932663,12.47248166,1.483864832,0.729221266,3.21012329,1
174,1.46,170134.0,1324.89,1.072808569,17.2828178,1.483864832,0.729221266,-0.435141081,2
175,1.94,142804.0,610.44,1.573197262,15.39017295,1.483864832,0.729221266,-0.780180836,1
176,1.45,234190.0,1220.15,2.059252397,12.97651972,1.483864832,0.729221266,1.197419187,2
177,0.85,191358.0,2003.65,3.618011869,16.58278414,1.483864832,0.729221266,-0.286664714,0
178,1.87,115107.0,2143.5,4.937216022,15.32562516,1.483864832,0.729221266,1.131418587,2
179,1.5,193146.0,2256.11,0.417696652,15.89864644,1.483864832,0.729221266,-0.947561156,0
180,0.68,387141.0,647.94,1.521686194,13.63025344,1.483864832,0.729221266,-1.071659038,0
181,1.11,260120.0,1547.41,2.855505354,16.40070862,1.483864832,0.729221266,-0.135600777,1
182,1.05,176714.0,1542.92,3.006844704,14.1331924,1.483864832,0.729221266,-0.598783351,1
183,1.73,128511.0,1558.95,0.400252504,14.16512936,1.483864832,0.729221266,0.169906239,0
184,1.28,185010.0,1813.51,2.210747407,13.19041565,1.483864832,0.729221266,-0.81820494,2
185,0.47,384807.0,1534.67,3.87375827,16.49375803,1.483864832,0.729221266,-0.888813518,0
186,2.23,259327.0,1797.87,3.691791258,14.96297733,1.483864832,0.729221266,-0.447742332,0
187,1.75,168357.0,908.0,2.3298528,15.88407407,1.483864832,0.729221266,-0.988265685,1
188,2.17,347778.0,1858.74,2.152626842,13.34901358,1.483864832,0.729221266,-0.837763662,1
189,0.99,291396.0,1849.06,1.187633482,15.4962895,1.483864832,0.729221266,-0.685189565,1
190,2.35,388423.0,2970.03,4.905197488,14.5127863,1.483864832,0.729221266,-0.56710851,1
191,1.84,151653.0,1527.93,4.31588688,15.03663309,1.483864832,0.729221266,-0.578454105,1
192,3.66,156123.0,1513.63,1.824024042,14.74306592,1.483864832,0.729221266,-0.445148756,1
193,1.93,128579.0,2405.8,1.379504048,15.92437749,1.483864832,0.729221266,-0.7684346,2
194,1.62,176356.0,1470.33,2.104686717,13.80492868,1.483864832,0.729221266,-1.788023598,0
195,1.61,352209.0,1996.12,1.342096898,16.60542565,1.483864832,0.729221266,-0.369698119,1
196,1.05,279835.0,1684.73,2.673002307,13.43518826,1.483864832,0.729221266,0.532797866,1
197,0.85,275731.0,1535.06,2.806889648,15.57325314,1.483864832,0.729221266,0.18686555,1
198,1.41,173885.0,1502.75,2.959544814,13.47944654,1.483864832,0.729221266,1.161971055,2
199,1.5,354040.0,1134.03,3.43526731,14.4324004,1.483864832,0.729221266,1.046440291,2
200,1.84,373911.0,1363.73,2.831701015,16.31864621,1.483864832,0.729221266,-0.404678969,0
201,1.87,133046.0,1166.67,4.561559516,14.25881978,1.483864832,0.729221266,0.914328659,1
202,2.05,399189.0,1517.33,0.976880904,16.16584416,1.483864832,0.729221266,-0.2557743,2
203,0.72,274620.0,1869.05,2.7855546,15.2084005,1.483864832,0.729221266,-0.074161682,0
204,3.33,279060.0,1112.99,2.111062113,13.25884905,1.483864832,0.729221266,-0.321034413,1
205,2.51,167203.0,2354.53,2.118994344,15.80082801,1.483864832,0.729221266,0.030784428,2
206,0.3,401119.0,1461.72,3.830071054,12.1238145,1.483864832,0.729221266,-0.279500432,0
207,0.74,180457.0,1020.13,3.770086867,16.78906574,1.483864832,0.729221266,-0.281997801,1
208,2.25,114947.0,586.86,2.124015538,14.62593727,1.483864832,0.729221266,1.485166299,2
209,0.61,130650.0,598.84,3.353696273,15.06374579,1.483864832,0.729221266,-0.922036523,1
210,2.05,137622.0,1681.47,2.981070491,16.22972493,1.483864832,0.729221266,-0.861776407,0
211,1.12,252948.0,980.7,1.059329997,15.38437045,1.483864832,0.729221266,0.581985906,2
212,2.11,248977.0,2229.71,3.218241206,12.56981797,1.483864832,0.729221266,1.912142995,1
213,0.68,264482.0,1748.9,0.965927961,16.08236986,1.483864832,0.729221266,0.057699474,1
214,0.76,256269.0,1549.47,3.990715458,16.09647724,1.483864832,0.729221266,-1.040160004,0
215,1.47,264065.0,1351.43,3.598058543,17.11093035,1.483864832,0.729221266,0.679665714,0
216,1.19,175950.0,1100.88,3.131049363,15.32039839,1.483864832,0.729221266,0.552615557,2
217,2.1,260890.0,2037.11,2.645415714,14.3176684,1.483864832,0.729221266,2.733900099,2
218,1.5,133188.0,1822.35,2.520898978,12.45693697,1.483864832,0.729221266,0.602738045,1
219,3.31,168625.0,1339.25,2.026480089,16.39737597,1.483864832,0.729221266,-0.550009123,2
220,1.31,236311.0,709.13,2.871348202,15.59287254,1.483864832,0.729221266,0.823538248,0
221,1.83,244164.0,1197.09,1.30401925,14.85628474,1.483864832,0.729221266,-0.08711893,1
222,1.42,239736.0,2090.97,3.995744558,14.62296878,1.483864832,0.729221266,1.491515688,2
223,1.8,114947.0,1854.17,0.814630367,14.96536987,1.483864832,0.729221266,0.112289482,2
224,1.12,283402.0,988.84,4.661844861,15.78662359,1.483864832,0.729221266,-1.003386514,0
225,0.56,164188.0,1559.31,3.06879918,17.67614556,1.483864832,0.729221266,-1.178825596,0
226,1.04,154774.0,1859.85,2.060569205,15.31657387,1.483864832,0.729221266,-0.65079702,0
227,2.34,237832.0,1521.18,2.343085411,13.54889695,1.483864832,0.729221266,-0.733686045,1
228,1.12,174931.0,2621.9,2.045316742,11.84999005,1.483864832,0.729221266,-1.354189403,1
229,0.49,401119.0,869.44,2.870813788,15.59441443,1.483864832,0.729221266,0.812550292,2
230,1.33,257559.0,1817.2,1.343388547,13.38757922,1.483864832,0.729221266,0.658274604,1
231,2.02,259231.0,2542.69,2.880300735,12.67299175,1.483864832,0.729221266,-1.140477212,1
232,1.06,146736.0,1248.3,0.646258518,13.91640675,1.483864832,0.729221266,-0.134629686,0
233,2.87,139037.0,1541.17,4.436248106,16.03221811,1.483864832,0.729221266,0.349940848,2
234,1.37,132952.0,1904.15,1.412865724,15.94006515,1.483864832,0.729221266,-0.342715693,0
235,1.79,114947.0,1743.64,3.01268503,13.57540613,1.483864832,0.729221266,4.363756209,1
236,0.99,273399.0,1287.15,1.331763001,12.79054602,1.483864832,0.729221266,-0.60331561,0
237,0.87,385560.0,1209.58,2.915040683,17.18612283,1.483864832,0.729221266,-1.356405108,1
238,1.27,173484.0,952.14,4.127258344,13.38472417,1.483864832,0.729221266,-0.283750453,2
239,1.94,237680.0,637.59,3.182582979,14.42086817,1.483864832,0.729221266,-0.888484241,0
240,0.41,169775.0,2037.92,3.179872473,14.91629962,1.483864832,0.729221266,-1.090891912,1
241,2.57,235501.0,1014.9,0.871832696,14.35231164,1.483864832,0.729221266,-0.002153481,1
242,1.86,350118.0,1444.2,1.147378695,15.4576117,1.483864832,0.729221266,-0.414787441,2
243,0.57,182993.0,2506.62,3.296992076,16.98114713,1.483864832,0.729221266,-0.3381243,1
244,1.82,367912.0,1882.81,1.418786934,16.64150727,1.483864832,0.729221266,0.660041716,2
245,2.84,145257.0,932.74,0.441970014,11.79799804,1.483864832,0.729221266,0.187017056,1
246,0.99,355926.0,675.84,4.93924406,14.81112419,1.483864832,0.729221266,0.796887727,0
247,0.99,357856.0,3047.82,2.404249511,12.83211033,1.483864832,0.729221266,0.733719278,1
248,0.76,172198.0,2442.5,2.969876431,16.49719518,1.483864832,0.729221266,-0.305629423,0
249,0.66,375130.0,1200.76,0.711891591,15.04602258,1.483864832,0.729221266,0.004859272,0
250,1.04,127780.0,1689.35,0.993479202,12.70942391,1.483864832,0.729221266,0.1238974,2
251,1.14,276011.0,1522.72,2.080808704,17.02465231,1.483864832,0.729221266,-0.606183956,2
252,1.96,376089.0,2459.62,2.888740824,14.77889909,1.483864832,0.729221266,0.649207878,2
253,2.04,271559.0,635.85,2.419627135,14.41267148,1.483864832,0.729221266,-0.132057002,1
254,0.49,401119.0,2925.12,3.297395904,16.34473296,1.483864832,0.729221266,-0.269262123,0
255,3.67,175891.0,2235.35,1.833448957,15.01834824,1.483864832,0.729221266,1.169505514,1
256,1.82,280868.0,2090.74,1.676426743,17.12326926,1.483864832,0.729221266,0.20235841,1
257,0.87,123187.0,1418.65,1.907980847,15.15542428,1.483864832,0.729221266,-0.140352707,1
258,0.78,138558.0,1176.05,1.607175609,15.00754772,1.483864832,0.729221266,0.91863546,2
259,0.18,387472.0,2162.17,2.68431074,15.38602165,1.483864832,0.729221266,-1.338842285,0
260,1.74,357584.0,1724.0,3.188048099,15.53702133,1.483864832,0.729221266,-0.946936295,1
261,1.61,225092.0,1961.13,2.681716709,15.97356077,1.483864832,0.729221266,0.439799464,2
262,1.11,141925.0,1935.55,3.644204517,16.43994308,1.483864832,0.729221266,-1.176484028,2
263,2.41,149818.0,1804.97,3.280935267,16.06736564,1.483864832,0.729221266,-0.536172233,1
264,1.38,257895.0,996.34,2.034055952,16.76451485,1.483864832,0.729221266,0.561001371,1
265,1.9,257128.0,1073.48,1.172407158,15.1762088,1.483864832,0.729221266,-0.354251321,1
266,1.81,248924.0,1807.95,3.004855031,11.55525097,1.483864832,0.729221266,-0.641500849,2
267,1.85,160400.0,1863.82,3.090145977,13.10377583,1.483864832,0.729221266,-0.126333591,0
268,2.35,175170.0,1603.32,2.906383647,16.46677256,1.483864832,0.729221266,-0.104975602,0
269,1.22,271791.0,676.26,3.193495635,13.22677708,1.483864832,0.729221266,1.982315654,1
270,2.49,229381.0,719.77,1.558825629,13.2051368,1.483864832,0.729221266,1.597113237,1
271,3.44,245978.0,1063.24,2.783381146,14.89011933,1.483864832,0.729221266,2.614071944,0
272,2.89,368520.0,843.44,4.426978587,13.02623519,1.483864832,0.729221266,-1.187526218,0
273,1.12,398954.0,902.96,2.252941562,15.79492245,1.483864832,0.729221266,-1.182414806,0
274,0.61,135886.0,1117.93,3.540587433,15.39798081,1.483864832,0.729221266,-0.799342295,2
275,3.99,287380.0,1931.41,3.043873647,13.81406573,1.483864832,0.729221266,-1.040568169,1
276,1.45,381817.0,1462.37,2.302260607,14.88029175,1.483864832,0.729221266,-0.249256399,1
277,1.41,375931.0,1541.02,4.67636692,14.42761638,1.483864832,0.729221266,0.275354472,0
278,2.24,241448.0,1877.76,1.553178339,14.75400819,1.483864832,0.729221266,0.630037042,1
279,1.73,398093.0,743.31,1.203733821,15.53495082,1.483864832,0.729221266,-0.416568863,2
280,0.46,274426.0,798.53,2.912019606,14.52861097,1.483864832,0.729221266,-0.799102302,0
281,1.07,149134.0,2954.96,4.220827334,16.47529556,1.483864832,0.729221266,1.139151852,2
282,1.47,266212.0,1133.15,2.000961267,13.47581681,1.483864832,0.729221266,1.005921087,1
283,0.72,398192.0,2913.53,2.07488938,13.12943881,1.483864832,0.729221266,-1.07502931,1
284,1.4,381709.0,2008.25,4.023213102,11.76919072,1.483864832,0.729221266,0.361340516,0
285,1.77,182891.0,815.92,1.489993901,13.81427575,1.483864832,0.729221266,0.298765279,1
