,Total Accumulated Radiation,Total Accumulated Rain,Annual Avg Max Temp,Annual Avg Min Temp,Class
548,419077.34,2064.15,14.95657328,2.88299789,0
549,746081.7,5039.01,12.15662455,0.659758311,0
550,1076901.18,7350.07,11.65794382,0.29421894,0
552,746081.7,5039.01,12.15662455,0.659758311,0
553,1076901.18,7350.07,11.65794382,0.29421894,0
557,401500.63,3003.58,12.7932264,1.555151074,0
562,1448202.96,8956.75,13.66144478,1.91720147,0
565,1491423.95,9273.53,16.21538159,3.591394938,0
566,580373.55,2899.39,15.92845371,3.310964275,0
572,1105412.81,5665.98,13.5460645,1.439452116,0
577,746081.7,5039.01,12.15662455,0.659758311,0
579,1076901.18,7350.07,11.65794382,0.29421894,0
581,419077.34,2064.15,14.95657328,2.88299789,0
582,486945.56,2462.21,13.38907371,1.420974834,0
585,1491423.95,9273.53,16.21538159,3.591394938,0
586,580373.55,2899.39,15.92845371,3.310964275,0
590,1083330.58,5420.95,15.80458819,3.016331711,0
595,448238.73,1942.04,16.53869278,2.478549891,0
601,720619.2,4209.58,12.27685794,0.249995175,0
602,419077.34,2064.15,14.95657328,2.88299789,0
603,486945.56,2462.21,13.38907371,1.420974834,0
611,1491423.95,9273.53,16.21538159,3.591394938,0
612,580373.55,2899.39,15.92845371,3.310964275,0
615,1105412.81,5665.98,13.5460645,1.439452116,0
621,1105412.81,5665.98,13.5460645,1.439452116,0
623,1491423.95,9273.53,16.21538159,3.591394938,0
624,580373.55,2899.39,15.92845371,3.310964275,0
632,487735.95,2549.88,16.17815293,2.551234811,0
633,443157.71,2209.6,15.52055799,2.96085018,0
636,1105412.81,5665.98,13.5460645,1.439452116,0
640,1491423.95,9273.53,16.21538159,3.591394938,0
641,487735.95,2549.88,16.17815293,2.551234811,0
642,580373.55,2899.39,15.92845371,3.310964275,0
646,419077.34,2064.15,14.95657328,2.88299789,0
647,486945.56,2462.21,13.38907371,1.420974834,0
649,1056650.65,6160.62,12.45681439,1.345687315,0
653,1491423.95,9273.53,16.21538159,3.591394938,0
654,487735.95,2549.88,16.17815293,2.551234811,0
655,580373.55,2899.39,15.92845371,3.310964275,0
660,771361.25,4767.2,15.60503631,2.880187558,0
661,1105412.81,5665.98,13.5460645,1.439452116,0
662,419077.34,2064.15,14.95657328,2.88299789,0
664,486945.56,2462.21,13.38907371,1.420974834,0
671,1083330.58,5471.07,16.01764064,3.226346716,0
674,1026752.66,7223.81,16.40337541,3.943957246,0
676,1448202.96,8956.75,13.66144478,1.91720147,0
682,500521.2,2702.11,14.19299598,0.568419365,0
683,720619.2,4209.58,12.27685794,0.249995175,0
684,415687.5,2699.04,12.77145179,0.622666854,0
688,746081.7,5039.01,12.15662455,0.659758311,0
691,1076901.18,7350.07,11.65794382,0.29421894,0
692,401500.63,3003.58,12.7932264,1.555151074,0
694,443157.71,2209.6,15.52055799,2.96085018,0
696,1105412.81,5665.98,13.5460645,1.439452116,0
699,1105412.81,5665.98,13.5460645,1.439452116,0
701,487735.95,2549.88,16.17815293,2.551234811,0
709,1083330.58,5420.95,15.80458819,3.016331711,0
711,1448202.96,8956.75,13.66144478,1.91720147,0
715,1491423.95,9273.53,16.21538159,3.591394938,0
716,487735.95,2549.88,16.17815293,2.551234811,0
717,580373.55,2899.39,15.92845371,3.310964275,0
722,1491423.95,9273.53,16.21538159,3.591394938,0
723,487735.95,2549.88,16.17815293,2.551234811,0
724,580373.55,2899.39,15.92845371,3.310964275,0
731,720619.2,4209.58,12.27685794,0.249995175,0
737,500521.2,2702.11,14.19299598,0.568419365,0
738,415687.5,2699.04,12.77145179,0.622666854,0
741,746081.7,5039.01,12.15662455,0.659758311,0
742,1076901.18,7350.07,11.65794382,0.29421894,0
750,1202348.77,6272.54,15.80458819,3.016331711,0
752,1026752.66,7223.81,16.40337541,3.943957246,0
758,1105412.81,5665.98,13.5460645,1.439452116,0
759,419077.34,2064.15,14.95657328,2.88299789,0
761,419077.34,2064.15,14.95657328,2.88299789,0
762,486945.56,2462.21,13.38907371,1.420974834,0
764,771361.25,4767.2,15.60503631,2.880187558,0
0,801122.5264158957,4411.3213341282135,14.638196688266177,2.6636868485133847,0
1,699314.1404143483,5179.626470613495,15.22352298127693,2.7690352232545434,0
2,746018.4594043742,5828.596671480795,14.224367037024107,1.8277784972215123,0
3,931968.153157515,4560.186860567668,14.185532641582814,2.1506343272944726,0
4,711904.5617036651,5939.1481554437005,15.209235882728379,1.9318644832211571,0
5,933312.3973698674,3797.7295207448838,14.27117350599561,2.4156777218836707,0
6,883168.5614303316,5967.280587092363,14.3214384050289,2.688679359004329,0
7,850604.7965686135,4095.268344952491,14.162706945061178,2.1997848687318657,0
8,802098.0719996594,4250.268130462603,15.010061824379909,2.087749979517122,0
9,753324.5999076521,5614.443037775705,14.615294858902718,1.9828607918418075,0
10,886917.2150748636,3829.368252705093,14.816712850953703,2.8517744619097947,0
11,712352.7662692269,5821.372830432371,14.543815570453939,2.196558300218369,0
12,699277.1784636748,4374.48742333315,14.423464629053004,2.1778569956245555,0
13,734599.4630160062,4156.034443746699,15.41836519180774,2.879109092201967,0
14,764746.3384069465,5939.853125282219,15.066120809579106,2.33968663101293,0
15,991079.7588343563,5253.591318305912,14.879882440615594,2.137027172507103,0
16,929238.5355348963,4373.287124662218,15.625947327667948,2.0719377003765302,0
17,921181.3065457295,4028.6613780123307,14.274725603246784,2.720582662184122,0
18,748265.2487401222,4343.236838344187,14.479473066429852,2.8690782971641173,0
19,922792.7696995048,5682.460383506912,15.561730453445891,2.54729071260593,0
20,766627.4166881782,4620.269737400886,14.261293550091107,2.850302915746285,0
21,814115.905480673,4458.492595971896,14.687584703527673,2.7839146442767513,0
22,662834.5047140534,4249.5670838605,15.52443130709792,2.037062661538847,0
23,839130.0274825336,5432.903576027187,15.561038927471898,2.098876617392948,0
24,872249.7683453562,4681.017470432696,15.082741536515964,2.8247900335054053,0
25,669566.4691576709,5645.062767164105,14.363114553548812,2.542956187392348,0
26,924333.8902336142,5503.575040163734,14.901790059461767,2.028978773404198,0
27,982510.1974162189,5583.715197615844,14.310160190819584,2.3609257656655886,0
28,769618.396951834,5035.988454434215,14.183846470571838,2.162327454740358,0
29,734882.9870748601,4843.553565656255,14.739487635230208,2.3804670146304026,0
30,1005848.7334462295,4781.717067628966,15.309489883592411,2.4527687011077277,0
31,993919.0598201626,5979.121420311947,15.414663109104467,2.1550957494661915,0
32,911052.4544430573,6034.495981055765,14.60622343571895,1.9246726428313494,0
33,913296.1195349635,4956.268360472478,14.583502412161472,2.73889634646442,0
34,684109.7027499923,4666.718874415609,14.320428639191524,2.2421579196488453,0
35,840758.9933518756,4156.0009173821,15.234770316804727,2.1109775477398767,0
36,1013587.7950695335,4521.153424013149,14.279212505070069,2.152083290847226,0
37,987959.1250001732,3722.4503985543042,14.60672301529375,1.8637027770745502,0
38,850617.9283162155,5822.859702459578,14.851634099307491,2.6433067880850043,0
39,967320.9895505784,4424.662838757764,15.231837635131743,2.729081704660796,0
40,871788.716221886,4022.0428506066237,14.905862693159055,2.552304803152083,0
41,851659.46055828,4447.475933556427,15.197637137973922,1.8790563380459753,0
42,678309.2011056424,5641.497827988175,14.251995225187763,2.1945832085330834,0
43,809397.8699676397,5659.251369480407,15.404757668458448,1.9225217321958117,0
44,854058.4621508432,5566.65040638552,15.471000798962343,2.021883718516176,0
45,941311.4370864956,5116.281709980764,14.596196838945001,2.9421765828993665,0
46,671638.3490823486,4636.650163723631,15.33169461315553,2.9435969534380484,0
47,720814.8947013055,4296.72113943496,14.391139877261443,2.379808344320075,0
48,943874.8306313393,5035.225376226593,15.509165319708773,1.9393283747542476,0
49,1003093.5224515133,4577.093410334075,15.348748407919421,2.4770891972210323,0
50,944260.5535457535,4681.7083524622,14.591450836445686,2.6385245434290816,0
51,825218.3126286133,4259.831314539967,14.727666149535647,1.87537584270539,0
52,926682.3019047981,4113.010870627493,14.566167288259077,2.2207180842723093,0
53,800700.4731776586,5402.115130600474,14.825766697074618,2.860390797624363,0
54,685820.5593456582,5914.2787095012045,15.365632006799213,2.667794935805535,0
55,699482.0287143949,5485.097629652114,15.33189483546846,2.7971407696159716,0
56,951671.0822893287,5538.928664781488,15.424413362514493,1.9663113708002429,0
57,820145.7731030983,4434.002812319475,14.70980031396238,2.562562202327759,0
58,673705.1500416694,5102.492495851463,14.413380687372118,2.492518774025551,0
59,902728.2461744596,5042.742664215427,14.923987597708205,2.37890470608835,0
60,961573.4066259188,4916.106547627054,14.81742946310376,2.3433807615438997,0
61,836612.9840962393,4124.812671627935,14.247243590830056,2.3537746015475784,0
62,708412.8125223963,4183.118270277113,14.145678441961918,2.034614288419624,0
63,772133.6469048415,4487.589055478998,14.489496719783297,2.235269190045081,0
64,785655.5075549353,5861.873640486743,14.812161002209383,1.9596749190881557,0
65,867433.1882351113,5216.163358299345,15.61955427763787,2.519826435289725,0
66,778078.9577796732,5689.61813761206,14.960582673694665,2.1325115736682276,0
67,864976.4928999806,5454.6861102980865,14.725907608730733,2.8065454925942293,0
68,990180.515086394,5728.573051523626,15.454757426771334,2.8759659706742267,0
69,988978.3739665559,4361.430681020438,14.617427036365122,2.6770690313376604,0
70,806431.7221299045,4069.4466619501927,15.25756258890261,2.3960713858191536,0
71,720772.9748078719,4705.534045816516,15.043599005413816,2.70820099898638,0
72,766213.7546968627,4470.958596887767,14.282881578200634,2.245951126837089,0
73,1006977.9688401581,3937.8718965303747,15.096761181965087,2.479691076640733,0
74,982009.7096433509,4945.546817954567,15.3332758471702,2.5691354625811753,0
75,822457.2163237727,5046.668596450142,15.523393114965877,2.670280635423649,0
76,680275.6225934781,5648.453256261233,14.84004945124175,2.0135458447861714,0
77,958702.894689941,5374.516165178586,14.49920326596616,2.6939577225604325,0
78,896083.0837382667,3863.410032317828,14.818367795129785,1.9355649263440466,0
79,857840.7901359487,5836.918174251077,14.719660386157258,2.2476292116869367,0
80,945849.8166214605,4433.300054342039,14.244529603621702,2.5685106130119824,0
81,901273.5748124453,3896.7340948506658,14.715452498095024,1.9927098209820178,0
82,900137.914003631,5976.722979626639,14.948909452122654,2.534003346494364,0
83,730402.4358442463,4042.7189621046323,14.830537932310072,2.661468542677808,0
84,859042.163556403,3984.24834261072,14.850484863978936,2.463075864306086,0
85,707000.6505230307,4927.363567500225,15.453056472601173,2.7047813023586182,0
86,761059.6256328406,4328.173684736172,14.798995996443507,2.125534478282903,0
87,874773.6682198719,4655.846649525447,14.625094357829074,2.719290167876422,0
88,967446.1707794822,4292.509222060517,15.03564004432975,1.809226599443969,0
89,896210.118916872,5192.563006518374,14.652213432386624,2.283126458685534,0
90,996825.3420495698,5305.207153039965,14.31150889637511,2.833820934309162,0
91,842004.9337274099,5465.85255315475,15.28728646569655,2.011991441400567,0
92,963881.7127917593,4974.395807068574,15.252517391470182,2.2977660731242358,0
93,818005.5393936136,4352.843122498985,14.207972728243883,2.2479539821698973,0
94,744644.2433705248,3804.2750167292193,14.445083227675356,2.63220614673284,0
95,1016508.3725773545,4648.439885922705,14.392589689445428,2.10958006142177,0
96,755150.1859145038,4802.023178338023,14.437502099364968,2.355053567295504,0
97,963883.9874191615,4795.457246428501,15.624877719661301,2.0787621206613074,0
98,797367.3723258756,5003.558005850091,14.268267442382282,2.1572034607928963,0
99,838164.0034329975,4411.393709508329,14.230989797676097,2.3777330133365386,0
100,679363.6321372628,5990.14428526955,14.989538121739425,2.253811837722038,0
101,800648.6094153043,5788.712168708257,14.30394323516228,2.6189371084435145,0
102,667574.3501070299,5458.8646811614435,14.655796873609177,2.631387877768295,0
103,720918.7102771895,3986.9460008577234,15.338714746591114,1.8266891144013235,0
104,960925.1535548251,4275.85368915925,14.737587702571643,2.7401797174217006,0
105,676910.1463101371,4356.988971515704,14.636348677809886,2.727525034150742,0
106,742685.0512722224,5733.653649831123,14.28697811763688,2.2628367579669026,0
107,653832.6135577392,3946.008203692894,15.096795518919937,1.8818996603039364,0
108,818906.5802167738,5260.091533652666,15.376475612331324,2.595421499600617,0
109,753157.7620700913,5907.294260360341,14.940145789372124,2.672104749263519,0
110,914985.9341300626,5069.615115494436,14.648958400984528,2.225449412549789,0
111,670164.498046698,3766.223135989102,15.267413432795685,2.4552407321131513,0
112,749224.0253075544,4575.485058229447,14.358490752355525,1.8282746016877491,0
113,933379.8113125783,4916.606563938642,14.763882051054512,2.867299610253624,0
114,933824.1658848719,5331.362598910068,14.896632972973753,1.9889786021261806,0
115,782577.5836299652,5412.99200629209,14.356519587631501,2.7688983148333106,0
116,863043.7806244276,4207.13738987029,14.306390795874409,2.06718494314342,0
117,700719.5337523817,4491.828745864396,14.512229790095324,2.533514326856095,0
118,943420.6229454449,5627.587957246408,14.68221386635617,2.610044157454272,0
119,959571.7537316278,4921.546692251298,15.58387407227685,2.4266565545318377,0
120,834954.2605558372,4415.880816248266,14.733283163232263,1.9034672360742928,0
121,752033.4962133617,5025.6142067673345,14.738014661061355,2.900291301739559,0
122,898166.1267315238,4223.6114656333075,14.744115528564413,2.751823655533919,0
123,986628.3142084503,4160.310790917884,14.36875039843681,2.2104317794819806,0
124,829511.218815637,4521.978641284324,14.519095381583368,2.49958928992576,0
125,1003010.5326138703,4371.739913688391,15.102187767768344,2.2150830352613333,0
126,910841.3707087205,5664.296844077142,14.129028053266882,2.2660741240378584,0
127,909834.8542664825,5134.907858430011,14.60525347927873,2.8793818614822078,0
128,916279.5857992736,5948.4251316801665,14.267016079252702,2.150425139313666,0
129,849331.3323274525,4043.202299695018,15.532618173710706,2.8540927388819415,0
130,723027.8539170418,4726.052916430463,15.208069726015426,2.395214836011707,0
131,999050.7068375597,5415.3726381379765,15.063556058356768,2.436460541740128,0
132,933413.5694561608,5065.003765620707,14.181582649078468,2.456821045401857,0
133,914282.8090046674,4291.480089126271,14.82137039251095,1.922003239288042,0
134,728756.076445397,4102.048092398894,14.845235986130868,2.318318498127446,0
135,835943.5704784282,4120.413834467517,14.59903193455275,2.797911692943013,0
136,766060.6482416773,4765.694079306703,15.131031066669427,2.6791965012265333,0
137,971888.3616326032,4409.292151575595,14.818791472484024,2.6300420961733373,0
138,673057.3544289441,5654.802430262398,14.69646206595883,2.7304539440016358,0
139,1013124.6160439566,5418.698837815478,15.527638653036936,1.9137546044190148,0
140,936999.6262414863,4559.4472540977295,15.217425042399537,2.079664420105988,0
141,766600.669947846,3785.919333587902,15.07234018556314,2.912466642357656,0
142,742295.2675764293,4294.582122967979,15.245431849600372,2.542613463777555,0
143,677270.4561265579,3946.8874107209904,14.721444959927922,2.6941452552861,0
144,709845.6847279549,5559.210535849518,14.443675510112115,2.596386705963416,0
145,736033.5147557659,4793.258937281922,14.780523516875565,1.835752719143126,0
146,719588.9178392146,4703.437957452242,14.164561438472797,1.956104725123967,0
147,778372.9050030281,4781.374806410609,15.396624630281167,2.3269778154998084,0
148,695576.3803630433,4619.78073271922,14.613534877153931,2.5725749958679196,0
149,785326.37888074,4263.991142448826,14.999046351244074,2.5415689479402763,0
150,713340.2027958357,5216.005634035117,14.942979327886562,2.575216584591946,0
151,660733.0355885585,4207.432855121324,14.177708670344517,2.5178931959012685,0
152,1012773.8118335635,5007.6094072299,15.1407165843134,2.6990206005186823,0
153,791300.8060462049,4901.931825270967,14.5496884489662,2.0055408074691523,0
154,762918.3424336403,5061.897010793209,15.166961925166934,2.6977766094457545,0
155,995728.9589221012,5520.059035643153,14.200631084715772,2.0432165281724206,0
156,933938.399663138,5022.548697080591,14.422773683642674,2.9062780003513664,0
157,835663.2349312779,4358.001796758395,14.970932605019721,2.8793248776695823,0
158,777697.9781619597,4937.836576270895,15.247394374478555,2.667603337086451,0
159,847370.0929105091,4538.809257544388,15.248877246600282,2.3203341627276544,0
160,984118.0501203921,5545.900910353441,14.382693027753863,2.4119847450526333,0
161,945361.9654299564,4830.43715216405,14.868380182149922,2.8375393335809087,0
162,956628.7513683534,5314.00165565725,15.510915755468675,1.8612716539415153,0
163,908085.2127661862,5084.3981413514375,14.204730275165344,2.5021213872398387,0
164,711841.8844548028,5121.326609334855,15.019158820466313,2.5473453317716084,0
165,831716.8546578786,4253.048243124435,14.826851771933356,2.903412969817795,0
166,1009789.3905852993,5138.089212700659,14.58152202647729,2.279428198769722,0
167,825409.2862344601,5491.835811684839,15.051627269166246,2.4607791936311094,0
168,957004.5508747916,4326.993923031668,14.75819773868483,2.8528724143646285,0
169,882413.474685337,3994.8559358050693,14.95813811271838,2.738246558888728,0
170,741584.5020059074,5785.561708440806,14.538251285992326,2.533625716727409,0
171,837962.7803947268,5021.877436868138,14.196850586836725,2.257866722937985,0
172,856247.3883693254,4955.995423395392,14.608666628685729,2.0919932531902012,0
173,818823.8885147773,5000.557015493599,15.611344045506396,2.4818274042044157,0
174,790933.2986768535,5778.951751725115,14.963267006187202,2.0242693750606877,0
175,975840.5871451567,4328.161698776332,14.620515495851274,2.407647734691757,0
176,803171.0868726692,4986.96185733447,14.384304022260997,2.923496317320393,0
177,886947.3297215125,4300.039435247416,14.690066097321155,2.4479918462298964,0
178,975210.8031344123,6038.556755393159,15.346690564193912,1.910754184989268,0
179,960430.4887396952,4860.010084488218,14.747523199044323,2.9167120260096606,0
180,846358.0717736083,6043.610199255211,14.919551395397566,1.9011329570056754,0
181,762497.4428742666,5788.136438446388,15.248767831084987,2.5602587131185497,0
182,945568.962519322,4761.157908068233,15.565958511824537,2.462666400585003,0
183,655997.2834533097,5511.238823042284,14.135942167662492,2.2625859250948497,0
184,825170.1464136026,5229.8048858214115,15.338655121998512,2.0685992156361266,0
185,884540.0604091625,4961.444155982444,15.461221928207065,2.1339845046169237,0
186,939744.2710604395,5998.126363824105,15.250546528614889,2.6144473687559726,0
187,956328.7348792439,3960.2509973320357,14.301028404762905,2.07191041356955,0
188,955375.3222849566,3634.6051671787964,15.538744933105402,2.8145412729691754,0
189,832506.719731301,4011.500751120404,14.725255315501272,2.6362443503796733,0
190,863709.203005105,5861.271186839675,14.371716299415324,2.1184078471867585,0
191,752562.4046099557,3648.4476707512713,14.291833611557204,2.548030077363027,0
192,687098.5410589622,5395.601141468559,14.283080729891886,2.675503810552607,0
193,797794.4038231003,5732.299000561506,14.827548612658802,2.366645747995716,0
194,973449.6734460176,5494.824291150452,14.47862906179353,2.013002472086707,0
195,833594.3135120731,4723.333671617591,15.017315108289743,2.0638890566647756,0
196,868573.5730569802,5441.327855562813,14.459472350030763,2.3200250694941884,0
197,1005298.5482590428,5037.187401829736,14.127403046909517,2.310127572843454,0
198,841561.4826120326,5463.465064979427,15.03461339126686,2.3618679567895113,0
199,998423.9943725364,4037.531886893043,15.07243782001194,2.013406262491509,0
200,838571.5002761155,5761.126722779074,15.241419978886913,2.4184024584319466,0
201,743977.4112072013,5436.999314185565,14.507494199116334,2.325167699362809,0
202,683510.8197487409,4941.998807214124,15.292781250257491,2.756695122728966,0
203,868064.1298833059,4831.556056032852,14.901573393726418,2.815093016315286,0
204,744074.8459868372,4408.658259255332,15.563453861159843,2.6537916995409714,0
205,1015486.1924404649,5678.442418651783,14.839980475990991,2.324184181642398,0
206,722544.040697033,5993.101305879864,14.631471769968012,2.273264057964849,0
207,665433.3612594556,4854.089003778057,14.822966769881784,2.0840801915765947,0
208,697149.6435683733,3665.8350503909382,15.211141144768066,2.77757492009943,0
