Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
4,360208.29,2598.8,2.781462347,15.17169877
4,360208.29,2598.8,2.781462347,15.17169877
4,360208.29,2598.8,2.781462347,15.17169877
4,360208.29,2598.8,2.781462347,15.17169877
4,360208.29,2598.8,2.781462347,15.17169877
4,132123.53,966.71,2.55902439,14.85992683
4,134459.5,1136.57,2.798699764,14.49683215
4,134459.5,1136.57,2.798699764,14.49683215
4,134459.5,1136.57,2.798699764,14.49683215
3,237920.06,1566.72,3.256238532,15.27348624
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,143767.6,950.08,2.944943052,15.24603645
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,126350.46,899.54,2.37478481,15.24318987
3,253166.79,1848.36,2.933244949,15.6917298
3,253166.79,1848.36,2.933244949,15.6917298
3,130014.47,935.81,1.9165,13.81821429
3,130014.47,935.81,1.9165,13.81821429
3,130014.47,935.81,1.9165,13.81821429
3,130014.47,935.81,1.9165,13.81821429
3,130014.47,935.81,1.9165,13.81821429
3,130014.47,935.81,1.9165,13.81821429
3,119018.19,851.59,2.516356488,16.01863874
3,239849.93,1192.41,1.723591088,15.44668414
3,239849.93,1192.41,1.723591088,15.44668414
3,239849.93,1192.41,1.723591088,15.44668414
3,239849.93,1192.41,1.723591088,15.44668414
3,239849.93,1192.41,1.723591088,15.44668414
3,372333.99,2651.18,3.080170794,15.50437233
3,372333.99,2651.18,3.080170794,15.50437233
3,372333.99,2651.18,3.080170794,15.50437233
3,372333.99,2651.18,3.080170794,15.50437233
3,372333.99,2651.18,3.080170794,15.50437233
3,372333.99,2651.18,3.080170794,15.50437233
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,144249.23,1019.09,3.370501139,15.76790433
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,357756.5,1845.79,1.246042216,15.023219
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,249300.07,1715.49,2.067003841,14.53441741
3,351989.28,2454.17,1.677290837,13.73831843
3,351989.28,2454.17,1.677290837,13.73831843
3,351989.28,2454.17,1.677290837,13.73831843
3,351989.28,2454.17,1.677290837,13.73831843
3,351989.28,2454.17,1.677290837,13.73831843
3,351989.28,2454.17,1.677290837,13.73831843
3,351989.28,2454.17,1.677290837,13.73831843
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,364625.56,2683.19,2.101702945,14.1400954
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,121823.22,907.55,1.751365979,13.37131443
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,134459.5,1136.57,2.798699764,14.49683215
3,148724.01,1381.99,4.038398268,15.7288961
3,148724.01,1381.99,4.038398268,15.7288961
3,148724.01,1381.99,4.038398268,15.7288961
3,148724.01,1381.99,4.038398268,15.7288961
3,148724.01,1381.99,4.038398268,15.7288961
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,351467.16,2068.82,0.281737589,13.3341578
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,363131.14,2282.19,0.629956897,13.65096552
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,126722.9,943.09,1.091831683,13.2044802
3,114947.27,632.26,2.575967742,13.93206989
3,128317.2,685.33,3.476814815,14.98014815
3,128317.2,685.33,3.476814815,14.98014815
3,128317.2,685.33,3.476814815,14.98014815
3,128317.2,685.33,3.476814815,14.98014815
3,128317.2,685.33,3.476814815,14.98014815
3,128317.2,685.33,3.476814815,14.98014815
3,128317.2,685.33,3.476814815,14.98014815
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,139474.2,765.06,4.231501155,15.84200924
3,226789.1,1274.4,2.21659919,13.60973009
3,226789.1,1274.4,2.21659919,13.60973009
3,241741.32,1389.41,2.707297297,14.2043758
3,265871.16,1544.44,3.591038961,15.16651712
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,237920.06,1566.72,3.256238532,15.27348624
2,252511,1839.35,3.821579602,15.80236318
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,264060.84,1909.05,4.307142857,16.2907443
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,119088.87,770.43,2.766718346,15.54416021
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,134620.45,907.92,3.724509346,16.48799065
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,337149.01,1912.09,0.88358371,11.96707692
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,353400.81,2096.85,1.373266551,12.48047038
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,378364.79,2362.68,3.738790932,16.35102435
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,150715.7,767.14,3.700669546,16.26632829
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,133284.65,651.64,2.107547619,14.70492857
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,126696.15,853.02,1.696792929,13.91760101
2,143767.6,950.08,2.944943052,15.24603645
2,143767.6,950.08,2.944943052,15.24603645
2,143767.6,950.08,2.944943052,15.24603645
2,143767.6,950.08,2.944943052,15.24603645
2,143767.6,950.08,2.944943052,15.24603645
2,143767.6,950.08,2.944943052,15.24603645
2,143767.6,950.08,2.944943052,15.24603645
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,353897.08,1806.36,1.565556545,14.90361532
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,246746.81,1309.28,0.858973384,12.94301648
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,262372.13,1420.14,1.447246377,13.54721014
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,241941.7,1490.04,2.185478375,14.8825557
2,256533.54,1535.59,2.88886392,15.60709114
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,367987.94,2320.26,2.460577089,15.23031008
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,379100.41,2403.34,2.784011775,15.55472666
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
2,238487.34,1194.99,1.21015544,13.1661399
