,State,City,Date Sown,Variety,Date of Cut,Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Avg of AAYPVPP,STD AAYPVP,Num STDs,Avg Yield of Varieties Per Cut,Annual Avg Yield,Avg Annual Yield Per Variety Per Plant
257,South Dakota,Watertown,5/22/1996,WL 252HQ,8/16/1999,0.72,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.248039741,0.768571429,1.447891584,1.44
258,South Dakota,Watertown,5/22/1996,Saranac AR,8/16/1999,0.71,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.232634403,0.768571429,1.447891584,1.433333333
259,South Dakota,Watertown,5/22/1996,Vernal,8/16/1999,0.7,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
260,South Dakota,Watertown,5/22/1996,Baker,8/16/1999,0.69,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
261,South Dakota,Watertown,5/22/1996,Defiant,8/16/1999,0.69,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.201823728,0.768571429,1.447891584,1.42
262,South Dakota,Watertown,5/22/1996,LegenDairy 2.0,8/16/1999,0.74,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.18641839,0.768571429,1.447891584,1.413333333
263,South Dakota,Watertown,5/22/1996,ABT 205,8/16/1999,0.63,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.140202376,0.768571429,1.447891584,1.393333333
265,South Dakota,Watertown,5/22/1996,SDFB,8/16/1999,0.78,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.124797039,0.768571429,1.447891584,1.386666667
253,South Dakota,Watertown,5/22/1996,A-395,8/16/1999,0.67,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.39439045,0.768571429,1.447891584,1.503333333
254,South Dakota,Watertown,5/22/1996,ICI 620,8/16/1999,0.72,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.386687781,0.768571429,1.447891584,1.5
255,South Dakota,Watertown,5/22/1996,TMF Multiplier II,8/16/1999,0.79,366100.83,2151.68,1.780211685,12.92289585,1,0.899910256,0.432750437,1.32506643,0.768571429,1.447891584,1.473333333
250,South Dakota,Watertown,5/22/1996,BigHorn,8/16/1999,0.76,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.448309132,0.768571429,1.447891584,1.526666667
251,South Dakota,Watertown,5/22/1996,DK 122,8/16/1999,0.78,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.409795788,0.768571429,1.447891584,1.51
252,South Dakota,Watertown,5/22/1996,Riley,8/16/1999,0.79,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.417498457,0.768571429,1.447891584,1.513333333
245,South Dakota,Watertown,5/22/1996,HayGrazer,8/16/1999,0.8,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.594659841,0.768571429,1.447891584,1.59
246,South Dakota,Watertown,5/22/1996,WL 324,8/16/1999,0.84,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.594659841,0.768571429,1.447891584,1.59
247,South Dakota,Watertown,5/22/1996,Pioneer Brand 5454,8/16/1999,0.81,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.571551835,0.768571429,1.447891584,1.58
248,South Dakota,Watertown,5/22/1996,Pioneer Brand 5312,8/16/1999,0.86,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.517633152,0.768571429,1.447891584,1.556666667
249,South Dakota,Watertown,5/22/1996,Columbia 2000,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.509930484,0.768571429,1.447891584,1.553333333
238,South Dakota,Watertown,5/22/1996,Bounty,8/16/1999,0.83,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.895063928,0.768571429,1.447891584,1.72
239,South Dakota,Watertown,5/22/1996,Alfastar,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.879658591,0.768571429,1.447891584,1.713333333
240,South Dakota,Watertown,5/22/1996,WL 325HQ,8/16/1999,0.8,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.764118557,0.768571429,1.447891584,1.663333333
241,South Dakota,Watertown,5/22/1996,Viking I,8/16/1999,0.81,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.74101055,0.768571429,1.447891584,1.653333333
242,South Dakota,Watertown,5/22/1996,DK 127,8/16/1999,0.96,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.710199875,0.768571429,1.447891584,1.64
243,South Dakota,Watertown,5/22/1996,Ciba 2444,8/16/1999,0.84,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.648578524,0.768571429,1.447891584,1.613333333
244,South Dakota,Watertown,5/22/1996,ICI 631,8/16/1999,0.82,366100.83,2151.68,1.780211685,12.92289585,2,0.899910256,0.432750437,1.60236251,0.768571429,1.447891584,1.593333333
119,South Dakota,Beresford,4/25/1997,Vernal,10/1/1999,0.53,285497.24,1966.28,4.743483146,16.88673034,0,0.899910256,0.432750437,0.724258256,0.705806452,1.447891584,1.213333333
124,South Dakota,Beresford,4/25/1997,CW 5236,10/1/1999,0.5,285497.24,1966.28,4.743483146,16.88673034,0,0.899910256,0.432750437,0.778176938,0.705806452,1.447891584,1.236666667
115,South Dakota,Beresford,4/25/1997,DK 142,10/1/1999,0.65,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.986148998,0.705806452,1.447891584,1.326666667
118,South Dakota,Beresford,4/25/1997,Ace,10/1/1999,0.7,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.893716972,0.705806452,1.447891584,1.286666667
121,South Dakota,Beresford,4/25/1997,CW 5347,10/1/1999,0.61,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.963040992,0.705806452,1.447891584,1.316666667
122,South Dakota,Beresford,4/25/1997,CW 5321,10/1/1999,0.59,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.947635654,0.705806452,1.447891584,1.31
123,South Dakota,Beresford,4/25/1997,CW 2227,10/1/1999,0.58,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,0.832095621,0.705806452,1.447891584,1.26
97,South Dakota,Beresford,4/25/1997,ICI 631,10/1/1999,0.77,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.248039741,0.705806452,1.447891584,1.44
98,South Dakota,Beresford,4/25/1997,Avalanche +Z,10/1/1999,0.78,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.294255754,0.705806452,1.447891584,1.46
99,South Dakota,Beresford,4/25/1997,Depend +Ev,10/1/1999,0.84,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.278850417,0.705806452,1.447891584,1.453333333
102,South Dakota,Beresford,4/25/1997,DK 140,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.155607714,0.705806452,1.447891584,1.4
103,South Dakota,Beresford,4/25/1997,Asset,10/1/1999,0.79,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.224931734,0.705806452,1.447891584,1.43
104,South Dakota,Beresford,4/25/1997,Pioneer Brand 5312,10/1/1999,0.71,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.124797039,0.705806452,1.447891584,1.386666667
105,South Dakota,Beresford,4/25/1997,Excalibur II,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.147905045,0.705806452,1.447891584,1.396666667
106,South Dakota,Beresford,4/25/1997,Ciba 2888,10/1/1999,0.72,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.109391701,0.705806452,1.447891584,1.38
107,South Dakota,Beresford,4/25/1997,DK 127,10/1/1999,0.64,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.132499708,0.705806452,1.447891584,1.39
108,South Dakota,Beresford,4/25/1997,WL 324,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.140202376,0.705806452,1.447891584,1.393333333
109,South Dakota,Beresford,4/25/1997,Rhino,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
110,South Dakota,Beresford,4/25/1997,5347LH,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
111,South Dakota,Beresford,4/25/1997,Innovator +Z,10/1/1999,0.62,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.063175687,0.705806452,1.447891584,1.36
112,South Dakota,Beresford,4/25/1997,Spartan,10/1/1999,0.68,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.04777035,0.705806452,1.447891584,1.353333333
113,South Dakota,Beresford,4/25/1997,ICI 620,10/1/1999,0.66,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
114,South Dakota,Beresford,4/25/1997,Complete,10/1/1999,0.7,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.055473019,0.705806452,1.447891584,1.356666667
116,South Dakota,Beresford,4/25/1997,Rainier,10/1/1999,0.66,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.016959674,0.705806452,1.447891584,1.34
117,South Dakota,Beresford,4/25/1997,Spur,10/1/1999,0.73,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.009257005,0.705806452,1.447891584,1.336666667
120,South Dakota,Beresford,4/25/1997,CW 5305,10/1/1999,0.8,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.25574241,0.705806452,1.447891584,1.443333333
96,South Dakota,Beresford,4/25/1997,Amerigraze 401+Z,10/1/1999,0.82,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.309661092,0.705806452,1.447891584,1.466666667
101,South Dakota,Beresford,4/25/1997,WL 325HQ,10/1/1999,0.83,285497.24,1966.28,4.743483146,16.88673034,1,0.899910256,0.432750437,1.301958423,0.705806452,1.447891584,1.463333333
100,South Dakota,Beresford,4/25/1997,TMF Multiplier II,10/1/1999,0.69,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.425201126,0.705806452,1.447891584,1.516666667
94,South Dakota,Beresford,4/25/1997,Ciba 2444,10/1/1999,0.78,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.58888284,0.705806452,1.447891584,1.5875
95,South Dakota,Beresford,4/25/1997,Pioneer Brand 5454,10/1/1999,0.72,285497.24,1966.28,4.743483146,16.88673034,2,0.899910256,0.432750437,1.525335821,0.705806452,1.447891584,1.56
390,South Dakota,Highmore,5/5/1998,WL 324,5/23/2000,1.49,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,0.231287446,1.295625,1.106568215,1
391,South Dakota,Highmore,5/5/1998,Pioneer Brand 53Q60,5/23/2000,1.47,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,0.150409423,1.295625,1.106568215,0.965
392,South Dakota,Highmore,5/5/1998,WL 325HQ,5/23/2000,1.27,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.03445463,1.295625,1.106568215,0.885
393,South Dakota,Highmore,5/5/1998,Husky Supreme,5/23/2000,1.31,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.242426691,1.295625,1.106568215,0.795
394,South Dakota,Highmore,5/5/1998,DK140,5/23/2000,1.28,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.173102671,1.295625,1.106568215,0.825
395,South Dakota,Highmore,5/5/1998,Goldrush 747,5/23/2000,1.33,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.057562637,1.295625,1.106568215,0.875
396,South Dakota,Highmore,5/5/1998,TMF 421,5/23/2000,1.21,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.357966724,1.295625,1.106568215,0.745
397,South Dakota,Highmore,5/5/1998,WL 232HQ,5/23/2000,1.32,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.126886657,1.295625,1.106568215,0.845
398,South Dakota,Highmore,5/5/1998,Garst 620,5/23/2000,1.24,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.265534697,1.295625,1.106568215,0.785
399,South Dakota,Highmore,5/5/1998,Vernal,5/23/2000,1.18,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.404182738,1.295625,1.106568215,0.725
400,South Dakota,Highmore,5/5/1998,TMF Multiplier II,5/23/2000,1.24,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.323304714,1.295625,1.106568215,0.76
401,South Dakota,Highmore,5/5/1998,Frontier 2000,5/23/2000,1.26,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.219318684,1.295625,1.106568215,0.805
402,South Dakota,Highmore,5/5/1998,CW72005,5/23/2000,1.4,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,0.023315386,1.295625,1.106568215,0.91
403,South Dakota,Highmore,5/5/1998,CW72008,5/23/2000,1.26,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.277088701,1.295625,1.106568215,0.78
404,South Dakota,Highmore,5/5/1998,CW5236,5/23/2000,1.28,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.253980694,1.295625,1.106568215,0.79
405,South Dakota,Highmore,5/5/1998,CW5321,5/23/2000,1.19,235157.38,1220.67,2.30252,15.90674667,0,0.899910256,0.432750437,-0.369520728,1.295625,1.106568215,0.74
406,South Dakota,Highmore,5/5/1998,WL 324,7/6/2000,0.51,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,0.231287446,0.358125,1.106568215,1
407,South Dakota,Highmore,5/5/1998,Pioneer Brand 53Q60,7/6/2000,0.46,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,0.150409423,0.358125,1.106568215,0.965
408,South Dakota,Highmore,5/5/1998,WL 325HQ,7/6/2000,0.5,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.03445463,0.358125,1.106568215,0.885
409,South Dakota,Highmore,5/5/1998,Husky Supreme,7/6/2000,0.28,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.242426691,0.358125,1.106568215,0.795
410,South Dakota,Highmore,5/5/1998,DK140,7/6/2000,0.37,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.173102671,0.358125,1.106568215,0.825
411,South Dakota,Highmore,5/5/1998,Goldrush 747,7/6/2000,0.42,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.057562637,0.358125,1.106568215,0.875
412,South Dakota,Highmore,5/5/1998,TMF 421,7/6/2000,0.28,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.357966724,0.358125,1.106568215,0.745
413,South Dakota,Highmore,5/5/1998,WL 232HQ,7/6/2000,0.37,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.126886657,0.358125,1.106568215,0.845
414,South Dakota,Highmore,5/5/1998,Garst 620,7/6/2000,0.33,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.265534697,0.358125,1.106568215,0.785
415,South Dakota,Highmore,5/5/1998,Vernal,7/6/2000,0.27,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.404182738,0.358125,1.106568215,0.725
416,South Dakota,Highmore,5/5/1998,TMF Multiplier II,7/6/2000,0.28,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.323304714,0.358125,1.106568215,0.76
417,South Dakota,Highmore,5/5/1998,Frontier 2000,7/6/2000,0.35,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.219318684,0.358125,1.106568215,0.805
418,South Dakota,Highmore,5/5/1998,CW72005,7/6/2000,0.42,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,0.023315386,0.358125,1.106568215,0.91
419,South Dakota,Highmore,5/5/1998,CW72008,7/6/2000,0.3,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.277088701,0.358125,1.106568215,0.78
420,South Dakota,Highmore,5/5/1998,CW5236,7/6/2000,0.3,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.253980694,0.358125,1.106568215,0.79
421,South Dakota,Highmore,5/5/1998,CW5321,7/6/2000,0.29,252578.57,1329.21,2.799949622,16.44955919,0,0.899910256,0.432750437,-0.369520728,0.358125,1.106568215,0.74
616,South Dakota,Watertown,4/3/1999,Macon,8/3/2000,0.68,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.793582276,0.741111111,1.106568215,1.243333333
617,South Dakota,Watertown,4/3/1999,Excalibur II,8/3/2000,0.73,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.778176938,0.741111111,1.106568215,1.236666667
619,South Dakota,Watertown,4/3/1999,Legend Gold,8/3/2000,0.74,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.69344758,0.741111111,1.106568215,1.2
621,South Dakota,Watertown,4/3/1999,WinterKing,8/3/2000,0.72,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.69344758,0.741111111,1.106568215,1.2
622,South Dakota,Watertown,4/3/1999,A-395,8/3/2000,0.75,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.724258256,0.741111111,1.106568215,1.213333333
623,South Dakota,Watertown,4/3/1999,DK124,8/3/2000,0.75,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.701150249,0.741111111,1.106568215,1.203333333
625,South Dakota,Watertown,4/3/1999,Award,8/3/2000,0.66,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.577907547,0.741111111,1.106568215,1.15
626,South Dakota,Watertown,4/3/1999,TMF 421,8/3/2000,0.74,160190.33,806.56,3.714764826,16.23828221,0,0.899910256,0.432750437,0.523988865,0.741111111,1.106568215,1.126666667
601,South Dakota,Watertown,4/3/1999,Spirit,8/3/2000,0.78,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.97844633,0.741111111,1.106568215,1.323333333
602,South Dakota,Watertown,4/3/1999,AlfaStar,8/3/2000,0.78,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.970743661,0.741111111,1.106568215,1.32
603,South Dakota,Watertown,4/3/1999,645-11,8/3/2000,0.72,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.886014303,0.741111111,1.106568215,1.283333333
604,South Dakota,Watertown,4/3/1999,Garst 620,8/3/2000,0.74,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.947635654,0.741111111,1.106568215,1.31
605,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,8/3/2000,0.77,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.993851667,0.741111111,1.106568215,1.33
606,South Dakota,Watertown,4/3/1999,Rebound 4.2,8/3/2000,0.72,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.97844633,0.741111111,1.106568215,1.323333333
607,South Dakota,Watertown,4/3/1999,WinterStar,8/3/2000,0.74,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.963040992,0.741111111,1.106568215,1.316666667
608,South Dakota,Watertown,4/3/1999,Garst 6410,8/3/2000,0.75,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.886014303,0.741111111,1.106568215,1.283333333
609,South Dakota,Watertown,4/3/1999,GH 766,8/3/2000,0.75,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.932230316,0.741111111,1.106568215,1.303333333
610,South Dakota,Watertown,4/3/1999,Abound,8/3/2000,0.73,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.862906296,0.741111111,1.106568215,1.273333333
611,South Dakota,Watertown,4/3/1999,FQ 314,8/3/2000,0.77,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.847500958,0.741111111,1.106568215,1.266666667
613,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,8/3/2000,0.77,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.970743661,0.741111111,1.106568215,1.32
614,South Dakota,Watertown,4/3/1999,FQ 315,8/3/2000,0.74,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.808987614,0.741111111,1.106568215,1.25
615,South Dakota,Watertown,4/3/1999,WL232 HQ,8/3/2000,0.71,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.824392952,0.741111111,1.106568215,1.256666667
618,South Dakota,Watertown,4/3/1999,Sprint,8/3/2000,0.77,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.855203627,0.741111111,1.106568215,1.27
620,South Dakota,Watertown,4/3/1999,DK140,8/3/2000,0.72,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.847500958,0.741111111,1.106568215,1.266666667
624,South Dakota,Watertown,4/3/1999,Vernal,8/3/2000,0.75,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,0.847500958,0.741111111,1.106568215,1.266666667
600,South Dakota,Watertown,4/3/1999,ABT 350,8/3/2000,0.77,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,1.101689032,0.741111111,1.106568215,1.376666667
612,South Dakota,Watertown,4/3/1999,Garst 6420,8/3/2000,0.76,160190.33,806.56,3.714764826,16.23828221,1,0.899910256,0.432750437,1.001554336,0.741111111,1.106568215,1.333333333
359,South Dakota,Beresford,4/25/1997,Ciba 2888,8/30/2000,0.61,390791.26,2451.11,4.072745098,16.68990196,0,0.899910256,0.432750437,0.664562572,0.584193548,1.106568215,1.1875
360,South Dakota,Beresford,4/25/1997,Pioneer Brand 5312,8/30/2000,0.61,390791.26,2451.11,4.072745098,16.68990196,0,0.899910256,0.432750437,0.641454565,0.584193548,1.106568215,1.1775
361,South Dakota,Beresford,4/25/1997,WL 325HQ,8/30/2000,0.67,390791.26,2451.11,4.072745098,16.68990196,0,0.899910256,0.432750437,0.670339574,0.584193548,1.106568215,1.19
362,South Dakota,Beresford,4/25/1997,Ciba 2444,8/30/2000,0.57,390791.26,2451.11,4.072745098,16.68990196,0,0.899910256,0.432750437,0.560576542,0.584193548,1.106568215,1.1425
363,South Dakota,Beresford,4/25/1997,Depend +Ev,8/30/2000,0.61,390791.26,2451.11,4.072745098,16.68990196,0,0.899910256,0.432750437,0.635677564,0.584193548,1.106568215,1.175
