Yield (tons/acre),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
1.2,271934.34,3611.35,6.965266204,17.52929398
1,271934.34,3611.35,6.965266204,17.52929398
0.9,271934.34,3611.35,6.965266204,17.52929398
1,271934.34,3611.35,6.965266204,17.52929398
1,271934.34,3611.35,6.965266204,17.52929398
1,271934.34,3611.35,6.965266204,17.52929398
1.1,271934.34,3611.35,6.965266204,17.52929398
1.2,271934.34,3611.35,6.965266204,17.52929398
1,271934.34,3611.35,6.965266204,17.52929398
3.4,122788.22,778.85,5.531472081,16.13771574
2.8,122788.22,778.85,5.531472081,16.13771574
3,122788.22,778.85,5.531472081,16.13771574
2.8,122788.22,778.85,5.531472081,16.13771574
2.8,122788.22,778.85,5.531472081,16.13771574
3,122788.22,778.85,5.531472081,16.13771574
2.7,122788.22,778.85,5.531472081,16.13771574
2.7,122788.22,778.85,5.531472081,16.13771574
2.6,122788.22,778.85,5.531472081,16.13771574
2.6,122788.22,778.85,5.531472081,16.13771574
2.9,122788.22,778.85,5.531472081,16.13771574
2.8,122788.22,778.85,5.531472081,16.13771574
2.7,122788.22,778.85,5.531472081,16.13771574
2.5,122788.22,778.85,5.531472081,16.13771574
2.8,122788.22,778.85,5.531472081,16.13771574
3.2,122788.22,778.85,5.531472081,16.13771574
2.5,134126.73,935.76,6.389411765,17.01851765
2.4,134126.73,935.76,6.389411765,17.01851765
2.4,134126.73,935.76,6.389411765,17.01851765
2.4,134126.73,935.76,6.389411765,17.01851765
2.6,134126.73,935.76,6.389411765,17.01851765
2.5,134126.73,935.76,6.389411765,17.01851765
2.4,134126.73,935.76,6.389411765,17.01851765
2.5,134126.73,935.76,6.389411765,17.01851765
2.5,134126.73,935.76,6.389411765,17.01851765
2.5,134126.73,935.76,6.389411765,17.01851765
2.2,134126.73,935.76,6.389411765,17.01851765
2.3,134126.73,935.76,6.389411765,17.01851765
2.5,134126.73,935.76,6.389411765,17.01851765
2.3,134126.73,935.76,6.389411765,17.01851765
2.2,134126.73,935.76,6.389411765,17.01851765
1.9,134126.73,935.76,6.389411765,17.01851765
1.9,146453.83,1003.27,7.208311404,17.93894737
1.8,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
1.8,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
2,146453.83,1003.27,7.208311404,17.93894737
1.8,146453.83,1003.27,7.208311404,17.93894737
2,146453.83,1003.27,7.208311404,17.93894737
1.7,146453.83,1003.27,7.208311404,17.93894737
1.9,146453.83,1003.27,7.208311404,17.93894737
1.8,146453.83,1003.27,7.208311404,17.93894737
1.3,146453.83,1003.27,7.208311404,17.93894737
1.3,157737.78,1046.95,7.91063655,18.65053388
1.4,157737.78,1046.95,7.91063655,18.65053388
1.2,157737.78,1046.95,7.91063655,18.65053388
1.3,157737.78,1046.95,7.91063655,18.65053388
1.2,157737.78,1046.95,7.91063655,18.65053388
1.1,157737.78,1046.95,7.91063655,18.65053388
1.3,157737.78,1046.95,7.91063655,18.65053388
1.3,157737.78,1046.95,7.91063655,18.65053388
1.1,157737.78,1046.95,7.91063655,18.65053388
1.3,157737.78,1046.95,7.91063655,18.65053388
1.2,157737.78,1046.95,7.91063655,18.65053388
1.1,157737.78,1046.95,7.91063655,18.65053388
1.1,157737.78,1046.95,7.91063655,18.65053388
1.2,157737.78,1046.95,7.91063655,18.65053388
1.1,157737.78,1046.95,7.91063655,18.65053388
0.8,157737.78,1046.95,7.91063655,18.65053388
2,244241.54,2239.92,5.165557012,16.24311927
1.8,244241.54,2239.92,5.165557012,16.24311927
1.9,244241.54,2239.92,5.165557012,16.24311927
1.8,244241.54,2239.92,5.165557012,16.24311927
2,244241.54,2239.92,5.165557012,16.24311927
2,244241.54,2239.92,5.165557012,16.24311927
1.9,244241.54,2239.92,5.165557012,16.24311927
1.8,244241.54,2239.92,5.165557012,16.24311927
1.7,244241.54,2239.92,5.165557012,16.24311927
1.9,244241.54,2239.92,5.165557012,16.24311927
1.9,255616.65,2365.86,5.618764187,16.68960908
1.8,255616.65,2365.86,5.618764187,16.68960908
1.8,255616.65,2365.86,5.618764187,16.68960908
1.8,255616.65,2365.86,5.618764187,16.68960908
1.8,255616.65,2365.86,5.618764187,16.68960908
1.7,255616.65,2365.86,5.618764187,16.68960908
1.7,255616.65,2365.86,5.618764187,16.68960908
1.7,255616.65,2365.86,5.618764187,16.68960908
1.7,255616.65,2365.86,5.618764187,16.68960908
1.2,255616.65,2365.86,5.618764187,16.68960908
1.8,269016.87,2574.02,6.122321644,17.21613059
1.7,269016.87,2574.02,6.122321644,17.21613059
1.6,269016.87,2574.02,6.122321644,17.21613059
1.4,269016.87,2574.02,6.122321644,17.21613059
1.5,269016.87,2574.02,6.122321644,17.21613059
1.7,269016.87,2574.02,6.122321644,17.21613059
1.6,269016.87,2574.02,6.122321644,17.21613059
1.6,269016.87,2574.02,6.122321644,17.21613059
1.6,269016.87,2574.02,6.122321644,17.21613059
1.3,269016.87,2574.02,6.122321644,17.21613059
1.1,285825.46,2634.73,6.606260069,17.79072497
1,285825.46,2634.73,6.606260069,17.79072497
1,285825.46,2634.73,6.606260069,17.79072497
0.9,285825.46,2634.73,6.606260069,17.79072497
1,285825.46,2634.73,6.606260069,17.79072497
1,285825.46,2634.73,6.606260069,17.79072497
1.2,285825.46,2634.73,6.606260069,17.79072497
0.8,285825.46,2634.73,6.606260069,17.79072497
0.9,285825.46,2634.73,6.606260069,17.79072497
0.7,285825.46,2634.73,6.606260069,17.79072497
1.8,123423.86,1337.73,4.908186398,15.92521411
1.5,123423.86,1337.73,4.908186398,15.92521411
1.5,123423.86,1337.73,4.908186398,15.92521411
1.6,123423.86,1337.73,4.908186398,15.92521411
1.6,123423.86,1337.73,4.908186398,15.92521411
1.4,123423.86,1337.73,4.908186398,15.92521411
1.5,123423.86,1337.73,4.908186398,15.92521411
1.7,123423.86,1337.73,4.908186398,15.92521411
1.5,123423.86,1337.73,4.908186398,15.92521411
1.6,123423.86,1337.73,4.908186398,15.92521411
1.4,123423.86,1337.73,4.908186398,15.92521411
1.8,137167.69,1492.35,5.751224018,16.81512702
1.7,137167.69,1492.35,5.751224018,16.81512702
1.5,137167.69,1492.35,5.751224018,16.81512702
1.6,137167.69,1492.35,5.751224018,16.81512702
1.6,137167.69,1492.35,5.751224018,16.81512702
1.6,137167.69,1492.35,5.751224018,16.81512702
1.7,137167.69,1492.35,5.751224018,16.81512702
1.6,137167.69,1492.35,5.751224018,16.81512702
1.5,137167.69,1492.35,5.751224018,16.81512702
1.6,137167.69,1492.35,5.751224018,16.81512702
1.5,137167.69,1492.35,5.751224018,16.81512702
1.7,150535.07,1588.49,6.662141328,17.8230621
1.9,150535.07,1588.49,6.662141328,17.8230621
1.8,150535.07,1588.49,6.662141328,17.8230621
1.7,150535.07,1588.49,6.662141328,17.8230621
1.8,150535.07,1588.49,6.662141328,17.8230621
1.8,150535.07,1588.49,6.662141328,17.8230621
1.6,150535.07,1588.49,6.662141328,17.8230621
1.6,150535.07,1588.49,6.662141328,17.8230621
1.6,150535.07,1588.49,6.662141328,17.8230621
1.5,150535.07,1588.49,6.662141328,17.8230621
1.4,150535.07,1588.49,6.662141328,17.8230621
1,163156.29,1737.05,7.308670635,18.48071429
1,163156.29,1737.05,7.308670635,18.48071429
0.9,163156.29,1737.05,7.308670635,18.48071429
1,163156.29,1737.05,7.308670635,18.48071429
1,163156.29,1737.05,7.308670635,18.48071429
1,163156.29,1737.05,7.308670635,18.48071429
0.9,163156.29,1737.05,7.308670635,18.48071429
0.9,163156.29,1737.05,7.308670635,18.48071429
1,163156.29,1737.05,7.308670635,18.48071429
0.9,163156.29,1737.05,7.308670635,18.48071429
0.8,163156.29,1737.05,7.308670635,18.48071429
3.4,241551.12,1676.08,5.542067183,16.18895349
3.4,241551.12,1676.08,5.542067183,16.18895349
3.4,241551.12,1676.08,5.542067183,16.18895349
3,241551.12,1676.08,5.542067183,16.18895349
3.1,241551.12,1676.08,5.542067183,16.18895349
3.3,241551.12,1676.08,5.542067183,16.18895349
3.2,241551.12,1676.08,5.542067183,16.18895349
2.7,241551.12,1676.08,5.542067183,16.18895349
3.2,241551.12,1676.08,5.542067183,16.18895349
3.2,241551.12,1676.08,5.542067183,16.18895349
3.2,241551.12,1676.08,5.542067183,16.18895349
2.9,241551.12,1676.08,5.542067183,16.18895349
3.3,241551.12,1676.08,5.542067183,16.18895349
3.1,241551.12,1676.08,5.542067183,16.18895349
3.3,241551.12,1676.08,5.542067183,16.18895349
2.8,241551.12,1676.08,5.542067183,16.18895349
2.2,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.2,252901.02,1727.29,5.943262765,16.6235741
2.2,252901.02,1727.29,5.943262765,16.6235741
2.2,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.1,252901.02,1727.29,5.943262765,16.6235741
2.2,252901.02,1727.29,5.943262765,16.6235741
2.2,252901.02,1727.29,5.943262765,16.6235741
2.2,252901.02,1727.29,5.943262765,16.6235741
1.8,252901.02,1727.29,5.943262765,16.6235741
1.6,252901.02,1727.29,5.943262765,16.6235741
2,262676.7,1825.25,6.416518072,17.12543373
1.9,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
2.1,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
1.9,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
1.9,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
2,262676.7,1825.25,6.416518072,17.12543373
1.9,262676.7,1825.25,6.416518072,17.12543373
1.9,262676.7,1825.25,6.416518072,17.12543373
1.9,262676.7,1825.25,6.416518072,17.12543373
1.7,262676.7,1825.25,6.416518072,17.12543373
1.8,276643.96,2066.65,6.847841561,17.58339839
1.6,276643.96,2066.65,6.847841561,17.58339839
1.5,276643.96,2066.65,6.847841561,17.58339839
1.7,276643.96,2066.65,6.847841561,17.58339839
1.6,276643.96,2066.65,6.847841561,17.58339839
1.6,276643.96,2066.65,6.847841561,17.58339839
1.4,276643.96,2066.65,6.847841561,17.58339839
1.6,276643.96,2066.65,6.847841561,17.58339839
1.6,276643.96,2066.65,6.847841561,17.58339839
1.4,276643.96,2066.65,6.847841561,17.58339839
1.5,276643.96,2066.65,6.847841561,17.58339839
1.5,276643.96,2066.65,6.847841561,17.58339839
1.6,276643.96,2066.65,6.847841561,17.58339839
1.5,276643.96,2066.65,6.847841561,17.58339839
1.4,276643.96,2066.65,6.847841561,17.58339839
1.5,276643.96,2066.65,6.847841561,17.58339839
1.7,361996.1,3569.09,5.291709251,16.34720705
1.4,361996.1,3569.09,5.291709251,16.34720705
1.5,361996.1,3569.09,5.291709251,16.34720705
1.4,361996.1,3569.09,5.291709251,16.34720705
1.3,361996.1,3569.09,5.291709251,16.34720705
1.3,361996.1,3569.09,5.291709251,16.34720705
1.1,361996.1,3569.09,5.291709251,16.34720705
1.4,361996.1,3569.09,5.291709251,16.34720705
1.4,361996.1,3569.09,5.291709251,16.34720705
1.4,361996.1,3569.09,5.291709251,16.34720705
1.2,372266.78,3715.69,5.548177128,16.59960447
1.1,372266.78,3715.69,5.548177128,16.59960447
1,372266.78,3715.69,5.548177128,16.59960447
1,372266.78,3715.69,5.548177128,16.59960447
1.1,372266.78,3715.69,5.548177128,16.59960447
1,372266.78,3715.69,5.548177128,16.59960447
1.1,372266.78,3715.69,5.548177128,16.59960447
0.8,372266.78,3715.69,5.548177128,16.59960447
1.1,372266.78,3715.69,5.548177128,16.59960447
0.7,372266.78,3715.69,5.548177128,16.59960447
0.9,383493.75,3817.77,5.859210747,16.93473552
1.2,383493.75,3817.77,5.859210747,16.93473552
1,383493.75,3817.77,5.859210747,16.93473552
1.1,383493.75,3817.77,5.859210747,16.93473552
1,383493.75,3817.77,5.859210747,16.93473552
1.1,383493.75,3817.77,5.859210747,16.93473552
1.1,383493.75,3817.77,5.859210747,16.93473552
1,383493.75,3817.77,5.859210747,16.93473552
1.1,383493.75,3817.77,5.859210747,16.93473552
0.7,383493.75,3817.77,5.859210747,16.93473552
0.8,400987.9,3982.19,6.248983051,17.34995157
0.8,400987.9,3982.19,6.248983051,17.34995157
0.9,400987.9,3982.19,6.248983051,17.34995157
0.9,400987.9,3982.19,6.248983051,17.34995157
0.9,400987.9,3982.19,6.248983051,17.34995157
0.8,400987.9,3982.19,6.248983051,17.34995157
0.9,400987.9,3982.19,6.248983051,17.34995157
0.8,400987.9,3982.19,6.248983051,17.34995157
0.8,400987.9,3982.19,6.248983051,17.34995157
0.8,400987.9,3982.19,6.248983051,17.34995157
2.2,234032.19,2480.13,5.634646597,16.6852356
2.2,234032.19,2480.13,5.634646597,16.6852356
2.3,234032.19,2480.13,5.634646597,16.6852356
2.2,234032.19,2480.13,5.634646597,16.6852356
2.3,234032.19,2480.13,5.634646597,16.6852356
2.3,234032.19,2480.13,5.634646597,16.6852356
2.1,234032.19,2480.13,5.634646597,16.6852356
2.1,234032.19,2480.13,5.634646597,16.6852356
2.2,234032.19,2480.13,5.634646597,16.6852356
2.2,234032.19,2480.13,5.634646597,16.6852356
2.2,234032.19,2480.13,5.634646597,16.6852356
1.7,247409.88,2548.6,5.983312422,17.1282936
1.7,247409.88,2548.6,5.983312422,17.1282936
1.7,247409.88,2548.6,5.983312422,17.1282936
1.7,247409.88,2548.6,5.983312422,17.1282936
1.8,247409.88,2548.6,5.983312422,17.1282936
1.8,247409.88,2548.6,5.983312422,17.1282936
1.8,247409.88,2548.6,5.983312422,17.1282936
1.7,247409.88,2548.6,5.983312422,17.1282936
1.6,247409.88,2548.6,5.983312422,17.1282936
1.8,247409.88,2548.6,5.983312422,17.1282936
1.3,247409.88,2548.6,5.983312422,17.1282936
1,259801.52,2627.47,6.807773019,17.95650964
1,259801.52,2627.47,6.807773019,17.95650964
1,259801.52,2627.47,6.807773019,17.95650964
0.9,259801.52,2627.47,6.807773019,17.95650964
0.9,259801.52,2627.47,6.807773019,17.95650964
1,259801.52,2627.47,6.807773019,17.95650964
1,259801.52,2627.47,6.807773019,17.95650964
1,259801.52,2627.47,6.807773019,17.95650964
0.9,259801.52,2627.47,6.807773019,17.95650964
1,259801.52,2627.47,6.807773019,17.95650964
0.8,259801.52,2627.47,6.807773019,17.95650964
1.1,273619.11,2756.71,6.818754325,18.14455594
1.1,273619.11,2756.71,6.818754325,18.14455594
1.1,273619.11,2756.71,6.818754325,18.14455594
1.1,273619.11,2756.71,6.818754325,18.14455594
1,273619.11,2756.71,6.818754325,18.14455594
1,273619.11,2756.71,6.818754325,18.14455594
1,273619.11,2756.71,6.818754325,18.14455594
1,273619.11,2756.71,6.818754325,18.14455594
1,273619.11,2756.71,6.818754325,18.14455594
0.9,273619.11,2756.71,6.818754325,18.14455594
1,273619.11,2756.71,6.818754325,18.14455594
2.9,345964.18,2766.66,5.925035587,16.55592527
2.8,345964.18,2766.66,5.925035587,16.55592527
2.8,345964.18,2766.66,5.925035587,16.55592527
2.5,345964.18,2766.66,5.925035587,16.55592527
2.7,345964.18,2766.66,5.925035587,16.55592527
2.4,345964.18,2766.66,5.925035587,16.55592527
2.5,345964.18,2766.66,5.925035587,16.55592527
2.6,345964.18,2766.66,5.925035587,16.55592527
2.5,345964.18,2766.66,5.925035587,16.55592527
2.4,345964.18,2766.66,5.925035587,16.55592527
2.4,345964.18,2766.66,5.925035587,16.55592527
2.7,345964.18,2766.66,5.925035587,16.55592527
2.2,345964.18,2766.66,5.925035587,16.55592527
2.2,345964.18,2766.66,5.925035587,16.55592527
2.4,345964.18,2766.66,5.925035587,16.55592527
2.7,345964.18,2766.66,5.925035587,16.55592527
1.1,357035.3,2843.61,6.160416667,16.84486111
1.2,357035.3,2843.61,6.160416667,16.84486111
1.1,357035.3,2843.61,6.160416667,16.84486111
1.2,357035.3,2843.61,6.160416667,16.84486111
1.1,357035.3,2843.61,6.160416667,16.84486111
1.2,357035.3,2843.61,6.160416667,16.84486111
1.1,357035.3,2843.61,6.160416667,16.84486111
1,357035.3,2843.61,6.160416667,16.84486111
1.2,357035.3,2843.61,6.160416667,16.84486111
1.1,357035.3,2843.61,6.160416667,16.84486111
1.1,357035.3,2843.61,6.160416667,16.84486111
0.9,357035.3,2843.61,6.160416667,16.84486111
1,357035.3,2843.61,6.160416667,16.84486111
1,357035.3,2843.61,6.160416667,16.84486111
0.9,357035.3,2843.61,6.160416667,16.84486111
0.9,357035.3,2843.61,6.160416667,16.84486111
0.6,369594.13,2918.5,6.503918919,17.26800676
0.6,369594.13,2918.5,6.503918919,17.26800676
0.6,369594.13,2918.5,6.503918919,17.26800676
0.7,369594.13,2918.5,6.503918919,17.26800676
0.6,369594.13,2918.5,6.503918919,17.26800676
0.5,369594.13,2918.5,6.503918919,17.26800676
0.7,369594.13,2918.5,6.503918919,17.26800676
0.5,369594.13,2918.5,6.503918919,17.26800676
0.7,369594.13,2918.5,6.503918919,17.26800676
0.5,369594.13,2918.5,6.503918919,17.26800676
0.7,369594.13,2918.5,6.503918919,17.26800676
0.5,369594.13,2918.5,6.503918919,17.26800676
0.4,369594.13,2918.5,6.503918919,17.26800676
0.5,369594.13,2918.5,6.503918919,17.26800676
0.3,369594.13,2918.5,6.503918919,17.26800676
0.5,369594.13,2918.5,6.503918919,17.26800676
2.5,386572.3,3127.99,6.891404221,17.70369318
2.4,386572.3,3127.99,6.891404221,17.70369318
2.4,386572.3,3127.99,6.891404221,17.70369318
2.5,386572.3,3127.99,6.891404221,17.70369318
2.3,386572.3,3127.99,6.891404221,17.70369318
2.3,386572.3,3127.99,6.891404221,17.70369318
2.4,386572.3,3127.99,6.891404221,17.70369318
2.4,386572.3,3127.99,6.891404221,17.70369318
2.3,386572.3,3127.99,6.891404221,17.70369318
2.2,386572.3,3127.99,6.891404221,17.70369318
2.2,386572.3,3127.99,6.891404221,17.70369318
2.2,386572.3,3127.99,6.891404221,17.70369318
2.3,386572.3,3127.99,6.891404221,17.70369318
2.3,386572.3,3127.99,6.891404221,17.70369318
2.2,386572.3,3127.99,6.891404221,17.70369318
2.3,386572.3,3127.99,6.891404221,17.70369318
2.7,79771.91,996.35,3.253768116,14.35050725
2.8,79771.91,996.35,3.253768116,14.35050725
2.5,79771.91,996.35,3.253768116,14.35050725
2.7,79771.91,996.35,3.253768116,14.35050725
2.3,79771.91,996.35,3.253768116,14.35050725
2.3,79771.91,996.35,3.253768116,14.35050725
2.3,79771.91,996.35,3.253768116,14.35050725
2.6,79771.91,996.35,3.253768116,14.35050725
2.5,79771.91,996.35,3.253768116,14.35050725
2.4,79771.91,996.35,3.253768116,14.35050725
2.5,79771.91,996.35,3.253768116,14.35050725
2.6,79771.91,996.35,3.253768116,14.35050725
2.2,79771.91,996.35,3.253768116,14.35050725
1.7,93811.12,1087.45,4.524516129,15.80587097
1.8,93811.12,1087.45,4.524516129,15.80587097
1.7,93811.12,1087.45,4.524516129,15.80587097
1.7,93811.12,1087.45,4.524516129,15.80587097
1.8,93811.12,1087.45,4.524516129,15.80587097
1.7,93811.12,1087.45,4.524516129,15.80587097
1.7,93811.12,1087.45,4.524516129,15.80587097
1.8,93811.12,1087.45,4.524516129,15.80587097
1.7,93811.12,1087.45,4.524516129,15.80587097
1.6,93811.12,1087.45,4.524516129,15.80587097
1.7,93811.12,1087.45,4.524516129,15.80587097
1.4,93811.12,1087.45,4.524516129,15.80587097
1.6,93811.12,1087.45,5.868542274,17.28763848
1.6,106233.46,1211.66,5.868542274,17.28763848
1.4,106233.46,1211.66,5.868542274,17.28763848
1.5,106233.46,1211.66,5.868542274,17.28763848
1.4,106233.46,1211.66,5.868542274,17.28763848
1.5,106233.46,1211.66,5.868542274,17.28763848
1.5,106233.46,1211.66,5.868542274,17.28763848
1.4,106233.46,1211.66,5.868542274,17.28763848
1.3,106233.46,1211.66,5.868542274,17.28763848
1.4,106233.46,1211.66,5.868542274,17.28763848
1.4,106233.46,1211.66,5.868542274,17.28763848
1.2,106233.46,1211.66,5.868542274,17.28763848
1.4,106233.46,1211.66,5.868542274,17.28763848
1.5,106233.46,1211.66,5.868542274,17.28763848
0.6,120950.35,1272.58,6.756973684,18.39823684
0.6,120950.35,1272.58,6.756973684,18.39823684
0.7,120950.35,1272.58,6.756973684,18.39823684
0.6,120950.35,1272.58,6.756973684,18.39823684
0.6,120950.35,1272.58,6.756973684,18.39823684
0.6,120950.35,1272.58,6.756973684,18.39823684
0.7,120950.35,1272.58,6.756973684,18.39823684
0.4,120950.35,1272.58,6.756973684,18.39823684
0.4,120950.35,1272.58,6.756973684,18.39823684
0.5,120950.35,1272.58,6.756973684,18.39823684
0.4,120950.35,1272.58,6.756973684,18.39823684
0.5,120950.35,1272.58,6.756973684,18.39823684
0.5,120950.35,1272.58,6.756973684,18.39823684
2.4,346264.32,3416.84,5.371927498,16.49879752
2.5,346264.32,3416.84,5.371927498,16.49879752
2.4,346264.32,3416.84,5.371927498,16.49879752
2.4,346264.32,3416.84,5.371927498,16.49879752
2.3,346264.32,3416.84,5.371927498,16.49879752
2.4,346264.32,3416.84,5.371927498,16.49879752
2.2,346264.32,3416.84,5.371927498,16.49879752
2.1,346264.32,3416.84,5.371927498,16.49879752
2.2,346264.32,3416.84,5.371927498,16.49879752
2.2,346264.32,3416.84,5.371927498,16.49879752
2.4,346264.32,3416.84,5.371927498,16.49879752
1.9,358088.32,3598.84,5.649347639,16.77893562
1.9,358088.32,3598.84,5.649347639,16.77893562
2,358088.32,3598.84,5.649347639,16.77893562
1.8,358088.32,3598.84,5.649347639,16.77893562
2,358088.32,3598.84,5.649347639,16.77893562
1.9,358088.32,3598.84,5.649347639,16.77893562
1.7,358088.32,3598.84,5.649347639,16.77893562
1.7,358088.32,3598.84,5.649347639,16.77893562
1.9,358088.32,3598.84,5.649347639,16.77893562
1.8,358088.32,3598.84,5.649347639,16.77893562
1.5,358088.32,3598.84,5.649347639,16.77893562
1.6,371244.15,3780.14,5.976935887,17.08483764
1.7,371244.15,3780.14,5.976935887,17.08483764
1.7,371244.15,3780.14,5.976935887,17.08483764
1.6,371244.15,3780.14,5.976935887,17.08483764
1.7,371244.15,3780.14,5.976935887,17.08483764
1.6,371244.15,3780.14,5.976935887,17.08483764
1.5,371244.15,3780.14,5.976935887,17.08483764
1.6,371244.15,3780.14,5.976935887,17.08483764
1.6,371244.15,3780.14,5.976935887,17.08483764
1.6,371244.15,3780.14,5.976935887,17.08483764
1.3,371244.15,3780.14,5.976935887,17.08483764
1.2,384907.74,3832.34,6.210857605,17.36054207
1.3,384907.74,3832.34,6.210857605,17.36054207
1.2,384907.74,3832.34,6.210857605,17.36054207
1.2,384907.74,3832.34,6.210857605,17.36054207
1.3,384907.74,3832.34,6.210857605,17.36054207
1.3,384907.74,3832.34,6.210857605,17.36054207
1.2,384907.74,3832.34,6.210857605,17.36054207
1.2,384907.74,3832.34,6.210857605,17.36054207
1.3,384907.74,3832.34,6.210857605,17.36054207
1.3,384907.74,3832.34,6.210857605,17.36054207
0.8,384907.74,3832.34,6.210857605,17.36054207
2.6,198074.42,2043.17,4.370772798,15.62190108
2.5,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
2.4,198074.42,2043.17,4.370772798,15.62190108
2.5,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
2.4,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
2.4,198074.42,2043.17,4.370772798,15.62190108
2.3,198074.42,2043.17,4.370772798,15.62190108
1.6,208057.01,2160.44,4.766359584,16.0279049
1.5,208057.01,2160.44,4.766359584,16.0279049
1.5,208057.01,2160.44,4.766359584,16.0279049
1.5,208057.01,2160.44,4.766359584,16.0279049
1.6,208057.01,2160.44,4.766359584,16.0279049
1.5,208057.01,2160.44,4.766359584,16.0279049
1.5,208057.01,2160.44,4.766359584,16.0279049
